"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"""
8.123180789E0,2.202026367E0,5.248087883E0,1.771992207E0
8.142952403E0,1.956515431E0,3.401529312E0,7.082294941E0
8.162722351E0,-4.505578279E-1,-8.582687378E-1,1.265521240E1
8.182493914E0,-5.982340813E0,-5.699634552E0,1.236737251E1
8.202263966E0,-8.829940796E0,-5.597033501E0,7.883086205E0
8.222035476E0,-1.482350469E0,-1.180828667E1,7.354574203E0
8.241805424E0,2.764679909E0,-2.702920914E1,-9.682939529E0
8.261576987E0,5.835929394E0,3.331260204E0,-2.081835556E1
8.281347039E0,1.627267265E1,1.355934620E1,4.371688366E0
8.301118549E0,-1.385378170E1,4.712952614E0,-1.050321960E1
8.320888497E0,-9.251706123E0,-9.720427513E0,-2.109746933E1
8.340660059E0,9.448976517E-1,-1.597865868E1,5.051603317E0
8.360430007E0,-3.734464169E0,-1.066086388E1,-8.688807487E-1
8.380201622E0,-7.477447391E-1,-2.462088585E0,-2.338024616E0
8.399971570E0,1.389371276E0,2.471711159E0,-1.557702661E0
8.419743132E0,1.242850542E0,4.247336388E0,-8.620631695E-2
8.439513080E0,-1.098403215E0,3.325419426E0,-5.713312626E-1
8.459284695E0,-2.840113401E0,-2.840700150E-1,-2.977226973E-1
8.479054695E0,-3.271196842E0,-2.478967667E0,1.115241289E0
8.498826205E0,-1.428525329E0,-5.561103821E-1,1.969474912E0
8.518596153E0,1.501937509E-1,1.995165348E0,1.825573802E0
8.538367716E0,1.253000736E0,3.826129913E0,2.582989216E0
8.558137664E0,1.375300169E0,4.301092625E0,3.032849789E0
8.577909226E0,3.390966058E-1,3.187072754E0,2.350527763E0
8.597679174E0,-1.030456543E0,1.810116768E0,2.116616964E0
8.617450737E0,-2.713034153E0,1.731083870E0,2.142463207E0
8.637220789E0,-4.767845631E0,2.550061226E0,3.165285587E0
8.656992247E0,-5.411893368E0,1.317176819E0,1.531641245E0
8.676762299E0,-2.483431816E0,-1.272707939E0,4.864880562E0
8.696533809E0,-3.327029943E-1,-1.229631424E0,8.008247375E0
8.716303757E0,3.468811512E-2,-2.226571083E0,4.634827614E0
8.736075320E0,1.485561371E0,-2.983487129E0,3.673894644E0
8.755845268E0,1.253282547E0,-2.749760628E0,5.527581215E0
8.775616830E0,-1.657173157E0,-2.645582199E0,4.423336029E0
8.795386778E0,-4.916925430E0,-4.942735672E0,1.736326933E0
8.815158341E0,-6.106694221E0,-5.965709686E0,-2.912330627E-1
8.834928289E0,-2.213969707E0,-4.453850746E0,-1.006838679E0
8.854699851E0,3.280362606E0,-3.853302956E0,-1.333166003E0
8.874469799E0,2.978177309E0,-4.982182503E0,-2.162417412E0
8.894241362E0,-1.227022529E0,-9.641052246E0,-3.459560394E0
8.914011309E0,-4.241781235E0,-1.330994701E1,-3.874257565E0
8.933782872E0,-3.170692444E0,-1.212096500E1,-4.823382378E0
8.953552872E0,1.986901641E0,-7.983201981E0,-4.193675041E0
8.973324330E0,3.389672518E0,-3.819169044E0,-2.889158964E0
8.993094278E0,1.889581203E0,-9.972572327E-1,-2.825253010E0
9.012865841E0,-2.302688360E-2,6.339740753E-1,-3.615082264E0
9.032635789E0,1.959413588E-1,2.865976810E0,-4.459578514E0
9.052407351E0,1.191364288E0,5.402460098E0,-6.686331749E0
9.072177299E0,1.238264680E0,7.011036873E0,-7.578720570E0
9.091948862E0,1.896658659E0,6.878699303E0,-7.561436653E0
9.111718809E0,2.508746147E0,6.228103638E0,-7.541278839E0
9.131490320E0,2.577245474E0,5.748998642E0,-6.960574150E0
9.151260268E0,1.885401130E0,5.054594517E0,-5.101420403E0
9.171031830E0,8.921515942E-1,3.838133812E0,-2.517309189E0
9.190801778E0,4.637243748E-1,3.018971443E0,-4.208626747E-1
9.210573341E0,2.696204185E-2,3.113276482E0,1.033538342E0
9.230343237E0,5.462666750E-1,3.720963478E0,1.589814663E0
9.250114799E0,4.112937450E-1,4.235927105E0,2.442441463E0
9.269884747E0,-6.809068918E-1,3.440317631E0,3.519835472E0
9.289656309E0,-1.712128401E0,1.962445259E0,4.283975601E0
9.309426205E0,-2.543940067E0,1.643709183E0,4.875331879E0
9.329197768E0,-6.483339071E-1,1.954309940E0,8.060070038E0
9.348967716E0,7.459188461E0,-3.087098122E0,6.505422592E0
9.368739278E0,2.342924881E1,-1.977332878E1,-1.126715469E1
9.388509174E0,1.261053324E0,-2.009147263E1,-3.242444992E-2
9.408280737E0,-1.396842360E0,8.868680000E0,-2.256781387E1
9.428050684E0,-4.970076561E0,1.110230827E1,1.052136040E1
9.447822195E0,-1.123906136E1,-1.392221451E0,-1.950660896E1
9.467592143E0,-2.042358160E0,-9.067563057E0,-5.617378235E0
9.487363705E0,-7.212150097E-2,-1.510068703E1,2.024936676E-2
9.507133601E0,-3.276874304E0,-1.023185921E1,-2.262345791E0
9.526905164E0,1.077383280E0,-2.701761246E0,-1.418621063E0
9.546675112E0,1.438491464E0,2.597582817E0,6.546058655E-1
9.566446622E0,-1.730296910E-1,4.444679260E0,6.582906246E-1
9.586216570E0,-1.825564861E0,3.468392372E0,1.588182449E-1
9.605988080E0,-3.792427540E0,1.717027664E0,2.740024924E-1
9.625758028E0,-4.352742195E0,-1.290826797E-1,4.542180896E-1
9.645529591E0,-2.108091354E0,-1.161251068E-1,1.013761044E0
9.665299487E0,7.411615849E-1,1.098901749E0,2.204586267E0
9.685071049E0,3.354181051E0,2.541952133E0,4.090908051E0
9.704840997E0,3.588651180E0,3.515886784E0,4.655004501E0
9.724612507E0,4.846872687E-1,2.927212715E0,3.826086044E0
9.744382455E0,-2.648638725E0,1.339512825E0,1.959985495E0
9.764153966E0,-2.874771595E0,2.203501701E0,1.088541269E0
9.783923914E0,-1.292415500E0,1.505143166E0,3.840531588E0
9.803695476E0,-9.568101168E-2,-1.308928490E0,7.287204266E0
9.823465372E0,1.829799533E0,-2.560368538E0,4.989530563E0
9.843236934E0,3.106021643E0,-1.954872131E0,3.913557291E0
9.863006882E0,2.424602270E0,-7.927198410E-1,3.340124130E0
9.882778393E0,2.295464277E0,-8.764028549E-1,3.709331751E0
9.902548341E0,2.187084198E0,-1.156869888E0,4.762713432E0
9.922319851E0,-3.484746218E-1,-3.106202126E0,4.394921303E0
9.942089799E0,-6.722780228E0,-7.439579964E0,5.630939007E-1
9.961861362E0,-8.952816010E0,-6.731790543E0,-1.911552429E0
9.981631257E0,-6.156826615E-1,-5.875329971E0,-1.069866300E0
1.000140282E1,4.398624420E0,-5.552720070E0,2.264569998E0
1.002117272E1,-1.224133968E0,-9.668663979E0,4.175850391E0
1.004094428E1,-5.814204216E0,-1.544506073E1,-2.266908407E0
1.006071423E1,-6.361318588E0,-1.340016460E1,-6.597071648E0
1.008048574E1,-3.545155525E0,-1.013764095E1,-2.796437263E0
1.010025568E1,-3.439613342E0,-6.030705452E0,-3.421926498E-1
1.012002725E1,-2.324107647E0,-3.107481956E0,-1.735284209E0
1.013979714E1,8.672541380E-2,-2.316026688E-1,-5.124888897E0
1.015956870E1,1.626808047E0,3.670550823E0,-7.691015720E0
1.017933860E1,1.805655360E0,1.010799599E1,-7.684710026E0
1.019911016E1,1.326225042E0,9.331027031E0,-5.216144562E0
1.021888011E1,-2.381361008E0,6.840836525E0,-6.662359238E0
1.023865162E1,-2.637072802E0,4.111773968E0,-9.089981079E0
1.025842157E1,-1.359099030E0,3.360882759E0,-6.825599194E0
1.027819308E1,4.782170057E-1,4.196515560E0,-6.017586708E0
1.029796303E1,1.564636111E0,5.183598995E0,-6.632304668E0
1.031773459E1,7.582498789E-1,6.546411991E0,-6.436774254E0
1.033750449E1,-4.247498512E-1,7.374650002E0,-4.716173172E0
1.035727605E1,-1.062515974E0,8.056290627E0,-1.417885065E0
1.037704605E1,-1.984235406E0,7.649809361E0,3.420357227E0
1.039681751E1,-3.221378088E0,4.311157227E0,1.099470806E1
1.041658746E1,-2.843831301E0,-2.769526482E0,1.277938271E1
1.043635897E1,2.233615398E0,-8.240560532E0,1.189166164E1
1.045612891E1,9.752829552E0,-6.380030632E0,-1.320179462E0
1.047590042E1,2.199576187E1,-1.840821457E1,-1.216000366E1
1.049567037E1,-1.367571831E0,-1.569100189E1,6.293115616E0
1.051544188E1,-6.655511856E0,2.880672455E0,-1.618480682E1
1.053521183E1,-3.901249409E0,4.442916870E0,-4.554558754E0
1.055498339E1,-6.952698231E0,-2.423786163E0,-1.822449493E1
1.057475329E1,-8.715487123E-1,-9.955610275E0,-4.495525360E-1
1.059452485E1,-7.558195591E-1,-1.184434700E1,-7.957153320E-1
1.061429475E1,1.344990730E-1,-5.796151161E0,-3.514503002E0
1.063406631E1,1.410573363E0,-1.145280838E0,-1.994259477E0
1.065383621E1,3.737469912E-1,1.947499275E0,-4.358801842E-1
1.067360777E1,-1.745708942E0,2.480941296E0,-6.072533131E-2
1.069337766E1,-4.301190853E0,2.374668121E-1,-1.096161604E0
1.071314923E1,-4.175070286E0,-2.224013329E0,-5.039356947E-1
1.073291923E1,-3.993299603E-1,-9.684534073E-1,2.152427197E0
1.075269068E1,1.617069483E0,2.682454109E0,3.361477137E0
1.077246063E1,1.484249592E0,6.129959583E0,3.352142572E0
1.079223214E1,6.516951323E-1,6.947283745E0,2.734550476E0
1.081200209E1,-3.064525127E0,4.665439606E0,2.340292215E0
1.083177360E1,-6.491391182E0,1.656948090E0,1.076045990E0
1.085154355E1,-6.175123215E0,-6.834354401E-1,5.105240345E-1
1.087131506E1,-4.928543568E0,6.687316895E-1,3.295335293E0
1.089108506E1,-4.670207977E0,2.365157604E0,5.039761543E0
1.091085652E1,-3.621659279E0,-1.950801849E0,6.310441017E0
1.093062641E1,-2.119939566E0,-4.622587204E0,8.231643677E0
1.095039798E1,-1.001560450E0,-4.361323357E0,7.129241943E0
1.097016787E1,-2.007695198E0,-4.358118057E0,5.438019753E0
1.098993943E1,-3.106219292E0,-4.553433418E0,3.040866375E0
1.100970933E1,-4.083178520E0,-5.278927803E0,1.442217827E0
1.102948089E1,-2.305444717E0,-5.176172256E0,9.947468638E-1
1.104925079E1,1.054051638E0,-3.984350204E0,4.882968068E-1
1.106902230E1,2.329117775E0,-6.533496857E0,-2.279953063E-1
1.108879225E1,2.040569782E0,-1.094395733E1,-2.618775964E-1
1.110856376E1,-3.635516167E0,-1.272472191E1,-2.331263542E0
1.112833371E1,-9.823005676E0,-1.028080177E1,-2.616297007E0
1.114810522E1,-4.445495605E0,-8.897073746E0,-1.725807190E0
1.116787516E1,-1.741665840E0,-5.262366295E0,-1.015769958E0
1.118764667E1,-1.786406040E-1,-1.597266197E0,-2.461452484E0
1.120741657E1,2.795086384E0,1.629213333E0,-6.210216522E0
1.122718813E1,3.949599028E0,4.754126549E0,-8.421675682E0
1.124695803E1,4.359291553E0,8.631813049E0,-6.362518311E0
1.126672954E1,3.217153788E0,8.575763702E0,-5.923008919E0
1.128649949E1,1.363622189E0,7.202836037E0,-6.979110718E0
1.130627100E1,1.445735216E0,5.462705612E0,-5.416115284E0
1.132604094E1,-1.585668325E-1,3.658182144E0,-5.516508579E0
1.134581246E1,-1.726130366E0,4.038046837E0,-8.014751434E0
1.136558235E1,-1.716239452E-1,7.923305035E0,-8.900402069E0
1.138535391E1,1.413844585E0,8.680676460E0,-4.825554848E0
1.140512381E1,3.973084688E-1,8.120571136E0,1.302886963E0
1.142489532E1,-1.272198319E0,6.599871635E0,5.953330040E0
1.144466527E1,-2.062559128E-3,2.371906281E0,1.200476456E1
1.146443678E1,2.964532375E-2,-4.634418488E0,1.422815704E1
1.148420667E1,-3.014210701E0,-3.148468018E0,6.981735229E-1
1.150397824E1,1.123048592E1,-1.665404892E1,-8.043036461E-1
1.152374813E1,9.031665802E0,-4.516431046E1,-5.481228828E0
1.154351964E1,4.336313009E-1,1.361688805E1,-3.672481537E1
1.156328959E1,2.099360275E1,1.329852676E1,1.587021351E1
1.158306110E1,-5.068284512E0,-2.471194267E0,-2.577011490E1
1.160283105E1,-5.041481972E0,-1.786464310E1,-3.759913206E0
1.162260256E1,-7.012666702E0,-1.957835770E1,1.797406912E0
1.164237246E1,-2.451120615E0,-5.771422386E0,-1.336741447E-2
1.166214397E1,-4.297477603E-1,3.700146675E0,-3.820543766E0
1.168191391E1,7.341639400E-1,7.927196980E0,-4.873355627E-1
1.170168542E1,6.840162277E-1,5.486538887E0,2.354603291E0
1.172145537E1,-3.237105131E0,1.568017006E0,1.223122120E0
1.174122688E1,-2.381155968E0,-2.011111259E0,1.835739613E0
1.176099678E1,2.794842124E-1,-2.461619377E0,3.118317842E0
1.178076829E1,1.350346088E0,1.478324890E0,4.156876564E0
1.180053824E1,1.365972757E0,5.210268974E0,4.554206848E0
1.182030975E1,-1.586023331E0,5.688614845E0,3.637324572E0
1.184007964E1,-4.887421608E0,3.665788651E0,2.185145378E0
1.185985120E1,-5.093063831E0,1.689429760E0,2.285101891E0
1.187962110E1,-1.842953205E0,1.354265213E0,5.058588028E0
1.189939261E1,4.366917014E-1,1.015023232E0,6.885557175E0
1.191916256E1,7.410501242E-1,2.692146301E-1,5.727521896E0
1.193893407E1,2.688416004E0,-1.956832886E0,5.596982002E0
1.195870397E1,1.005563021E0,-2.131868362E0,4.222779751E0
1.197847553E1,-3.803590298E0,-2.159008980E0,4.386804581E0
1.199824542E1,-4.887855530E0,-3.535931587E0,3.835458994E0
1.201801693E1,-3.825611353E0,-6.196640015E0,1.671741843E0
1.203778688E1,-1.042251468E0,-9.189868927E0,3.613874912E-1
1.205755839E1,4.054043293E0,-8.962044716E0,-5.451623201E-1
1.207732834E1,7.464185238E0,-6.459751129E0,-2.915080547E0
1.209709985E1,5.691387177E0,-7.489542961E0,-1.021157742E0
1.211686975E1,5.778685212E-1,-1.129383564E1,-2.366928577E0
1.213664131E1,-1.897998333E0,-1.334625435E1,-2.705758095E0
1.215641121E1,1.770436764E0,-1.031786442E1,-3.760966063E0
1.217618272E1,7.379055500E0,-5.787814140E0,-4.275067329E0
1.219595266E1,6.717693806E0,-2.056025505E0,-6.185825348E0
1.221572417E1,5.453590393E0,-1.088676453E-1,-6.890508652E0
1.223549407E1,3.701596260E0,1.924455166E0,-5.816740513E0
1.225526558E1,2.294161081E0,4.175756454E0,-6.004372597E0
1.227503553E1,1.117659450E0,6.819097996E0,-7.239722252E0
1.229480704E1,-3.967113793E-1,8.668538094E0,-7.481450081E0
1.231457699E1,-2.111547470E0,8.013849258E0,-7.535800934E0
1.233434850E1,-1.995751023E0,7.959237576E0,-7.953740597E0
1.235411839E1,-2.991600037E0,9.965016365E0,-6.574551582E0
1.237388990E1,-3.259468794E0,1.121927452E1,-3.131509781E0
1.239365985E1,-2.090887070E0,9.506142616E0,-1.012742043E0
1.241343136E1,-1.161192656E-1,6.000566483E0,6.132788658E0
1.243320131E1,5.735254884E-1,-2.596879959E0,2.170759201E1
1.245297282E1,7.165563583E0,-1.565820122E1,1.383890438E1
1.247274272E1,7.906462669E0,-1.116706944E1,2.838411331E-1
1.249251423E1,6.102284431E0,3.584627151E0,-1.240971756E1
1.251228417E1,2.238650322E1,3.700246334E0,-1.459011269E1
1.253205568E1,8.825020790E0,-1.072247791E1,2.011550713E1
1.255182558E1,-3.490707016E1,-1.389917660E1,-2.181667328E1
1.257159714E1,-1.400919056E1,-5.626928329E0,-8.687870979E0
1.259136704E1,5.585491657E0,-2.160888672E0,-5.398950577E-1
1.261113855E1,5.267958641E-1,-3.764225006E0,-7.504405022E0
1.263090850E1,-3.026335001E0,-6.583360672E0,-4.214701653E0
1.265068001E1,1.045780420E0,-8.380640030E0,-4.135757446E0
1.267044990E1,1.067452550E0,-5.091396332E0,-1.848078609E0
1.269022141E1,-1.658738375E0,6.951322556E-1,1.532518864E0
1.270999131E1,-3.132162571E0,4.162418365E0,-6.157996058E-1
1.272976287E1,-2.881488323E0,4.049910545E0,-1.657561660E-1
1.274953277E1,-6.501988173E-1,2.586660385E0,1.231469274E0
1.276930428E1,-1.213534474E-1,6.121921539E-2,2.588421345E0
1.278907423E1,-1.034724712E0,7.586154938E-1,2.829227209E0
1.280884574E1,-7.775084972E-1,2.928259850E0,2.091401339E0
1.282861563E1,-4.443872571E-1,3.290296078E0,3.064701557E0
1.284838714E1,-1.400786757E0,2.894948959E0,2.859469175E0
1.286815709E1,-2.924212217E0,2.488566399E0,-2.592803240E-1
1.288792860E1,-3.557018757E0,1.187458992E0,-5.824055672E-1
1.290769850E1,-2.938823462E0,2.022113800E-1,3.647107124E0
1.292747001E1,-1.124598384E-1,2.116537094E-1,4.881876469E0
1.294723996E1,1.225902677E0,-5.639572144E-1,4.397794724E0
1.296701147E1,2.809806466E-1,-2.010566711E0,1.963915586E0
1.298678136E1,-1.441340804E0,-2.575661659E0,4.696646690E0
1.300655287E1,-3.820030212E0,-1.727287292E0,4.328905106E0
1.302632277E1,-4.506769180E0,-1.906702042E0,1.692702055E0
1.304609428E1,-2.717943907E0,-3.784543037E0,3.386339188E0
1.306586423E1,8.612883091E-2,-3.705316544E0,5.302041054E0
1.308563574E1,8.854508400E-1,-1.538911819E0,5.587346077E0
1.310540563E1,-2.394778490E0,-1.174132347E0,3.703099728E0
1.312517714E1,-4.943887234E0,-1.896458626E0,2.633723736E0
1.314494704E1,-4.987354755E0,-3.272893906E0,2.079952717E0
1.316471855E1,-3.193411350E0,-4.642363548E0,-9.027141929E-1
1.318448850E1,3.376354694E0,-4.184219360E0,-2.693762302E0
1.320426001E1,4.410638332E0,-3.540056229E0,-1.518859863E0
1.322402990E1,4.848594666E-1,-5.784936905E0,-1.769486547E0
1.324380141E1,-1.957653522E0,-7.762664795E0,-2.726240873E0
1.326357131E1,-3.617670059E0,-6.419046402E0,-3.414497375E0
1.328334282E1,-2.307838678E0,-4.766560555E0,-2.800648212E0
1.330311272E1,-1.956802607E-1,-3.863489151E0,-2.009881258E0
1.332288423E1,5.429796576E-1,-2.033860207E0,-3.460546732E0
1.334265412E1,1.475970268E0,2.860193253E-1,-5.973032951E0
1.336242568E1,1.622373223E0,2.936396599E0,-7.006368637E0
1.338219558E1,2.018865585E0,5.174003601E0,-7.112905502E0
1.340196709E1,2.777393341E0,6.495217323E0,-6.684273720E0
1.342173699E1,2.750544548E0,5.243559837E0,-6.521916866E0
1.344150850E1,2.210816622E0,4.242649078E0,-6.215794563E0
1.346127839E1,8.107410669E-1,4.122382164E0,-5.869666576E0
1.348104990E1,-3.905999660E-1,4.748045444E0,-5.074811459E0
1.350081980E1,-4.932545424E-1,5.526912212E0,-3.530498505E0
1.352059131E1,-9.797126055E-1,5.884032726E0,-9.047496319E-1
1.354036120E1,-1.198737860E0,5.273825169E0,2.895119905E0
1.356013272E1,-1.947873473E0,3.031878471E0,7.038454056E0
1.357990261E1,-2.126400232E0,-1.799488068E0,1.273550415E1
1.359967412E1,-9.469807148E-1,-8.144386292E0,1.279678631E1
1.361944402E1,2.326006889E0,-9.675743103E0,8.989887238E0
1.363921553E1,4.262164593E0,-1.990033150E0,1.811072826E0
1.365898542E1,6.817194939E0,4.892273426E0,-1.938891888E0
1.367875693E1,9.224052429E0,-4.848626137E0,-3.719511271E0
1.369852683E1,1.678080320E0,-1.069488716E1,-7.186581135E0
1.371829834E1,-7.075246811E0,-1.548589706E0,-4.437199116E0
1.373806824E1,-3.905032635E0,3.382726192E0,-1.064709282E1
1.375783975E1,5.871641636E-2,-3.695917130E-1,-6.448908806E0
1.377760964E1,-3.873940945E0,-4.339430809E0,-6.510458946E0
1.379738110E1,-4.644658089E0,-6.899816513E0,-2.329516649E0
1.381715100E1,-1.840016842E0,-3.556962013E0,-3.280557632E0
1.383692251E1,2.349176407E0,1.045536995E0,-5.949647427E-1
1.385669240E1,2.924347639E0,5.103347778E0,-9.760580063E-1
1.387646391E1,1.081048131E0,4.541099548E0,-1.215265393E0
1.389623381E1,-1.418388009E0,1.404252052E0,6.271718144E-1
1.391600532E1,-3.175565958E0,-4.161252975E-1,1.296095133E0
1.393577522E1,-3.070585012E0,3.847942352E-1,4.919039607E-1
1.395554673E1,-1.314257503E0,1.649427414E0,1.243437290E0
1.397531662E1,5.685983896E-1,1.653289795E0,2.708468199E0
1.399508808E1,6.844034195E-1,1.453198433E0,2.828444242E0
1.401485798E1,-2.666831613E-1,1.947112083E0,2.731673479E0
1.403462949E1,-1.350420952E0,1.504527092E0,2.503229618E0
1.405439938E1,-1.820617676E0,7.656784058E-1,2.446552277E0
1.407417089E1,-4.859566689E-1,2.474966049E-1,1.248445868E0
1.409394079E1,1.111988544E0,-8.061227798E-1,3.112987041E0
1.411371230E1,-2.774253488E-1,-2.011632919E0,5.615375519E0
1.413348214E1,-3.204235554E0,-2.062798500E0,5.312260628E0
1.415325365E1,-4.016652584E0,-2.201514244E0,2.255346775E0
1.417302355E1,-3.049136877E0,-2.844685555E0,2.365641356E0
1.419279506E1,-1.848885417E0,-4.637335777E0,4.658280373E0
1.421256496E1,5.789090991E-1,-3.404599190E0,5.440531731E0
1.423233647E1,9.654760361E-1,-2.441391945E0,4.686749458E0
1.425210636E1,-1.983471751E0,-2.496361732E0,3.222195148E0
1.427187782E1,-6.006591797E0,-1.947910309E0,1.501234889E0
1.429164772E1,-5.947028637E0,-4.372380257E0,-9.199352264E-1
1.431141923E1,1.952648163E0,-5.404087067E0,-4.459915638E0
1.433118912E1,7.442182541E0,-5.703396797E0,-2.890738249E0
1.435096063E1,5.100709915E0,-7.283476830E0,-3.007885933E0
1.437073053E1,1.795308590E0,-8.468469620E0,-2.754874229E0
1.439050204E1,3.349808455E-1,-6.520361900E0,-1.973944068E0
1.441027193E1,2.274656057E0,-3.794904709E0,-2.107471943E0
1.443004339E1,2.752815008E0,-2.049593925E0,-3.697808027E0
1.444981329E1,2.790547371E0,-9.833755493E-1,-5.165807247E0
1.446958480E1,2.996942759E0,6.158819199E-1,-7.422840118E0
1.448935470E1,2.140024424E0,3.264004707E0,-8.045509338E0
1.450912621E1,1.050061226E0,7.118267059E0,-7.346992970E0
1.452889610E1,1.043318510E0,8.838118553E0,-6.494818687E0
1.454866756E1,8.000676632E-1,6.900851727E0,-6.183781624E0
1.456843746E1,-2.475711107E-1,5.617752552E0,-6.559591770E0
1.458820897E1,-2.378033638E0,5.671092033E0,-6.183721066E0
1.460797886E1,-2.178130388E0,5.612039566E0,-4.801237106E0
1.462775037E1,2.309063077E-1,5.151027203E0,-2.720916271E0
1.464752027E1,1.521729231E0,3.989680290E0,6.997208595E-1
1.466729173E1,7.177820206E-1,1.533783913E0,6.729841232E0
1.468706162E1,-1.962977529E0,-2.041358948E0,1.359534264E1
1.470683313E1,-1.511238694E0,-6.896615982E0,1.454499245E1
1.472660303E1,3.043671846E0,-8.764065742E0,8.991809845E0
1.474637454E1,5.237185478E0,-2.394955635E0,1.132210255E0
1.476614443E1,9.057060242E0,5.480138302E0,-2.031545639E0
1.478591589E1,1.058544064E1,5.642663002E0,-2.202684402E0
1.480568579E1,1.616025352E1,-5.942668915E0,-1.280209732E1
1.482545730E1,6.307389736E-1,-1.156594658E1,3.585665226E0
1.484522720E1,-1.354322624E1,-1.245599556E1,2.322014332E0
1.486499871E1,-9.775048256E0,2.607164383E0,-2.006317139E1
1.488476855E1,6.032641411E0,4.902795792E0,2.385823250E0
1.490454006E1,-3.368388653E0,-4.561996460E-2,-8.093643188E0
1.492430996E1,-5.723788261E0,-5.820451736E0,-3.882854223E0
1.494408147E1,-2.604325771E0,-5.124780655E0,-2.037128448E0
1.496385136E1,4.481428266E-1,-1.490129471E0,-1.259256840E0
1.498362282E1,2.061502457E0,1.868487835E0,-3.583102226E-1
1.500339272E1,1.362397194E0,3.411782265E0,-1.978905201E0
1.502316423E1,-1.616753489E-1,2.797137260E0,-9.402817488E-1
1.504293412E1,-1.343421459E0,1.175194740E0,6.538318396E-1
1.506270563E1,-2.379377604E0,9.286298752E-1,9.216498137E-1
1.508247548E1,-2.269881964E0,1.588488579E0,8.244539499E-1
1.510224699E1,-1.026573539E0,1.811592102E0,2.139133930E0
1.512201688E1,-1.469307244E-1,1.665783882E0,2.663961887E0
1.514178839E1,-4.752711654E-1,1.988603115E0,2.043309689E0
1.516155824E1,-8.984771371E-1,2.498009205E0,1.603197813E0
1.518132975E1,-1.447247386E0,1.756442070E0,2.868821621E0
1.520109964E1,-1.241603732E0,4.951267242E-1,3.140970230E0
1.522087115E1,2.959656715E-1,-7.431507111E-2,3.570718527E0
1.524064105E1,4.021657258E-2,-6.913080215E-1,5.129719734E0
1.526041251E1,-2.387170792E0,-2.626770020E0,4.333317757E0
1.528018240E1,-3.009389639E0,-3.616624832E0,4.824115753E0
1.529995391E1,-1.304575682E0,-3.058561325E0,3.653406143E0
1.531972376E1,4.686207175E-1,-2.174577713E0,3.207671881E0
1.533949527E1,3.614308834E-1,-2.459782600E0,3.546415806E0
1.535926516E1,8.902854323E-1,-2.871300697E0,4.499545097E0
1.537903662E1,1.696819663E-1,-4.778713226E0,3.913897991E0
1.539880652E1,-8.369117975E-1,-4.482383728E0,3.258056402E0
1.541857803E1,-3.927223682E0,-3.087932587E0,2.318582058E0
1.543834792E1,-3.977568626E0,-3.388518333E0,7.220480442E-1
1.545811938E1,-2.397981882E0,-4.722290039E0,-2.205155849E0
1.547788928E1,-3.157130718E0,-6.619900703E0,-3.896637201E0
1.549766079E1,-3.531871796E0,-8.157503128E0,-3.267839432E0
1.551743068E1,-2.040956497E0,-8.883769989E0,-7.809923887E-1
1.553720214E1,8.453757763E-1,-9.292243004E0,-2.337310314E0
1.555697204E1,2.152396917E0,-7.078857422E0,-3.398542643E0
1.557674350E1,2.507266998E0,-3.104868889E0,-4.289896488E0
1.559651339E1,1.937982917E0,3.296184540E-2,-6.045602798E0
1.561628490E1,8.328642249E-1,3.691649437E0,-7.026441097E0
1.563605475E1,8.434355855E-1,7.415868282E0,-6.775490284E0
1.565582626E1,3.925824165E-1,7.358263016E0,-6.896929264E0
1.567559615E1,-2.179749012E-1,6.547151566E0,-7.681471825E0
1.569536761E1,-1.916435957E-1,7.013916969E0,-9.645374298E0
1.571513751E1,8.572859764E-1,7.496600151E0,-9.648998260E0
1.573490897E1,7.801953554E-1,7.309094906E0,-7.257750034E0
1.575467886E1,-2.367615461E0,6.923172951E0,-3.096791506E0
1.577445037E1,-2.818716049E0,4.193666935E0,2.302483082E0
1.579422022E1,-4.150646925E-1,1.245491982E0,8.192665100E0
1.581399173E1,1.547575116E0,-3.871219635E0,1.551331615E1
1.583376157E1,5.415255547E0,-1.004411793E1,3.221360922E0
1.585353308E1,5.583091259E0,-6.269714355E0,4.152986050E0
1.587330298E1,3.133638382E0,-2.337153435E0,-7.757127285E0
1.589307443E1,5.833618641E-1,-9.067418098E0,-2.380429268E0
1.591284433E1,-9.956647873E0,-6.014906883E0,-4.684731483E0
1.593261579E1,-5.972395897E0,2.879195690E0,-8.929540634E0
1.595238568E1,3.893817663E0,1.213259697E0,-2.412790775E0
1.597215714E1,4.129443645E0,-1.405611038E0,-7.714917183E0
1.599192704E1,6.319385767E-1,-3.565591812E0,-1.325332880E0
1.601169855E1,-2.344474077E0,-3.084033966E0,-3.064625740E0
1.603146839E1,-3.078555107E0,-2.856402397E0,-7.686922550E-1
1.605123990E1,-4.109226227E0,-6.443185806E-1,4.131206274E-1
1.607100975E1,-4.274326324E0,2.239495277E0,6.770144701E-1
1.609078126E1,-2.328136921E0,3.827127457E0,8.228583336E-1
1.611055110E1,5.001449585E-2,2.800624847E0,7.175865769E-1
1.613032261E1,2.361036539E-1,1.154843330E0,1.889225483E0
1.615009246E1,3.838175535E-2,8.491172791E-1,2.698564529E0
1.616986397E1,5.292264819E-1,1.995801449E0,1.959839463E0
1.618963381E1,4.352861643E-1,3.602762222E0,1.835619450E0
