"Time (s),""Gyroscope x (rad/s)"",""Gyroscope y (rad/s)"",""Gyroscope z (rad/s)"""
7.885931518E0,3.368669987E0,-3.152735472E0,1.176186442E0
7.905703132E0,2.513483763E0,-3.605373144E0,7.052231431E-1
7.925473132E0,1.957612753E0,-3.168006659E0,3.338280320E-1
7.945244643E0,1.808565974E0,-2.959096909E0,2.929012477E-1
7.965014695E0,1.658297539E0,-2.414679289E0,4.010212123E-1
7.984786205E0,1.326607585E0,-1.539945960E0,5.580089688E-1
8.004556153E0,8.006680608E-1,-8.313631415E-1,6.759024858E-1
8.024327768E0,2.629697323E-1,-3.280249834E-1,6.575770974E-1
8.044097716E0,-1.908897758E-1,2.748812735E-2,5.219689608E-1
8.063869278E0,-6.160394549E-1,2.290677279E-1,3.252761662E-1
8.083639330E0,-9.330691695E-1,3.121429384E-1,2.092151791E-1
8.103410841E0,-1.237271070E0,4.049917459E-1,3.429907262E-1
8.123180789E0,-1.366770744E0,3.396310806E-1,3.490992188E-1
8.142952403E0,-1.032026410E0,-8.478559852E-1,-1.047603041E-1
8.162722351E0,6.627693027E-2,-1.843536973E0,-6.992673874E-1
8.182493914E0,1.595991135E0,-1.114796281E0,-5.012001991E-1
8.202263966E0,2.606943369E0,-1.061041713E0,-2.901524492E-2
8.222035476E0,3.352177143E0,3.487937748E-1,-7.096518278E-1
8.241805424E0,6.894938350E-1,4.740174711E-1,-3.268032894E-2
8.261576987E0,-1.078450799E0,-2.483705044E0,-1.181836724E0
8.281347039E0,5.135698318E-1,-3.299949646E0,-1.252694964E0
8.301118549E0,-1.772373319E0,3.932787418E0,1.122431874E0
8.320888497E0,-2.997732878E0,3.918737888E0,4.150707126E-1
8.340660059E0,-1.384485364E0,6.981984377E-1,-3.142809272E-1
8.360430007E0,-1.757712960E0,-4.416425824E-1,6.447492838E-1
8.380201622E0,-2.909770966E0,9.791881442E-1,1.181073189E0
8.399971570E0,-3.316595078E0,2.771566629E0,8.909206986E-1
8.419743132E0,-3.118680716E0,2.901677132E0,5.164713860E-1
8.439513080E0,-2.980629206E0,2.089097738E0,2.874036431E-1
8.459284695E0,-2.715521574E0,1.338366389E0,1.359135211E-1
8.479054695E0,-2.261051178E0,6.762079000E-1,2.290677279E-2
8.498826205E0,-2.008771181E0,4.324798584E-1,-5.100574717E-2
8.518596153E0,-1.990445852E0,6.493306160E-1,4.367557913E-2
8.538367716E0,-1.904316306E0,9.254335761E-1,1.432436854E-1
8.558137664E0,-1.782757759E0,1.172215939E0,5.772506446E-2
8.577909226E0,-1.813910961E0,1.296217918E0,-3.878879920E-2
8.597679174E0,-1.959292531E0,1.134954214E0,-2.168507688E-2
8.617450737E0,-2.117501974E0,7.751652002E-1,2.901524492E-2
8.637220789E0,-2.167591572E0,-2.870982140E-2,1.194206402E-1
8.656992247E0,-1.953184128E0,-3.970507085E-1,-4.611896724E-2
8.676762299E0,-1.222610831E0,-5.405998230E-1,-4.022429287E-1
8.696533809E0,-9.104678631E-1,-3.420744836E-2,-4.309527278E-1
8.716303757E0,-7.895200849E-1,7.189671993E-1,-4.352286756E-1
8.736075320E0,-4.193466306E-1,4.391991794E-1,-6.027535200E-1
8.755845268E0,7.299624383E-2,5.790832043E-1,-6.387935281E-1
8.775616830E0,9.497147799E-1,5.008947253E-1,-4.456130862E-1
8.795386778E0,2.126817465E0,3.976615667E-1,-1.102579311E-1
8.815158341E0,2.770650387E0,-2.620534599E-1,2.648022771E-1
8.834928289E0,2.771872044E0,-1.010341406E0,5.519005060E-1
8.854699851E0,3.160981894E0,-3.848337829E-1,7.406523228E-1
8.874469799E0,3.477400780E0,-1.380514801E-1,1.017976999E0
8.894241362E0,3.266047478E0,-8.820634484E-1,1.101052165E0
8.914011309E0,2.800581932E0,-1.802610278E0,1.104106426E0
8.933782872E0,2.468891859E0,-2.097038746E0,7.846332788E-1
8.953552872E0,2.417580843E0,-2.855252743E0,1.719534993E-1
8.973324330E0,2.735221386E0,-3.207100868E0,1.618745178E-2
8.993094278E0,3.190913439E0,-2.886405945E0,5.238015056E-1
9.012865841E0,3.308806896E0,-2.895568609E0,1.071731567E0
9.032635789E0,2.885489702E0,-3.157011271E0,1.060736299E0
9.052407351E0,1.965553761E0,-3.012240648E0,4.663818777E-1
9.072177299E0,1.460383058E0,-2.558839083E0,1.007897966E-2
9.091948862E0,1.277739763E0,-2.086654186E0,-1.976090819E-1
9.111718809E0,9.845330715E-1,-1.326760292E0,-3.234436214E-1
9.131490320E0,5.734328628E-1,-5.002838969E-1,-4.199574888E-1
9.151260268E0,2.977880239E-1,2.321219631E-2,-4.596625566E-1
9.171031830E0,2.244863659E-1,2.742704153E-1,-5.079194903E-1
9.190801778E0,1.756185889E-1,1.753131598E-1,-5.703786016E-1
9.210573341E0,1.322484314E-1,-3.298575059E-2,-4.633276463E-1
9.230343237E0,-5.344913527E-2,-1.698155403E-1,-2.751866877E-1
9.250114799E0,-2.684673667E-1,-2.351761907E-1,-3.329117596E-2
9.269884747E0,-3.717005551E-1,-3.261924386E-1,1.707318127E-1
9.289656309E0,-2.336490750E-1,-1.869192570E-1,2.965663373E-1
9.309426205E0,3.258870244E-1,-7.818844914E-2,4.089622498E-1
9.329197768E0,1.624701023E0,-7.116370797E-1,1.554606259E-1
9.348967716E0,2.208671093E0,-3.420744538E-1,-1.517802715E0
9.368739278E0,1.208714008E0,-7.806627750E-1,-3.222677469E0
9.388509174E0,-5.781669021E-1,-3.017585576E-1,-1.099372387E0
9.408280737E0,-1.678913713E0,1.346307397E0,-9.515473247E-1
9.428050684E0,-3.619270027E-1,7.207997441E-1,3.668137789E-1
9.447822195E0,-2.358175755E0,3.389133215E0,1.181073189E0
9.467592143E0,-2.112004280E0,1.464200854E0,7.421794534E-2
9.487363705E0,-2.014268875E0,5.699204803E-1,4.581354558E-3
9.507133601E0,-2.763167620E0,1.062263370E0,1.248266339E0
9.526905164E0,-3.220081329E0,2.301672459E0,1.424190402E0
9.546675112E0,-3.180376291E0,3.254136086E0,1.239103675E0
9.566446622E0,-3.148612261E0,3.312166452E0,1.207339644E0
9.586216570E0,-3.151055574E0,2.169118643E0,1.271478534E0
9.605988080E0,-2.953140974E0,1.034775257E0,1.234216928E0
9.625758028E0,-2.655658484E0,6.279509664E-1,9.428427219E-1
9.645529591E0,-2.520050287E0,7.574505806E-1,5.647283196E-1
9.665299487E0,-2.488286257E0,1.213753462E0,3.600944579E-1
9.685071049E0,-2.281208992E0,1.653563499E0,1.065928489E-1
9.704840997E0,-2.019155502E0,1.555827975E0,-1.939440072E-1
9.724612507E0,-1.813910961E0,1.380514860E0,-1.915006191E-1
9.744382455E0,-2.021599054E0,1.472752690E0,1.035386100E-1
9.764153966E0,-2.279376507E0,1.051268101E0,1.969982386E-1
9.783923914E0,-1.587897420E0,4.495835900E-1,-4.001049697E-2
9.803695476E0,-9.208522439E-1,6.908682585E-1,-2.287622988E-1
9.823465372E0,-9.086353183E-1,1.351194143E0,-2.147128135E-1
9.843236934E0,-6.985038519E-1,1.138008475E0,-3.503209054E-1
9.863006882E0,-4.358395338E-1,1.048213840E0,-5.441122055E-1
9.882778393E0,-2.855710983E-1,1.411057115E0,-6.058077812E-1
9.902548341E0,2.024958730E-1,1.595533013E0,-7.267554998E-1
9.922319851E0,1.241088867E0,1.357302666E0,-6.595623493E-1
9.942089799E0,2.139034271E0,6.694886088E-1,-8.215895295E-2
9.961861362E0,2.547691107E0,-7.910472155E-1,3.124483824E-1
9.981631257E0,3.146321535E0,-1.192373872E0,3.054236295E-4
1.000140282E1,4.300211906E0,-1.458092451E0,-1.004843712E-1
1.002117272E1,5.044223785E0,-2.296785593E0,2.855710983E-1
1.004094428E1,3.845741749E0,-1.222305417E0,3.936910629E-1
1.006071423E1,2.489049911E0,-5.399889946E-1,3.741439581E-1
1.008048574E1,2.257538795E0,-1.805053592E0,3.197785318E-1
1.010025568E1,3.118833303E0,-2.939549685E0,6.514685750E-1
1.012002725E1,4.022276402E0,-2.868691444E0,9.532271624E-1
1.013979714E1,4.217747688E0,-3.277348280E0,8.707627654E-1
1.015956870E1,3.468238115E0,-3.034841776E0,5.402944088E-1
1.017933860E1,2.404142141E0,-2.690782070E0,2.220429778E-1
1.019911016E1,2.318623543E0,-3.018348932E0,-1.334701329E-1
1.021888011E1,2.156138182E0,-2.516690731E0,-3.179459870E-1
1.023865162E1,1.548345089E0,-1.543000221E0,-3.741439581E-1
1.025842157E1,1.070051670E0,-1.053100705E0,-1.786728203E-1
1.027819308E1,6.497887969E-1,-4.459185004E-1,-9.132166207E-2
1.029796303E1,1.059819981E-1,4.764608666E-2,-7.971556485E-2
1.031773459E1,-5.812211633E-1,1.356080920E-1,-1.679829881E-2
1.033750449E1,-1.271478534E0,-7.513421029E-2,1.652341783E-1
1.035727605E1,-1.786422849E0,-4.520269856E-2,6.026008129E-1
1.037704605E1,-1.856059432E0,-5.497625470E-2,1.119988441E0
1.039681751E1,-1.286749721E0,-7.550072074E-1,1.127929449E0
1.041658746E1,1.169772521E-1,-7.757759839E-2,6.655181050E-1
1.043635897E1,1.832999945E0,1.270562261E-1,2.061609477E-1
1.045612891E1,1.325996637E0,-6.853706241E-1,-1.229482770E0
1.047590042E1,1.193442822E0,-3.261924386E-1,-2.044353008E0
1.049567037E1,1.003469348E0,-1.674332380E0,-1.054169655E0
1.051544188E1,-5.415160656E-1,1.241241574E0,-3.210002482E-1
1.053521183E1,-1.272089362E0,2.786226988E0,1.847812980E-1
1.055498339E1,-2.201188087E0,2.659170866E0,7.482878864E-2
1.057475329E1,-1.881714940E0,6.981984377E-1,-3.997995257E-1
1.059452485E1,-2.550592661E0,8.741224408E-1,-9.254335612E-2
1.061429475E1,-3.328201294E0,2.334047318E0,3.399364948E-1
1.063406631E1,-3.419828415E0,3.262687922E0,3.368822634E-1
1.065383621E1,-3.228022337E0,2.942604065E0,2.965663373E-1
1.067360777E1,-3.069201946E0,1.810551286E0,2.764083743E-1
1.069337766E1,-2.932983160E0,1.712204814E0,1.328592747E-1
1.071314923E1,-2.675205469E0,1.891183138E0,-3.729222417E-1
1.073291923E1,-2.407654524E0,1.527729034E0,-9.216157794E-1
1.075269068E1,-2.314805746E0,1.393342614E0,-8.336538076E-1
1.077246063E1,-2.236006498E0,1.677386522E0,-3.967452943E-1
1.079223214E1,-2.301367044E0,1.844147921E0,-3.558185399E-1
1.081200209E1,-2.413151979E0,2.740413427E0,-2.776300907E-1
1.083177360E1,-2.571972370E0,3.470986843E0,-1.524063945E-1
1.085154355E1,-2.460187435E0,2.531351089E0,-2.739650011E-1
1.087131506E1,-1.868276358E0,7.238540053E-1,-3.771981895E-1
1.089108506E1,-1.364938259E0,8.612946421E-2,-6.247440577E-1
1.091085652E1,-9.342908859E-1,5.179984570E-1,-8.434273601E-1
1.093062641E1,-4.065188468E-1,7.702783942E-1,-8.342646360E-1
1.095039798E1,7.727217674E-2,8.722898960E-1,-9.912523627E-1
1.097016787E1,5.856497884E-1,7.611156702E-1,-1.065775752E0
1.098993943E1,1.272853017E0,1.710372269E-1,-8.929060102E-1
1.100970933E1,2.266701460E0,-1.893626451E-1,-6.198572516E-1
1.102948089E1,3.184194088E0,2.626643144E-2,-2.189887464E-1
1.104925079E1,3.716242075E0,3.035911024E-1,5.506787896E-1
1.106902230E1,3.991123199E0,6.438329816E-1,1.171299577E0
1.108879225E1,3.525046825E0,6.352811307E-2,1.199398637E0
1.110856376E1,2.514094591E0,-1.180767775E0,1.572626233E0
1.112833371E1,1.889808655E0,-1.725643516E0,2.259218693E0
1.114810522E1,1.765195847E0,-2.657185555E0,2.142546654E0
1.116787516E1,2.189734697E0,-3.933398247E0,2.177975893E0
1.118764667E1,2.892819881E0,-3.503361702E0,2.150487661E0
1.120741657E1,2.938022614E0,-3.115473747E0,1.918976665E0
1.122718813E1,2.454231501E0,-3.154567957E0,1.638597727E0
1.124695803E1,1.894695520E0,-3.343319654E0,1.115101695E0
1.126672954E1,1.687007427E0,-3.064162493E0,5.531222224E-1
1.128649949E1,1.541014910E0,-2.533794403E0,3.637595475E-1
1.130627100E1,1.423732281E0,-2.117196560E0,3.344388604E-1
1.132604094E1,1.066997409E0,-2.192330837E0,3.106158376E-1
1.134581246E1,6.749862432E-2,-2.015185118E0,4.321744442E-1
1.136558235E1,-1.063179612E0,-1.182600260E0,4.749337435E-1
1.138535391E1,-1.449235082E0,-3.921639323E-1,6.636855602E-1
1.140512381E1,-1.426022887E0,-6.059604883E-1,1.112658262E0
1.142489532E1,-1.044854283E0,-1.155722976E0,1.276976228E0
1.144466527E1,8.953493834E-1,-8.594620824E-1,6.478035450E-1
1.146443678E1,2.377875566E0,-1.030499339E0,2.250972092E-1
1.148420667E1,2.465226889E0,-1.678608298E0,3.570402265E-1
1.150397824E1,2.934357405E0,1.730530262E0,-1.117086887E0
1.152374813E1,3.878879920E-2,-1.228413820E0,3.069507480E-1
1.154351964E1,-1.116323352E0,-9.975135922E-1,-5.323534012E-1
1.156328959E1,2.134911120E-1,1.802610278E0,-9.515473247E-1
1.158306110E1,-2.806537628E0,5.053691864E0,1.456870735E-1
1.160283105E1,-2.973909855E0,2.717201233E0,1.505738497E-1
1.162260256E1,-2.681313992E0,7.427902818E-1,1.193900943E0
1.164237246E1,-3.099133492E0,1.459924936E0,1.732668281E0
1.166214397E1,-3.661723852E0,3.339043856E0,1.611109614E0
1.168191391E1,-3.488243341E0,2.859528780E0,7.186617851E-1
1.170168542E1,-3.104631186E0,1.947381020E0,1.915006191E-1
1.172145537E1,-3.127843380E0,1.716480851E0,1.731752008E-1
1.174122688E1,-2.975742340E0,1.629129648E0,-1.420219839E-1
1.176099678E1,-2.470571756E0,1.891793966E0,-3.594835997E-1
1.178076829E1,-2.240282297E0,1.861862421E0,-1.976090819E-1
1.180053824E1,-2.222567797E0,1.783063173E0,-3.875826001E-1
1.182030975E1,-2.320303202E0,1.851478100E0,-6.229115129E-1
1.184007964E1,-2.404600143E0,1.419609070E0,-5.146388412E-1
1.185985120E1,-2.217680931E0,4.178195298E-1,-3.680354655E-1
1.187962110E1,-1.788255334E0,-1.545443535E-1,-4.688252807E-1
1.189939261E1,-1.361883998E0,3.878880143E-1,-4.822639227E-1
1.191916256E1,-1.012479305E0,8.154810667E-1,-2.745758295E-1
1.193893407E1,-7.314895988E-1,1.372573733E0,-3.545968235E-1
1.195870397E1,-3.680354655E-1,1.596754789E0,-5.115845799E-1
1.197847553E1,2.428117841E-1,1.141673565E0,-3.338280320E-1
1.199824542E1,1.131136417E0,5.570927262E-1,1.627907902E-1
1.201801693E1,2.192788839E0,-2.455606014E-1,5.628957748E-1
1.203778688E1,2.958180666E0,-6.542174220E-1,7.986828089E-1
1.205755839E1,3.071187258E0,-5.436540768E-2,1.017366052E0
1.207732834E1,3.215347290E0,2.809897363E-1,8.732061386E-1
1.209709985E1,3.450523376E0,3.909422457E-2,8.426637650E-1
1.211686975E1,3.343625069E0,-9.590301663E-2,8.884773254E-1
1.213664131E1,3.197021723E0,-5.296045542E-1,9.929322004E-1
1.215641121E1,3.162814379E0,-1.307213187E0,4.224008918E-1
1.217618272E1,3.156095028E0,-2.090930223E0,-3.802524209E-1
1.219595266E1,3.406542540E0,-1.056154966E0,-2.446443290E-1
1.221572417E1,3.656989813E0,-4.111002088E-1,3.329117596E-2
1.223549407E1,3.689975500E0,-1.166107416E0,1.007897966E-2
1.225526558E1,3.396768808E0,-1.508181930E0,-3.362714052E-1
1.227503553E1,2.263647318E0,-1.207645059E0,-1.099983215E0
1.229480704E1,1.334548593E0,-8.612946272E-1,-1.518413544E0
1.231457699E1,5.642701387E-1,-7.995990515E-1,-1.258803487E0
1.233434850E1,-4.034646153E-1,-5.008947253E-1,-7.872294188E-1
1.235411839E1,-1.387539506E0,-4.477510452E-1,5.467082933E-2
1.237388990E1,-2.394826651E0,-6.316160560E-1,7.534800768E-1
1.239365985E1,-2.911603451E0,-5.241069198E-1,8.249492049E-1
1.241343136E1,-1.108993173E0,-1.612636745E-1,5.085303187E-1
1.243320131E1,2.253873587E0,-1.618745178E-1,-1.047603041E-1
1.245297282E1,1.919129372E0,-2.333436489E0,-1.134190679E0
1.247274272E1,1.965553761E0,-2.626032352E0,-1.074938416E0
1.249251423E1,1.277739763E0,2.082989216E-1,-1.752368093E0
1.251228417E1,8.690829277E-1,-3.106311083E0,-4.333808422E0
1.253205568E1,2.099329233E0,-2.243642092E0,-1.995485306E0
1.255182558E1,-1.702736735E0,5.037199020E0,2.177975893E0
1.257159714E1,-1.300188422E0,1.449540496E0,1.016755223E0
1.259136704E1,-7.870767117E-1,-1.786117435E0,-3.741439581E-1
1.261113855E1,-2.367338657E0,-1.527118124E-2,-6.872031838E-2
1.263090850E1,-3.243293524E0,1.527118206E0,2.696890533E-1
1.265068001E1,-3.764346123E0,2.150182247E0,3.851391971E-1
1.267044990E1,-3.557269096E0,1.928444743E0,9.214630723E-1
1.269022141E1,-3.202977657E0,1.944326878E0,1.206117868E0
1.270999131E1,-3.092414141E0,2.165453434E0,1.146865726E0
1.272976287E1,-2.787601471E0,2.010298252E0,8.787037730E-1
1.274953277E1,-2.270824671E0,1.581483603E0,4.193466306E-1
1.276930428E1,-1.726559758E0,8.747332692E-1,1.835595965E-1
1.278907423E1,-1.406475782E0,6.395570636E-1,1.640124917E-1
1.280884574E1,-1.452289343E0,5.369347334E-1,1.114796251E-1
1.282861563E1,-1.482831717E0,-7.941014133E-3,-5.192201585E-3
1.284838714E1,-1.523147583E0,1.374406368E-1,-7.360709459E-2
1.286815709E1,-1.768708229E0,3.952181637E-1,-7.299624383E-2
1.288792860E1,-1.601336122E0,-1.924168915E-1,4.795150831E-2
1.290769850E1,-1.184738278E0,-5.204418898E-1,9.681928903E-2
1.292747001E1,-1.141978979E0,1.924168915E-1,1.130067464E-2
1.294723996E1,-1.441294074E0,1.088529825E0,-1.127013192E-1
1.296701147E1,-1.350888729E0,8.796200752E-1,-2.745758295E-1
1.298678136E1,-7.033905983E-1,4.495835900E-1,-3.503209054E-1
1.300655287E1,-4.822639227E-1,4.941754341E-1,-3.307738006E-1
1.302632277E1,-4.773771465E-1,4.691306949E-1,-4.657710493E-1
1.304609428E1,-1.811162084E-1,-1.197260618E-1,-5.948125124E-1
1.306586423E1,4.734066129E-2,-4.642439261E-2,-6.766660213E-1
1.308563574E1,5.868715048E-1,7.696675509E-2,-7.078192830E-1
1.310540563E1,1.236202121E0,-1.264453828E-1,-5.850389600E-1
1.312517714E1,2.051683187E0,-5.454866290E-1,-4.016320705E-1
1.314494704E1,2.639929056E0,-7.782194018E-1,-8.826743066E-2
1.316471855E1,2.861055851E0,-5.986303091E-1,2.971771955E-1
1.318448850E1,3.074241638E0,-3.103103936E-1,4.376720488E-1
1.320426001E1,3.201297760E0,-7.568397522E-1,6.300889254E-1
1.322402990E1,3.029649734E0,-7.568397522E-1,7.321004272E-1
1.324380141E1,2.505542755E0,-7.989882231E-1,8.609892130E-1
1.326357131E1,2.007091284E0,-1.662726283E0,1.077229142E0
1.328334282E1,2.084058046E0,-2.666348219E0,1.041800022E0
1.330311272E1,2.577622652E0,-3.023235798E0,1.000262380E0
1.332288423E1,2.905647755E0,-2.838759899E0,1.072342396E0
1.334265412E1,2.905036926E0,-2.547233105E0,8.890882134E-1
1.336242568E1,2.683910131E0,-2.116585732E0,5.189147592E-1
1.338219558E1,2.094442606E0,-1.871025205E0,1.267508119E-1
1.340196709E1,1.432284117E0,-1.735417008E0,-6.566607952E-2
1.342173699E1,9.374978542E-1,-1.272394896E0,-2.061609477E-1
1.344150850E1,4.585935771E-1,-6.273401380E-1,-3.106158376E-1
1.346127839E1,-2.596100792E-2,9.162709117E-3,-2.195995897E-1
1.348104990E1,-4.315635860E-1,3.823903799E-1,-1.801999472E-2
1.350081980E1,-8.322793841E-1,3.964398801E-1,7.910472155E-2
1.352059131E1,-1.154806733E0,7.696675509E-2,2.391466945E-1
1.354036120E1,-1.400367379E0,-4.874561131E-1,4.297310412E-1
1.356013272E1,-1.156028390E0,-1.073869467E0,3.796415627E-1
1.357990261E1,-2.596100792E-2,-9.981244206E-1,1.823379099E-1
1.359967412E1,1.219098449E0,2.388412803E-1,1.676775664E-1
1.361944402E1,1.611262321E0,3.280249834E-1,2.745758295E-1
1.363921553E1,1.038287640E0,-1.799556017E0,1.313321572E-2
1.365898542E1,1.208103180E0,-1.852699757E0,-8.758022785E-1
1.367875693E1,8.599202037E-1,-1.215586066E-1,-1.809176922E0
1.369852683E1,3.472666740E-1,-9.077190161E-1,-7.249229550E-1
1.371829834E1,-3.894151151E-1,9.223793745E-1,5.012001991E-1
1.373806824E1,-1.190846682E0,1.684105873E0,8.414421082E-1
1.375783975E1,-1.958681703E0,1.619356036E0,5.653391480E-1
1.377760964E1,-2.275711536E0,9.205468297E-1,4.743228853E-1
1.379738110E1,-2.458965540E0,7.409577370E-1,7.797465324E-1
1.381715100E1,-2.495005608E0,1.143506050E0,9.104678631E-1
1.383692251E1,-2.418038845E0,1.717091680E0,6.972821355E-1
1.385669240E1,-2.812035322E0,1.957765460E0,4.486673176E-1
1.387646391E1,-3.071645498E0,1.903400064E0,2.128802687E-1
1.389623381E1,-2.555479527E0,1.422052383E0,-2.901524492E-2
1.391600532E1,-2.049087048E0,7.684458494E-1,5.039490014E-2
1.393577522E1,-2.025874853E0,6.688777208E-1,3.448232710E-1
1.395554673E1,-1.777870893E0,1.009119630E0,2.556395829E-1
1.397531662E1,-1.361883998E0,1.116017938E0,5.161659420E-2
1.399508808E1,-1.275754452E0,6.462764144E-1,1.053711548E-1
1.401485798E1,-1.511541486E0,4.874561131E-1,1.420219839E-1
1.403462949E1,-1.677081108E0,7.745543122E-1,4.611896724E-2
1.405439938E1,-1.699682474E0,9.498674870E-1,-6.383354217E-2
1.407417089E1,-1.732057452E0,5.332696438E-1,-2.764083743E-1
1.409394079E1,-1.449235082E0,3.127537966E-1,-4.828747511E-1
1.411371230E1,-9.978190064E-1,4.471401870E-1,-4.779879749E-1
1.413348214E1,-5.054761171E-1,8.545753360E-1,-2.501419485E-1
1.415325365E1,-3.943018913E-1,1.010341406E0,-2.244863659E-1
1.417302355E1,-2.617480457E-1,7.091936469E-1,-3.350497186E-1
1.419279506E1,-7.543963939E-2,7.739434838E-1,-2.880144715E-1
1.421256496E1,4.158342779E-1,1.094638348E0,-2.092151791E-1
1.423233647E1,1.125638843E0,6.835380793E-1,-2.831276953E-1
1.425210636E1,2.002815485E0,1.630962193E-1,-2.684673667E-1
1.427187782E1,2.641761780E0,-4.208737612E-1,8.215895295E-2
1.429164772E1,2.825015783E0,-2.437280566E-1,5.598415136E-1
1.431141923E1,2.787143230E0,-5.741964281E-2,9.104678631E-1
1.433118912E1,2.776758909E0,-2.406738251E-1,1.204896212E0
1.435096063E1,2.783478260E0,-2.993151546E-2,1.214669824E0
1.437073053E1,2.822572470E0,-3.359659910E-1,1.119377613E0
1.439050204E1,2.755379200E0,-1.438545346E0,9.581139088E-1
1.441027193E1,2.705900669E0,-2.131246090E0,5.909947157E-1
1.443004339E1,2.920918941E0,-1.976701736E0,3.790307343E-1
1.444981329E1,3.022319555E0,-1.580261827E0,1.835595965E-1
1.446958480E1,2.867164373E0,-1.213753462E0,-1.670667231E-1
1.448935470E1,2.616106033E0,-1.073258638E0,-5.734328628E-1
1.450912621E1,1.952115178E0,-1.175270081E0,-9.222266674E-1
1.452889610E1,1.266744494E0,-1.127624035E0,-9.393303990E-1
1.454866756E1,7.890619636E-1,-9.547542930E-1,-7.151494026E-1
1.456843746E1,1.395785958E-1,-6.053496599E-1,-3.820849657E-1
1.458820897E1,-5.824428797E-1,-2.736595869E-1,1.817270666E-1
1.460797886E1,-1.260483265E0,2.333436459E-1,6.722373962E-1
1.462775037E1,-1.776649237E0,5.986303091E-1,8.402203918E-1
1.464752027E1,-1.820630312E0,4.031592011E-1,7.632536292E-1
1.466729173E1,-9.923213720E-1,-4.727957845E-1,7.382088900E-1
1.468706162E1,3.002314270E-1,-1.158166409E0,8.524373770E-1
1.470683313E1,1.194664478E0,-6.627692580E-1,3.246653080E-1
1.472660303E1,1.361425877E0,-1.979145110E-1,1.313321572E-2
1.474637454E1,8.849649429E-1,-1.124569774E0,6.872031838E-2
1.476614443E1,8.415948153E-1,-1.525285602E0,-6.607840061E-1
1.478591589E1,5.227325559E-1,-8.368607163E-1,-1.891030431E0
1.480568579E1,-7.889092565E-1,4.880669713E-1,-3.137158871E0
1.482545730E1,8.898517489E-1,-1.049435616E0,-1.113421798E0
1.484522720E1,-8.176190853E-1,2.379860878E0,1.102884769E0
1.486499871E1,-1.967233539E0,2.719644785E0,9.471186996E-1
1.488476855E1,-9.739959836E-1,2.229592502E-1,-1.383569092E-1
1.490454006E1,-1.869498014E0,9.669712186E-1,2.959555089E-1
1.492430996E1,-2.330687761E0,1.191763043E0,5.561764240E-1
1.494408147E1,-2.371614456E0,1.641957402E0,7.174401283E-1
1.496385136E1,-2.317859888E0,1.724421859E0,6.679614782E-1
1.498362282E1,-2.497448921E0,2.236311913E0,6.392516494E-1
1.500339272E1,-2.812646151E0,2.605416298E0,5.879405141E-1
1.502316423E1,-2.663599491E0,2.203325987E0,3.350497186E-1
1.504293412E1,-2.136438370E0,1.662115335E0,1.780619770E-1
1.506270563E1,-1.947075605E0,1.164274931E0,3.381039500E-1
1.508247548E1,-1.984337330E0,1.343863964E0,4.089622498E-1
1.510224699E1,-1.769319057E0,1.643790007E0,1.847812980E-1
1.512201688E1,-1.553079128E0,1.456259847E0,1.863084175E-2
1.514178839E1,-1.689298153E0,7.110261917E-1,7.788302749E-2
1.516155824E1,-1.952573299E0,2.968717813E-1,5.833591148E-2
1.518132975E1,-1.939134598E0,4.532486796E-1,-6.444438547E-2
1.520109964E1,-1.780925155E0,5.399889946E-1,-2.428117841E-1
1.522087115E1,-1.528645277E0,1.893626451E-1,-4.731011987E-1
1.524064105E1,-1.243990421E0,1.875301152E-1,-5.923691392E-1
1.526041251E1,-9.226847887E-1,6.163448691E-1,-5.299099684E-1
1.528018240E1,-4.352286756E-1,5.491516590E-1,-3.002314270E-1
1.529995391E1,-3.093941510E-1,4.618005157E-1,-2.531961799E-1
1.531972376E1,-7.605048269E-2,4.556920528E-1,-4.926483035E-1
1.533949527E1,1.579040140E-1,7.379034758E-1,-5.777087808E-1
1.535926516E1,6.742226481E-1,7.867712975E-1,-5.410579443E-1
1.537903662E1,1.388303161E0,2.840439677E-1,-5.514423847E-1
1.539880652E1,2.282583475E0,-5.509842038E-1,-5.887040496E-1
1.541857803E1,2.970397472E0,-9.584193230E-1,-1.688992679E-1
1.543834792E1,3.182972431E0,-7.379034758E-1,3.222219348E-1
1.545811938E1,3.044310093E0,-5.399889946E-1,6.966713071E-1
1.547788928E1,2.905036926E0,-6.432221532E-1,1.054627776E0
1.549766079E1,2.815242290E0,-2.023736954E0,1.235438585E0
1.551743068E1,2.625268698E0,-3.924846411E0,9.972081780E-1
1.553720214E1,2.523868084E0,-4.522254944E0,5.384618640E-1
1.555697204E1,3.082182646E0,-3.263909578E0,4.083513916E-1
1.557674350E1,3.591018438E0,-2.137965441E0,3.497100472E-1
1.559651339E1,3.357063770E0,-1.900956631E0,2.281514555E-1
1.561628490E1,2.597780704E0,-1.477028728E0,1.374406368E-2
1.563605475E1,1.846438527E0,-1.253458619E0,-3.368822634E-1
1.565582626E1,1.570946455E0,-1.285833478E0,-5.435013771E-1
1.567559615E1,1.127471328E0,-1.212531805E0,-7.395833135E-1
1.569536761E1,3.729222417E-1,-6.126797795E-1,-7.554653287E-1
1.571513751E1,-4.779879749E-1,-2.296785712E-1,-6.577298045E-1
1.573490897E1,-1.338671803E0,2.565558441E-2,-2.727433145E-1
