"Time (s),""Gyroscope x (rad/s)"",""Gyroscope y (rad/s)"",""Gyroscope z (rad/s)"""
1.575467886E1,-2.071688414E0,1.099525094E-1,3.826957941E-1
1.577445037E1,-2.338628769E0,1.521009654E-1,6.465818286E-1
1.579422022E1,-1.358829737E0,-1.527118124E-2,3.075616062E-1
1.581399173E1,7.096518278E-1,6.786513329E-1,-1.499630064E-1
1.583376157E1,1.275296330E0,5.241069198E-1,-5.514423847E-1
1.585353308E1,1.331494331E0,-4.318690002E-1,-4.724903405E-1
1.587330298E1,2.128802687E-1,-3.665083647E-1,-7.371399403E-1
1.589307443E1,4.946335554E-1,-6.132906675E-1,-3.216110766E-1
1.591284433E1,-6.667397618E-1,4.007157981E-1,5.250232220E-1
1.593261579E1,-7.736380696E-1,-2.712161839E-1,2.501419485E-1
1.595238568E1,-1.255596519E0,-2.761029601E-1,-5.593833923E-1
1.597215714E1,-2.058860779E0,8.863393664E-1,-9.142856598E-1
1.599192704E1,-2.542651653E0,1.677997470E0,-3.808632791E-1
1.601169855E1,-3.020945072E0,1.968760729E0,3.313846290E-1
1.603146839E1,-2.936037302E0,1.581483603E0,6.105418205E-1
1.605123990E1,-2.606790781E0,1.162442327E0,6.526902914E-1
1.607100975E1,-2.328244209E0,6.878139973E-1,5.989357233E-1
1.609078126E1,-2.173089027E0,5.467082858E-1,3.136700690E-1
1.611055110E1,-1.997165084E0,7.385143638E-1,1.191152167E-2
1.613032261E1,-1.553689957E0,8.900044560E-1,-8.857285604E-3
1.615009246E1,-1.264759302E0,6.817055345E-1,8.399149776E-2
1.616986397E1,-1.354553819E0,5.479300022E-1,6.444438547E-2
1.618963381E1,-1.485885978E0,4.807367921E-1,-2.351761982E-2
1.620940532E1,-1.643484592E0,4.459185004E-1,-4.734066129E-2
1.622917516E1,-1.781535983E0,9.101623893E-1,-5.192201585E-3
1.624894667E1,-1.612331390E0,7.409577370E-1,3.817795217E-2
1.626871652E1,-1.486496806E0,2.211267054E-1,-9.468132630E-3
1.628848803E1,-1.506654739E0,1.081199646E-1,-2.141019702E-1
1.630825787E1,-1.243990421E0,1.160609797E-1,-3.539859951E-1
1.632802938E1,-8.903098702E-1,3.567348123E-1,-3.619270027E-1
1.634779923E1,-7.290462255E-1,5.650337338E-1,-3.497100472E-1
1.636757074E1,-5.873296261E-1,3.005368412E-1,-4.535540938E-1
1.638734058E1,-3.668137789E-1,2.651077211E-1,-5.722111464E-1
1.640711209E1,-5.405998230E-2,2.113531530E-1,-5.048652887E-1
1.642688193E1,4.341596961E-1,-2.101314515E-1,-2.299840003E-1
1.644665345E1,9.179506898E-1,-8.533536196E-1,-1.927223057E-1
1.646642329E1,1.723658204E0,-7.195780873E-1,-1.316375881E-1
1.648619480E1,2.343668222E0,-6.743753552E-1,5.650337040E-2
1.650596464E1,2.825015783E0,-5.858024955E-1,1.151447073E-1
1.652573615E1,3.419370174E0,-3.011476994E-1,2.996205688E-1
1.654550600E1,3.434641361E0,-6.462764144E-1,5.537330508E-1
1.656527751E1,2.967954159E0,-1.160609841E0,7.937960029E-1
1.658504735E1,2.363826275E0,-1.482526302E0,8.927532434E-1
1.660481886E1,1.986933470E0,-2.334658146E0,5.592306852E-1
1.662458870E1,2.350998402E0,-2.907785654E0,3.558185399E-1
1.664436022E1,3.028428078E0,-2.334047318E0,6.184828281E-1
1.666413006E1,3.297811747E0,-2.015795946E0,6.801784039E-1
1.668390157E1,3.188469887E0,-2.250972033E0,4.779879749E-1
1.670367141E1,2.777369738E0,-2.081156492E0,1.328592747E-1
1.672344287E1,2.037022829E0,-1.655396104E0,-1.127013192E-1
1.674321277E1,1.394411564E0,-1.346307397E0,-4.184303805E-2
1.676298423E1,9.570449591E-1,-1.102579355E0,-1.688992679E-1
1.678275412E1,5.386145711E-1,-5.796940327E-1,-2.727433145E-1
1.680252558E1,5.039490014E-2,4.398100078E-2,-1.585148573E-1
1.682229548E1,-5.170822144E-1,4.184303582E-1,1.035386100E-1
1.684206693E1,-1.103495598E0,5.741963983E-1,3.625378609E-1
1.686183683E1,-1.412584305E0,5.228852630E-1,5.170822144E-1
1.688160829E1,-1.287971497E0,2.101314515E-1,5.928272605E-1
1.690137818E1,-6.245913506E-1,-3.524588645E-1,3.503209054E-1
1.692114964E1,1.585148573E-1,-1.497186661E0,-2.293731421E-1
1.694091954E1,1.164733052E0,-1.167329073E0,-6.161921620E-1
1.696069100E1,1.694948435E0,5.992411375E-1,-1.517955512E-1
1.698046089E1,1.120141149E0,-1.148392797E0,-1.374406368E-2
1.700023235E1,1.915464282E0,-1.907065153E0,-9.185615778E-1
1.702000225E1,1.768250108E0,5.405998230E-1,-1.444501042E0
1.703977370E1,9.283351302E-1,-9.645278454E-1,-6.375718117E-1
1.705954360E1,-9.037485123E-1,3.640649617E-1,1.102579311E-1
1.707931506E1,-3.973561525E-1,-4.483618736E-1,-3.814741075E-1
1.709908496E1,-1.383263588E0,2.057944298E0,2.385358512E-1
1.711885641E1,-2.598238707E0,2.719033957E0,6.728482842E-1
1.713862626E1,-2.361230135E0,1.193595529E0,4.731011987E-1
1.715839777E1,-2.115058661E0,1.808107942E-1,8.286142945E-1
1.717816761E1,-2.501724958E0,1.053711534E0,1.069898963E0
1.719793912E1,-2.972688198E0,2.582814932E0,9.226847887E-1
1.721770897E1,-3.043546438E0,2.497143507E0,4.474456310E-1
1.723748048E1,-2.845021009E0,1.775122166E0,2.031067163E-1
1.725725032E1,-2.545095205E0,1.446486354E0,1.249182671E-1
1.727702183E1,-2.163315535E0,9.633061290E-1,2.901524492E-2
1.729679167E1,-1.921420097E0,8.686248064E-1,5.650337040E-2
1.731656313E1,-1.805969954E0,1.174659252E0,6.077930331E-2
1.733633303E1,-1.685633063E0,1.187487125E0,-5.528167635E-2
1.735610449E1,-1.697849989E0,8.441908956E-1,-1.768402755E-1
1.737587438E1,-1.898207903E0,6.578825116E-1,-2.348707765E-1
1.739564584E1,-1.998997688E0,8.222004175E-1,-2.409792393E-1
1.741541574E1,-1.828571320E0,6.749862432E-1,-2.079934925E-1
1.743518720E1,-1.504211426E0,4.984513521E-1,-2.715215981E-1
1.745495704E1,-1.076007485E0,6.297835112E-1,-2.696890533E-1
1.747472855E1,-6.691831946E-1,5.870242119E-1,-2.079934925E-1
1.749449839E1,-4.474456310E-1,7.153021693E-1,-2.837385535E-1
1.751426990E1,-2.831276953E-1,1.091584086E0,-3.515425920E-1
1.753403975E1,-1.243074164E-1,8.405258060E-1,-3.197785318E-1
1.755381121E1,2.257080674E-1,5.528167486E-1,-2.342599183E-1
1.757358110E1,8.831323981E-1,1.624853760E-1,-1.951656938E-1
1.759335256E1,1.801846743E0,-8.124268800E-2,-1.163664013E-1
1.761312246E1,2.603889227E0,-5.021164417E-1,5.894676223E-2
1.763289391E1,2.795084238E0,-2.925958335E-1,4.865398407E-1
1.765266376E1,2.766374588E0,9.407047927E-2,6.985038519E-1
1.767243527E1,2.847617149E0,-3.121429384E-1,8.542698622E-1
1.769220511E1,2.789586782E0,-5.937435627E-1,8.280034661E-1
1.771197662E1,2.780424118E0,-8.393041492E-1,8.127322793E-1
1.773174647E1,2.664973974E0,-1.309045672E0,8.054021001E-1
1.775151792E1,2.470724344E0,-1.880187869E0,5.128062963E-1
1.777128782E1,2.529365778E0,-1.872246861E0,2.935121059E-1
1.779105928E1,2.672304153E0,-1.423884988E0,1.688992679E-1
1.781082917E1,2.646648407E0,-1.086086392E0,5.192201585E-3
1.783060063E1,2.407196283E0,-9.376505613E-1,-3.436015844E-1
1.785037048E1,1.730988383E0,-9.804098606E-1,-7.493568659E-1
1.787014199E1,1.026070714E0,-1.021947503E0,-8.837432861E-1
1.788991183E1,5.337277651E-1,-6.988092661E-1,-8.226585388E-1
1.790968329E1,-2.351761982E-2,-2.339545041E-1,-6.290199757E-1
1.792945318E1,-6.227588058E-1,1.276670843E-1,-2.507528067E-1
1.794922464E1,-1.168856263E0,5.479300022E-1,1.835595965E-1
1.796899454E1,-1.635543585E0,9.938485026E-1,5.042544007E-1
1.798876600E1,-1.816965222E0,1.204590797E0,7.443174124E-1
1.800853584E1,-1.308740258E0,8.448017836E-1,8.768712282E-1
1.802830735E1,-4.856235534E-2,-8.069292307E-1,5.335750580E-1
1.804807720E1,1.241699815E0,-1.717091680E0,-2.281514555E-1
1.806784865E1,1.883089423E0,-1.942494214E-1,-2.391466945E-1
1.808761855E1,1.167176366E0,3.884988427E-1,2.330382317E-1
1.810739001E1,5.978667736E-1,-1.130067468E0,-3.634541109E-2
1.812715985E1,1.142742515E0,-1.238187432E0,-6.320741773E-1
1.814693136E1,6.113054156E-1,1.789782494E-1,-1.395022392E0
1.816670121E1,1.012021184E0,-1.039662004E0,-1.332105160E0
1.818647266E1,5.117372870E-1,6.303943992E-1,-1.194206402E-1
1.820624256E1,-1.397313118E0,1.254069448E0,2.855710983E-1
1.822601402E1,-9.727742672E-1,3.377985358E-1,1.924168877E-2
1.824578386E1,-1.936691284E0,1.717702508E0,3.362714052E-1
1.826555537E1,-2.532267332E0,1.980977654E0,3.497100472E-1
1.828532522E1,-2.405822039E0,1.514901161E0,2.299840003E-1
1.830509667E1,-2.142546654E0,6.120689511E-1,6.423059106E-1
1.832486657E1,-2.251888514E0,9.339854717E-1,8.457180262E-1
1.834463803E1,-2.554257870E0,2.109255552E0,8.121214509E-1
1.836440787E1,-2.746063948E0,2.183779001E0,6.111527085E-1
1.838417933E1,-2.486453772E0,1.992583752E0,3.723114133E-1
1.840394923E1,-2.027096510E0,1.655396104E0,2.782409191E-1
1.842372068E1,-1.800472260E0,1.087918997E0,2.941229641E-1
1.844349053E1,-1.620272398E0,1.107466102E0,1.835595965E-1
1.846326204E1,-1.405864954E0,1.366465330E0,-7.177454978E-2
1.848303188E1,-1.313627005E0,1.062874198E0,-2.299840003E-1
1.850280334E1,-1.375933409E0,6.920899153E-1,-3.423798978E-1
1.852257324E1,-1.470003963E0,6.529957056E-1,-4.285093546E-1
1.854234470E1,-1.448013425E0,4.837910235E-1,-3.778090179E-1
1.856211454E1,-1.452900171E0,3.054236174E-1,-3.020639718E-1
1.858188600E1,-1.444348335E0,3.109212518E-1,-3.808632791E-1
1.860165589E1,-1.123653531E0,5.931326747E-1,-3.753656447E-1
1.862142735E1,-6.710157394E-1,5.583143830E-1,-2.593046725E-1
1.864119720E1,-4.828747511E-1,6.352811456E-1,-3.057290614E-1
1.866096871E1,-2.214321345E-1,1.003011227E0,-4.755446017E-1
1.868073855E1,1.872246861E-1,9.327637553E-1,-5.121954083E-1
1.870051001E1,7.084301114E-1,7.684458494E-1,-3.124483824E-1
1.872027985E1,1.476875901E0,2.388412803E-1,-1.664558798E-1
1.874005136E1,2.291746140E0,-5.112791657E-1,-1.731752008E-1
1.875982120E1,2.913588762E0,-6.499415040E-1,-9.468132630E-3
1.877959266E1,3.107838154E0,-7.922688723E-1,1.487413049E-1
1.879936256E1,3.234283447E0,-6.212316751E-1,4.541649222E-1
1.881913402E1,2.994220495E0,-2.577775419E-1,6.380299330E-1
1.883890386E1,2.704679012E0,-4.068242610E-1,6.960604787E-1
1.885867532E1,2.441403866E0,-1.466644287E0,8.658760190E-1
1.887844522E1,2.364437103E0,-2.728654623E0,7.516475320E-1
1.889821667E1,2.613051891E0,-3.022014141E0,3.692571819E-1
1.891798652E1,2.853725672E0,-2.341377497E0,2.385358512E-1
1.893775798E1,2.748659849E0,-1.925390601E0,3.319954872E-1
1.895752787E1,2.384594917E0,-1.966928124E0,3.985778391E-1
1.897729933E1,1.922183633E0,-1.992583752E0,2.929012477E-1
1.899706917E1,1.371199369E0,-1.843536973E0,3.970507067E-3
1.901684068E1,8.360971808E-1,-1.652341843E0,-1.096470803E-1
1.903661053E1,3.136700690E-1,-1.353637576E0,-2.351761982E-2
1.905638199E1,-2.434226274E-1,-7.751652002E-1,1.322484314E-1
1.907615188E1,-8.335011005E-1,-1.368297935E-1,3.448232710E-1
1.909592334E1,-1.264759302E0,3.353551328E-1,4.779879749E-1
1.911569318E1,-1.479777455E0,4.703523815E-1,5.897729993E-1
1.913546464E1,-1.550024867E0,1.252236813E-1,6.160394549E-1
1.915523454E1,-1.048519373E0,-3.188622594E-1,5.641174316E-1
1.917500600E1,3.329117596E-2,-1.114185452E0,2.086043358E-1
1.919477584E1,1.183669329E0,-1.409224629E0,-4.700469673E-1
1.921454735E1,1.575222373E0,-9.773556143E-3,-3.411581814E-1
1.923431720E1,9.411629438E-1,3.555130959E-1,1.261399537E-1
1.925408865E1,6.864396334E-1,-9.064973593E-1,-8.093725890E-2
1.927385855E1,8.721371889E-1,-1.389066696E0,-5.795413256E-1
1.929363001E1,1.194206402E-1,-1.759240031E-1,-3.778090179E-1
1.931339985E1,5.894676223E-2,-1.099525020E-2,-1.035386100E-1
1.933317131E1,6.872031838E-2,3.359659761E-2,5.344913527E-2
1.935294115E1,-8.383878469E-1,-4.727957845E-1,2.764083743E-1
1.937271266E1,-1.636154413E0,5.454866290E-1,5.494571328E-1
1.939248251E1,-1.625159144E0,6.939224601E-1,5.024218559E-1
1.941225397E1,-1.714342833E0,9.944593310E-1,4.120164812E-1
1.943202386E1,-1.774205923E0,9.126058221E-1,3.631486893E-1
1.945179532E1,-2.093068123E0,1.300493836E0,4.004103839E-1
1.947156516E1,-2.456522226E0,2.331604004E0,4.621059597E-1
1.949133662E1,-2.407654524E0,2.283957958E0,2.904578745E-1
1.951110647E1,-1.966622710E0,1.541167617E0,1.493521482E-1
1.953087798E1,-1.700904250E0,9.089407325E-1,2.012741715E-1
1.955064782E1,-1.812689185E0,8.478559852E-1,2.953446507E-1
1.957041928E1,-1.874384761E0,8.527427912E-1,1.517955512E-1
1.959018912E1,-1.674026966E0,7.195780873E-1,-7.635590620E-3
1.960996063E1,-1.396702290E0,4.227063060E-1,-1.801999472E-2
1.962973048E1,-1.276976228E0,1.215586066E-1,-4.795150831E-2
1.964950193E1,-1.359440565E0,-1.130067408E-1,-1.346918195E-1
1.966927178E1,-1.341115117E0,-2.382304370E-1,-2.782409191E-1
1.968904324E1,-9.837695360E-1,-3.695625961E-1,-2.922904193E-1
1.970881313E1,-7.382088900E-1,-1.105633527E-1,-2.012741715E-1
1.972858459E1,-8.970292211E-1,3.768927455E-1,-1.218640283E-1
1.974835443E1,-1.192679286E0,5.436540842E-1,-1.414111406E-1
1.976812589E1,-1.121821046E0,2.699944973E-1,-1.835595965E-1
1.978789574E1,-8.512156606E-1,8.796200156E-2,-1.939440072E-1
1.980766720E1,-7.333221436E-1,4.068242610E-1,-2.195995897E-1
1.982743709E1,-5.958815217E-1,7.220214605E-1,-2.648022771E-1
1.984720855E1,-3.509317636E-1,5.699204803E-1,-3.704788685E-1
1.986697839E1,-5.528167635E-2,2.156290859E-1,-3.869717419E-1
1.988674985E1,2.794626355E-1,-1.820324808E-1,-3.252761662E-1
1.990651970E1,8.348754644E-1,-4.520269632E-1,-2.910687327E-1
1.992629121E1,1.688839912E0,-4.172086716E-1,-2.208212912E-1
1.994606105E1,2.249597788E0,-5.100574493E-1,1.557660475E-2
1.996583251E1,2.508596897E0,-5.919110179E-1,1.847812980E-1
1.998560235E1,2.901371717E0,-1.386623234E-1,2.611372173E-1
2.000537381E1,2.963067293E0,1.337755471E-1,5.207473040E-1
2.002514370E1,2.755990028E0,-3.359659761E-2,6.166502833E-1
2.004491516E1,2.628933907E0,-4.068242610E-1,7.760814428E-1
2.006468501E1,2.543415308E0,-1.561936498E0,8.420529366E-1
2.008445647E1,2.644205093E0,-2.573499441E0,6.105418205E-1
2.010422636E1,2.856168985E0,-2.783630848E0,4.456130862E-1
2.012399782E1,2.873272896E0,-2.424452782E0,4.468347728E-1
2.014376766E1,2.473778725E0,-1.850867152E0,5.024218559E-1
2.016353912E1,1.894695520E0,-1.616301894E0,2.422009408E-1
2.018330902E1,1.495201349E0,-1.527729034E0,-2.043284029E-1
2.020308048E1,1.244753957E0,-1.261399627E0,-4.431696832E-1
2.022285032E1,9.332218766E-1,-1.042716265E0,-5.085303187E-1
2.024262178E1,4.946335554E-1,-5.974085927E-1,-5.128062963E-1
2.026239167E1,-5.955760926E-2,-3.665083554E-3,-3.735330999E-1
2.028216313E1,-5.592306852E-1,4.776825607E-1,-1.511846930E-1
2.030193298E1,-9.813261032E-1,7.763868570E-1,4.306473210E-2
2.032170449E1,-1.344169378E0,9.834640622E-1,1.743968874E-1
2.034147433E1,-1.497492075E0,1.042716265E0,2.440334857E-1
2.036124579E1,-1.212837219E0,7.702783942E-1,3.179459870E-1
2.038101568E1,-6.056550741E-1,9.834641218E-2,3.545968235E-1
2.040078714E1,2.901524492E-2,-6.505523324E-1,-9.804098308E-2
2.042055704E1,1.012632012E0,-2.480039895E-1,-5.274665952E-1
2.044032850E1,1.427397370E0,1.114796281E0,-2.220429778E-1
2.046009834E1,9.845330715E-1,-6.902574003E-2,-2.962609194E-2
2.047986985E1,7.811209559E-1,-1.425106645E0,-5.012001991E-1
2.049963970E1,4.848600030E-1,-1.094638348E0,-9.258917570E-1
2.051941115E1,-5.971031785E-1,9.675820470E-1,-5.225798488E-1
2.053918105E1,8.887827396E-2,7.262973785E-1,-1.218640283E-1
2.055895251E1,9.620844573E-2,1.033553600E0,-1.591257155E-1
2.057872240E1,-1.136481285E0,1.353637576E0,2.385358512E-1
2.059849386E1,-1.161526084E0,5.815265775E-1,3.069507480E-1
2.061826376E1,-1.986169815E0,1.742136359E0,6.129852533E-1
2.063803522E1,-2.320303202E0,1.920503736E0,5.531222224E-1
2.065780511E1,-1.844453335E0,1.005454540E0,2.434226274E-1
2.067757657E1,-1.903705478E0,5.473191738E-1,2.458660156E-1
