,timestamp,acc_x,acc_y,acc_z
0,1663945086391,-0.44685963,-9.092128,3.5294135
1,1663945086392,-0.46839502,-9.118449,3.5605202
2,1663945086421,-0.47318068,-9.132806,3.6227336
3,1663945086421,-0.44207397,-9.166306,3.6993039
4,1663945086421,-0.4851448,-9.197711,3.76391
5,1663945086421,-0.48753762,-9.214461,3.7806597
6,1663945086422,-0.4779663,-9.226425,3.778267
7,1663945086422,-0.4851448,-9.207282,3.8261235
8,1663945086422,-0.5189434,-9.204889,3.8285162
9,1663945086422,-0.6026922,-9.192925,3.8811584
10,1663945086422,-0.69122666,-9.154342,3.9457645
11,1663945086422,-0.7893324,-9.166306,3.9457645
12,1663945086422,-0.8180462,-9.200104,3.9675992
13,1663945086422,-0.9951151,-9.12802,3.9050865
14,1663945086426,-1.0262218,-9.16152,4.0298123
15,1663945086426,-1.0214362,-9.171391,4.0848475
16,1663945086430,-1.0743774,-9.168997,4.072883
17,1663945086430,-1.1389836,-9.190533,4.065705
18,1663945086434,-1.2059826,-9.178569,4.0776687
19,1663945086434,-1.2442678,-9.163913,4.156632
20,1663945086440,-1.3064811,-9.16152,4.2020955
21,1663945086440,-1.2705889,-9.183354,4.099204
22,1663945086445,-1.2753744,-9.192925,4.046562
23,1663945086445,-1.2203395,-9.176176,4.046562
24,1663945086450,-1.2251252,-9.185747,4.0680976
25,1663945086451,-1.2083755,-9.185747,3.99392
26,1663945086456,-1.2658032,-9.18814,3.9771702
27,1663945086456,-1.2562319,-9.207282,3.9771702
28,1663945086460,-1.2059826,-9.200104,3.9604206
29,1663945086460,-1.2035898,-9.185747,3.9433718
30,1663945086465,-1.134198,-9.195318,3.9338005
31,1663945086465,-1.1030912,-9.226425,3.9050865
32,1663945086470,-1.0573285,-9.207282,3.897908
33,1663945086470,-1.0118649,-9.183354,3.8835511
34,1663945086475,-0.983151,-9.18814,3.926622
35,1663945086475,-0.9879367,-9.166306,3.900301
36,1663945086481,-0.9496515,-9.108877,3.8739798
37,1663945086481,-0.8994022,-9.0849495,3.8285162
38,1663945086486,-0.93290174,-9.029915,3.9026937
39,1663945086486,-0.8635099,-9.015557,3.952943
40,1663945086490,-0.8778668,-9.01795,4.0106697
41,1663945086490,-0.72711897,-8.989237,4.036991
42,1663945086495,-0.6840482,-8.986844,4.0513477
43,1663945086495,-0.6649056,-8.953344,4.0968113
44,1663945086501,-0.5404788,-8.953344,4.18056
45,1663945086501,-0.35593235,-8.953344,4.1638107
46,1663945086505,-0.20757736,-8.907881,4.1638107
47,1663945086505,-0.32482567,-8.907881,4.2858443
48,1663945086510,-0.39900318,-8.929416,4.3528433
49,1663945086510,-0.4325027,-8.955737,4.369593
50,1663945086514,-0.59312093,-8.903095,4.5302114
51,1663945086514,-0.51176494,-8.955737,4.4318066
52,1663945086520,-0.42053857,-9.010772,4.1925244
53,1663945086520,-0.4109673,-8.994022,4.1183467
54,1663945086525,-0.37746778,-8.989237,4.063312
55,1663945086525,-0.35353956,-8.967701,4.046562
56,1663945086529,-0.40618163,-8.94138,4.0417767
57,1663945086530,-0.4971089,-8.936594,4.039384
58,1663945086534,-0.55722857,-8.943773,3.9987056
59,1663945086534,-0.605085,-8.955737,4.025027
60,1663945086538,-0.7055836,-8.927023,4.0537405
61,1663945086539,-0.7582257,-8.962915,4.08724
62,1663945086545,-0.74626154,-8.962915,4.0968113
63,1663945086545,-0.7821539,-8.998808,4.1638107
64,1663945086551,-0.834796,-8.996415,4.261916
65,1663945086551,-0.9137592,-9.01795,4.3121657
66,1663945086555,-0.9664012,-9.041879,4.4007
67,1663945086555,-1.0621141,-9.046664,4.467699
68,1663945086559,-1.1653047,-8.994022,4.3384867
69,1663945086559,-1.160519,-9.106484,4.336094
70,1663945086564,-1.1724831,-9.0347,4.479663
71,1663945086564,-1.0959128,-9.094521,4.566104
72,1663945086568,-1.0573285,-9.132806,4.673781
73,1663945086568,-1.0334003,-9.142377,4.7216372
74,1663945086574,-1.0310074,-9.11127,4.781458
75,1663945086574,-1.0286146,-9.11127,4.822136
76,1663945086579,-1.0046864,-9.082557,4.8532424
77,1663945086579,-0.9975079,-9.058628,4.819743
78,1663945086585,-0.9807582,-9.027522,4.8125644
79,1663945086585,-0.9735797,-8.989237,4.846064
80,1663945086590,-1.0070792,-8.94138,4.8245287
81,1663945086590,-0.9496515,-8.893523,4.6689954
82,1663945086593,-0.9664012,-8.852845,4.5565324
83,1663945086593,-0.9879367,-8.836096,4.470092
84,1663945086598,-1.0597214,-8.800203,4.4150567
85,1663945086599,-1.1102697,-8.761918,4.3648076
86,1663945086603,-1.1653047,-8.740383,4.237988
87,1663945086603,-1.1557333,-8.7164545,4.156632
88,1663945086608,-1.2203395,-8.682955,4.1374893
89,1663945086608,-1.2323036,-8.718847,4.1087756
90,1663945086613,-1.2658032,-8.682955,4.10399
91,1663945086614,-1.2466606,-8.704491,4.139882
92,1663945086618,-1.2466606,-8.704491,4.1207395
93,1663945086618,-1.2251252,-8.740383,4.237988
94,1663945086623,-1.1892328,-8.778668,4.2427735
95,1663945086623,-1.1485549,-8.826525,4.2690945
96,1663945086628,-1.1653047,-8.917452,4.2595234
97,1663945086628,-1.174876,-8.86481,4.331308
98,1663945086633,-1.3256238,-8.888738,4.328915
99,1663945086633,-1.227518,-8.910274,4.3480577
100,1663945086638,-1.160519,-8.917452,4.5876393
101,1663945086638,-1.119841,-8.938987,4.6881375
102,1663945086643,-1.0190433,-8.95813,4.5804605
103,1663945086643,-0.9711869,-8.974879,4.5155554
104,1663945086647,-0.9711869,-8.955737,4.4892344
105,1663945086647,-0.9089735,-8.903095,4.5302114
106,1663945086653,-0.87308115,-8.912666,4.590032
107,1663945086653,-0.84436727,-8.89113,4.5948176
108,1663945086658,-0.7821539,-8.898309,4.6283174
109,1663945086658,-0.7797611,-8.900702,4.582854
110,1663945086662,-0.767797,-8.874381,4.558925
111,1663945086662,-0.80847496,-8.836096,4.601996
112,1663945086667,-0.7725826,-8.84806,4.5469613
113,1663945086667,-0.77018976,-8.8289175,4.51077
