,timestamp,gyro_x,gyro_y,gyro_z
0,1663945086391,0.17225893,-0.08567133,0.22066857
1,1663945086421,0.16492876,-0.08933641,0.22433366
2,1663945086421,0.15882029,-0.0917798,0.22433366
3,1663945086421,0.1551552,-0.09544489,0.22433366
4,1663945086421,0.14904673,-0.10766183,0.22677705
5,1663945086421,0.14660335,-0.11010522,0.22555535
6,1663945086422,0.14171657,-0.122322164,0.22555535
7,1663945086422,0.13438639,-0.12598725,0.22066857
8,1663945086422,0.12949961,-0.13331741,0.21944688
9,1663945086422,0.13072132,-0.1357608,0.22677705
10,1663945086422,0.12583454,-0.13942589,0.22555535
11,1663945086422,0.123391144,-0.13820419,0.22799873
12,1663945086422,0.11606098,-0.13942589,0.22555535
13,1663945086426,0.114839286,-0.13209572,0.23044212
14,1663945086426,0.108730815,-0.12843063,0.2365506
15,1663945086430,0.10995251,-0.13087402,0.24143738
16,1663945086430,0.108730815,-0.12843063,0.24754585
17,1663945086434,0.10750912,-0.12110047,0.25243264
18,1663945086434,0.10995251,-0.11865708,0.25731942
19,1663945086440,0.10628742,-0.12110047,0.26709297
20,1663945086440,0.11361759,-0.13209572,0.27564484
21,1663945086445,0.108730815,-0.13820419,0.2817533
22,1663945086445,0.10750912,-0.12720895,0.2854184
23,1663945086450,0.10628742,-0.13087402,0.28908345
24,1663945086451,0.108730815,-0.12965234,0.29763532
25,1663945086455,0.10995251,-0.12843063,0.3025221
26,1663945086456,0.105065726,-0.13331741,0.30740887
27,1663945086460,0.105065726,-0.1357608,0.31351736
28,1663945086460,0.108730815,-0.13331741,0.3245126
29,1663945086465,0.105065726,-0.13453911,0.3281777
30,1663945086465,0.105065726,-0.13453911,0.33550787
31,1663945086469,0.105065726,-0.13453911,0.33917293
32,1663945086470,0.10628742,-0.13453911,0.34161633
33,1663945086475,0.10628742,-0.13087402,0.3477248
34,1663945086475,0.10628742,-0.13209572,0.35138988
35,1663945086481,0.108730815,-0.12965234,0.35505497
