,timestamp,gyro_x,gyro_y,gyro_z
0,1663243311615,-0.059252184,0.4344651,0.5708368
1,1663243311615,-0.059252184,0.4344651,0.5708368
2,1663243311615,-0.059252184,0.4344651,0.5708368
3,1663243311615,-0.059252184,0.4344651,0.5708368
4,1663243311615,-0.059252184,0.4344651,0.5708368
5,1663243311615,-0.059252184,0.4344651,0.5708368
6,1663243311615,-0.059252184,0.4344651,0.5708368
7,1663243311615,-0.059252184,0.4344651,0.5708368
8,1663243311615,-0.059252184,0.4344651,0.5708368
9,1663243311615,-0.059252184,0.4344651,0.5708368
10,1663243311615,-0.059252184,0.4344651,0.5708368
11,1663243311615,-0.059252184,0.4344651,0.5708368
12,1663243311615,-0.059252184,0.4344651,0.5708368
13,1663243311615,-0.059252184,0.4344651,0.5708368
14,1663243311615,-0.059252184,0.4344651,0.5708368
15,1663243311615,-0.059252184,0.4344651,0.5708368
16,1663243311615,-0.059252184,0.4344651,0.5708368
17,1663243311615,-0.059252184,0.4344651,0.5708368
18,1663243311615,-0.059252184,0.4344651,0.5708368
19,1663243311615,0.11300674,0.41369632,0.017409148
20,1663243311616,0.13988402,0.41125292,-0.0009162709
21,1663243311616,0.15332267,0.41125292,-0.022906773
22,1663243311616,0.17531316,0.41125292,-0.042453885
23,1663243311616,0.19974706,0.41736138,-0.05467083
24,1663243311616,0.21929416,0.42713493,-0.06688777
25,1663243311616,0.24128467,0.44423866,-0.07910472
26,1663243311616,0.24983653,0.4601207,-0.08765658
27,1663243311616,0.26816195,0.49188477,-0.096208446
28,1663243311616,0.2816006,0.52609223,-0.10964708
29,1663243311616,0.29381752,0.5737383,-0.11942064
30,1663243311616,0.30603448,0.6213844,-0.13163759
31,1663243311616,0.3048128,0.6849125,-0.14141114
32,1663243311616,0.3011477,0.74111044,-0.1487413
33,1663243311616,0.29259583,0.8144121,-0.15484978
34,1663243311616,0.28404397,0.8877138,-0.15729317
35,1663243311616,0.27182704,0.96101546,-0.15851486
36,1663243311616,0.24861483,1.0404255,-0.15973656
37,1663243311616,0.22784603,1.1039537,-0.15973656
38,1663243311619,0.20096874,1.1638167,-0.15973656
39,1663243311620,0.17409147,1.2004676,-0.16217995
40,1663243311624,0.15454435,1.2407835,-0.16217995
41,1663243311624,0.12522368,1.2664391,-0.16095825
42,1663243311630,0.09468132,1.2664391,-0.16217995
43,1663243311630,0.064138964,1.2578872,-0.16340165
44,1663243311634,0.040926766,1.23101,-0.16462334
45,1663243311634,0.014049487,1.1955808,-0.16340165
46,1663243311639,-0.010384403,1.1528215,-0.16340165
47,1663243311639,-0.029931515,1.1002886,-0.16095825
48,1663243311644,-0.054365408,1.042869,-0.15607147
49,1663243311644,-0.07269082,0.98056257,-0.1511847
50,1663243311649,-0.092237934,0.91214764,-0.14385453
