,timestamp,acc_x,acc_y,acc_z
136,1663243311837,-3.62393,5.3368917,9.744472
137,1663243311837,-3.5808592,5.3416777,9.672687
138,1663243311841,-3.4851463,5.305785,9.584152
139,1663243311841,-3.3607194,5.234,9.485747
140,1663243311846,-3.2407792,5.1957154,9.349357
141,1663243311846,-3.1402807,5.135895,9.229715
142,1663243311851,-3.0349965,5.0449677,9.148359
143,1663243311851,-2.9679973,4.9636116,9.184252
144,1663243311857,-2.8962128,4.915755,9.2895355
145,1663243311857,-2.8842485,4.8532424,9.5048895
146,1663243311861,-2.908177,4.814957,9.878469
147,1663243311861,-2.9105697,4.779065,10.266405
148,1663243311866,-2.958426,4.7934217,10.618151
149,1663243311866,-3.1043882,4.872684,10.979766
150,1663243311871,-3.3200414,4.977968,11.307881
151,1663243311871,-3.4564323,4.9731827,11.456237
152,1663243311877,-3.6335013,5.0162535,11.583056
153,1663243311877,-3.7746778,5.0425744,11.587842
154,1663243311881,-3.8488553,5.0042896,11.499308
155,1663243311881,-3.9113677,4.977968,11.360524
156,1663243311886,-3.9017963,4.927719,11.19512
157,1663243311886,-3.961617,4.9085765,10.948659
158,1663243311891,-3.932903,4.838886,10.615758
159,1663243311891,-3.8850467,4.795815,10.290334
160,1663243311896,-3.7914274,4.7431726,9.9502535
161,1663243311896,-3.6670008,4.6498528,9.617652
162,1663243311901,-3.566502,4.5948176,9.268001
163,1663243311901,-3.4923246,4.542176,8.939884
164,1663243311905,-3.2790644,4.434499,8.597711
165,1663243311906,-3.027818,4.3292146,8.250452
166,1663243311911,-3.0230322,4.288237,8.293523
167,1663243311911,-2.8986056,4.2020955,8.1738825
168,1663243311916,-3.0589247,4.2667017,8.405986
169,1663243311916,-2.98714,4.2571306,8.492427
170,1663243311921,-2.9392836,4.261916,8.64796
171,1663243311921,-3.0445678,4.2978086,8.865707
172,1663243311925,-3.0924242,4.3387856,8.978169
173,1663243311925,-2.9560332,4.295416,8.865707
174,1663243311930,-3.1737802,4.42732,9.244072
175,1663243311930,-3.0302107,4.3005004,9.08136
176,1663243311936,-2.9943185,4.302893,9.279964
177,1663243311936,-3.0972097,4.2714877,9.303893
178,1663243311940,-2.9919257,4.1901317,9.193823
179,1663243311940,-3.0613174,4.154239,9.155538
180,1663243311945,-3.0038898,4.0417767,9.02154
181,1663243311945,-2.7813573,3.8838503,8.743673
182,1663243311950,-2.771786,3.8192441,8.75803
183,1663243311950,-2.7092733,3.7064822,8.504391
184,1663243311956,-2.8435707,3.7426736,8.4012
185,1663243311956,-2.6781666,3.591627,8.092526
186,1663243311960,-2.5298119,3.4767714,7.920243
187,1663243311960,-2.44367,3.4217365,7.7404823
188,1663243311965,-2.3742783,3.359523,7.568199
189,1663243311965,-2.2498515,3.3116665,7.275975
190,1663243311970,-2.2211375,3.2949169,7.185048
191,1663243311970,-2.0485554,3.2303107,6.9242306
192,1663243311975,-2.1011975,3.2997024,6.7902327
193,1663243311975,-2.038984,3.3164523,6.536294
194,1663243311980,-1.971985,3.35713,6.43101
195,1663243311980,-1.7709879,3.3092737,6.2084775
196,1663243311985,-1.7111673,3.3427732,6.148358
197,1663243311985,-1.6175481,3.4121652,5.940182
198,1663243311991,-1.7087744,3.5437703,5.940182
199,1663243311991,-1.715953,3.6011982,5.7990055
200,1663243311995,-1.7327027,3.7016966,5.77747
201,1663243311995,-1.6633109,3.7474594,5.7343993
202,1663243312000,-1.5122639,3.7088752,5.729614
203,1663243312000,-1.4380864,3.7546377,5.751149
204,1663243312004,-1.3878372,3.766602,5.6985073
205,1663243312004,-1.4404793,3.8575292,5.7248282
206,1663243312010,-1.4907285,3.912564,5.928218
207,1663243312010,-1.4524434,3.886243,5.8636117
208,1663243312014,-1.4524434,3.845565,5.8468623
209,1663243312014,-1.5625132,3.862315,5.942575
210,1663243312019,-1.6274185,3.862315,5.9760747
211,1663243312020,-1.5218352,3.7474594,5.8971114
212,1663243312024,-1.6393826,3.7184465,5.983253
213,1663243312024,-1.7446668,3.7304106,6.067002
214,1663243312029,-1.742274,3.6083765,6.0430737
215,1663243312029,-1.8044873,3.5892339,6.2347984
216,1663243312034,-1.998306,3.6107693,6.344868
217,1663243312034,-1.9097716,3.5030923,6.2108703
218,1663243312039,-2.1299112,3.5509489,6.375975
219,1663243312039,-2.1227329,3.507878,6.349654
220,1663243312044,-2.1155543,3.4911282,6.237191
221,1663243312044,-2.2785654,3.5509489,6.2515483
222,1663243312049,-2.3670998,3.5964124,6.237191
223,1663243312049,-2.4747767,3.65384,6.2347984
224,1663243312054,-2.6279175,3.7785661,6.215656
225,1663243312054,-2.690131,3.862315,6.1124654
226,1663243312059,-2.7957141,3.9317067,6.047859
227,1663243312059,-2.9344978,4.1087756,5.866005
228,1663243312064,-3.0206394,4.2164526,5.7559347
229,1663243312064,-3.121138,4.307679,5.7152567
230,1663243312070,-3.2599218,4.4632125,5.535496
231,1663243312070,-3.3101711,4.549354,5.200501
232,1663243312076,-3.4109688,4.673781,5.1478586
233,1663243312076,-3.5976088,4.8655057,5.1382875
234,1663243312079,-3.5856447,4.8918266,5.00399
235,1663243312079,-3.6382868,4.9085765,4.7862434
236,1663243312083,-3.772285,5.0952168,4.671388
237,1663243312084,-3.9640098,5.1909294,4.673781
238,1663243312088,-4.160221,5.3512487,4.8125644
239,1663243312088,-4.2918267,5.401498,4.872385
240,1663243312093,-4.4018965,5.4352965,4.9058847
241,1663243312093,-4.627121,5.5190454,5.075775
242,1663243312099,-4.8137608,5.5597234,5.1885366
243,1663243312099,-5.0748777,5.660222,5.281857
244,1663243312103,-5.2016973,5.602794,5.45414
245,1663243312103,-5.232804,5.4927244,5.494818
246,1663243312108,-5.5486565,5.552545,5.631209
247,1663243312108,-5.6853466,5.4664035,5.8277197
248,1663243312113,-5.773881,5.3943195,6.145965
249,1663243312113,-5.7858453,5.1717873,6.4477596
250,1663243312118,-5.7284174,4.87747,6.61765
251,1663243312118,-5.556134,4.6929235,7.000801
252,1663243312123,-5.2902317,4.336393,7.3166533
253,1663243312123,-4.9046884,3.8575292,7.4030943
254,1663243312128,-4.406682,3.3667014,7.4365935
255,1663243312128,-3.8560338,2.8926234,7.3983083
256,1663243312133,-3.3631122,2.519044,7.419844
257,1663243312133,-2.9775686,2.1218355,7.417451
258,1663243312138,-2.6662025,1.8511474,7.4700933
259,1663243312138,-2.4293132,1.6645073,7.5418777
260,1663243312143,-2.216352,1.5999011,7.769196
261,1663243312143,-2.077269,1.518545,7.944171
262,1663243312148,-1.9959131,1.5113666,8.2145605
263,1663243312148,-1.957628,1.4946169,8.57139
264,1663243312153,-1.9265213,1.4970096,8.99492
265,1663243312153,-1.9145572,1.5305092,9.483355
266,1663243312158,-1.9504496,1.532902,9.861719
267,1663243312158,-1.9456639,1.5568303,10.1683
268,1663243312163,-1.9265213,1.5161523,10.407582
269,1663243312163,-1.8523438,1.4703895,10.675578
270,1663243312168,-1.8116659,1.4970096,10.824232
271,1663243312168,-1.6800606,1.5089738,10.912766
272,1663243312173,-1.5074782,1.477568,10.941481
273,1663243312173,-1.3495519,1.451247,10.965409
274,1663243312178,-1.1653047,1.3746766,10.929517
275,1663243312178,-0.9137592,1.3507484,10.979766
276,1663243312182,-0.7007979,1.3339987,10.965409
277,1663243312182,-0.4444668,1.2789637,10.955837
278,1663243312187,-0.19561325,1.1976078,11.00848
279,1663243312187,0.118145615,1.0372887,11.087442
280,1663243312192,0.48903313,0.8383852,11.152049
281,1663243312192,0.93679005,0.5392824,11.187942
282,1663243312197,1.3869399,0.19680966,11.260025
283,1663243312197,1.8251255,-0.09272188,11.475379
284,1663243312202,2.2941186,-0.33469605,11.832209
285,1663243312202,2.7586255,-0.5404788,12.28206
286,1663243312207,3.1154552,-0.7103692,12.760923
287,1663243312207,3.3427732,-0.7704889,13.342678
288,1663243312213,3.4531422,-0.72472614,14.008182
289,1663243312213,3.4531422,-0.6098707,14.604294
290,1663243312217,3.333202,-0.44715872,15.200705
291,1663243312217,3.0819557,-0.24616162,15.707983
292,1663243312222,2.8232317,-0.030508488,16.184454
293,1663243312222,2.4858437,0.15373886,16.560427
294,1663243312227,2.1481566,0.30209386,16.847565
295,1663243312227,1.7988044,0.4124628,17.046469
296,1663243312232,1.5281163,0.5344968,17.168503
297,1663243312232,1.2194422,0.6302097,17.202002
298,1663243312237,0.95353985,0.65653074,17.137396
299,1663243312237,0.70947194,0.6302097,16.955542
300,1663243312242,0.50099725,0.57517475,16.742281
301,1663243312242,0.37657046,0.47706902,16.450357
302,1663243312247,0.18753748,0.4004987,16.134205
303,1663243312247,0.005383851,0.38853458,15.801602
304,1663243312252,-0.19800608,0.44117668,15.437594
305,1663243312252,-0.39661035,0.46031925,15.020945
306,1663243312256,-0.5500501,0.5129613,14.640486
307,1663243312257,-0.72472614,0.56799626,14.374583
308,1663243312261,-0.8563314,0.62781686,14.099408
309,1663243312261,-1.038186,0.6158527,13.771293
310,1663243312266,-1.3471591,0.6900302,13.421641
311,1663243312266,-1.6992031,0.90538424,13.462319
312,1663243312271,-2.094019,1.1114662,13.529617
313,1663243312271,-2.3982065,1.2981063,13.656437
314,1663243312276,-2.5298119,1.3866407,13.716258
315,1663243312276,-2.5106692,1.396212,13.747364
316,1663243312281,-2.3790638,1.3531412,13.704293
317,1663243312281,-2.1924238,1.314856,13.7354
318,1663243312286,-1.9121644,1.2717853,13.857434
319,1663243312286,-1.6127625,1.2358929,13.97229
320,1663243312291,-1.2418749,1.1449656,14.101801
321,1663243312291,-0.901795,1.0444671,14.223835
322,1663243312296,-0.5524429,0.9846465,14.307584
323,1663243312296,-0.23629123,0.91495556,14.35544
324,1663243312301,0.055633128,0.9245269,14.348262
325,1663243312301,0.33110684,0.9029915,14.336298
326,1663243312306,0.58235323,0.95353985,14.250156
327,1663243312306,0.7692925,0.99661064,14.180764
328,1663243312311,0.91525465,1.0540384,14.111372
329,1663243312311,1.0229317,1.125823,13.943576
330,1663243312316,1.0971092,1.2358929,13.771293
331,1663243312316,1.1186446,1.3579268,13.582259
332,1663243312321,1.1617154,1.5041882,13.388142
333,1663243312321,1.2122638,1.6764714,13.151253
334,1663243312326,1.2314063,1.8176479,12.830315
335,1663243312326,1.2912269,1.9827527,12.416357
336,1663243312331,1.384547,2.1218355,11.95185
337,1663243312331,1.5137594,2.2534406,11.413166
338,1663243312336,1.6453646,2.4185455,10.852946
339,1663243312336,1.7892331,2.545365,10.287941
340,1663243312341,1.9639091,2.694019,9.768399
341,1663243312341,2.114657,2.83041,9.227323
342,1663243312346,2.2510478,2.8758738,8.714959
343,1663243312346,2.631806,2.7179475,8.250452
344,1663243312350,3.0843484,2.5262225,7.8720875
345,1663243312350,3.2327034,2.6796622,7.525128
346,1663243312356,3.1752756,2.952444,7.1802626
347,1663243312356,3.0556345,3.211168,6.95773
348,1663243312361,2.9742785,3.400201,6.862017
349,1663243312361,2.9455647,3.5581272,6.8404818
350,1663243312365,2.9623144,3.6083765,6.8691955
351,1663243312365,2.9359934,3.682554,6.835696
352,1663243312370,2.8689942,3.7594235,6.7926254
353,1663243312370,2.73709,3.7905302,6.766304
354,1663243312376,2.5911279,3.804887,6.8189464
355,1663243312376,2.4236302,3.8192441,6.88116
356,1663243312380,2.2223341,3.7857444,6.931409
357,1663243312380,1.9878374,3.8359938,6.931409
358,1663243312386,1.7338991,3.8766718,6.984051
359,1663243312386,1.4994025,3.9101713,7.0079794
360,1663243312391,1.2744771,3.9628134,7.010372
361,1663243312391,1.0875379,4.075276,6.986444
362,1663243312396,0.910469,4.1997027,6.878767
363,1663243312396,0.6879365,4.3651066,6.7612195
364,1663243312401,0.49860442,4.518247,6.6272216
365,1663243312402,0.3382853,4.6450667,6.4070816
366,1663243312406,0.2545365,4.7718863,6.1387863
367,1663243312406,0.21385853,4.814957,5.791827
368,1663243312411,0.2425724,4.86072,5.4756756
369,1663243312411,0.44835514,4.872684,5.169394
370,1663243312415,0.6879365,4.872684,4.862814
371,1663243312416,0.97507524,4.86072,4.606782
372,1663243312420,1.3151551,4.8942194,4.3815575
373,1663243312420,1.6525432,4.927719,4.237988
374,1663243312426,1.9806589,4.93729,4.10399
375,1663243312426,2.289333,5.0162535,4.1015973
376,1663243312430,2.5767708,5.078467,4.139882
377,1663243312430,2.8208387,5.092824,4.194917
378,1663243312435,3.0125637,5.143073,4.281059
379,1663243312435,3.1920254,5.1909294,4.427021
380,1663243312440,3.3810585,5.2220364,4.6139603
381,1663243312440,3.536891,5.2316074,4.8125644
382,1663243312445,3.6206398,5.2555356,5.0422754
383,1663243312445,3.7019958,5.2770715,5.265107
384,1663243312450,3.7618163,5.308178,5.4900327
385,1663243312450,3.792923,5.3512487,5.729614
386,1663243312454,3.752245,5.382355,5.9138613
387,1663243312454,3.6541393,5.406284,6.141179
388,1663243312460,3.5751762,5.4110694,6.361618
389,1663243312460,3.4722848,5.4038906,6.6152573
390,1663243312465,3.3762727,5.401498,6.88116
391,1663243312465,3.278167,5.401498,7.0965137
392,1663243312470,3.17049,5.391927,7.2879395
393,1663243312470,3.034099,5.3679986,7.4102726
394,1663243312474,2.928815,5.389534,7.458129
395,1663243312474,2.8136604,5.4038906,7.4796643
396,1663243312480,2.6629126,5.399105,7.419844
397,1663243312480,2.5265217,5.4110694,7.333702
398,1663243312484,2.4020948,5.444868,7.1419773
399,1663243312484,2.3207388,5.4616175,6.919445
400,1663243312490,2.2199411,5.483153,6.646364
401,1663243312490,2.167299,5.5166526,6.3807607
402,1663243312495,2.1074786,5.538188,6.117251
403,1663243312495,2.0285153,5.5716877,5.8707905
404,1663243312500,1.9064814,5.631508,5.6650076
405,1663243312501,1.8323039,5.686543,5.4637113
406,1663243312505,1.7581264,5.7750773,5.3033924
407,1663243312505,1.7099708,5.81097,5.1526446
408,1663243312510,1.7243278,5.8396835,5.0590253
409,1663243312510,1.7291135,5.8540406,4.956134
410,1663243312515,1.7820547,5.8875403,4.9417768
411,1663243312515,1.9184456,5.8971114,4.936991
412,1663243312519,2.030908,5.8683977,5.011169
413,1663243312519,2.1601207,5.8564334,5.092824
414,1663243312524,2.2989044,5.8540406,5.17418
415,1663243312524,2.3662026,5.834898,5.2890353
416,1663243312529,2.4427729,5.8420763,5.401498
417,1663243312529,2.4978077,5.834898,5.540282
418,1663243312534,2.5408785,5.8468623,5.662615
419,1663243312534,2.5839493,5.825327,5.825327
420,1663243312539,2.6413772,5.7870417,5.9880385
421,1663243312539,2.696412,5.712864,6.203692
422,1663243312544,2.8543384,5.889933,5.7009
423,1663243312544,2.8642087,5.8947186,6.270691
424,1663243312549,2.902494,5.968896,6.3711896
425,1663243312549,2.8833513,6.0338016,6.335297
426,1663243312554,2.8375885,6.107979,6.428617
427,1663243312554,2.8088746,6.174978,6.550651
428,1663243312558,2.751447,6.237191,6.6678996
429,1663243312558,2.7442684,6.270691,6.742077
430,1663243312564,2.7586255,6.270691,6.7854466
431,1663243312564,2.7849464,6.270691,6.795018
432,1663243312570,2.7825537,6.230013,6.7758756
433,1663243312570,2.7705896,6.1582284,6.6798635
434,1663243312573,2.861816,6.1582284,6.675078
435,1663243312594,3.0005996,6.22762,6.7516484
436,1663243312594,3.2303107,6.54108,6.581758
437,1663243312594,3.5344982,6.5027947,6.61765
438,1663243312594,3.6230326,6.426224,6.9936223
439,1663243312595,3.792923,6.471688,6.9242306
440,1663243312595,3.9508493,6.3807607,6.838089
441,1663243312595,3.969992,6.2994046,6.969694
442,1663243312595,4.0013976,6.131907,7.2735825
443,1663243312598,4.1808596,5.9617176,6.9242306
444,1663243312598,4.1114674,5.851648,7.3214393
445,1663243312603,4.022933,5.753542,7.376773
446,1663243312603,3.9006,5.6817575,7.754839
447,1663243312608,3.874279,5.5501523,7.582556
448,1663243312608,3.6278183,5.602794,7.8987074
449,1663243312613,3.3547373,5.636294,8.018349
450,1663243312613,3.0460632,5.621937,8.415557
451,1663243312618,2.9216363,5.6482577,8.087741
452,1663243312618,2.629413,5.6817575,8.23131
453,1663243312624,2.3446672,5.6674004,8.427522
454,1663243312624,2.1242282,5.633901,8.315059
455,1663243312629,1.9878374,5.633901,7.9776707
456,1663243312629,1.8251255,5.6243296,7.8963146
457,1663243312633,1.6573287,5.6243296,7.8074813
458,1663243312633,1.559223,5.6530433,7.4700933
459,1663243312638,1.4563317,5.703293,7.1635127
460,1663243312638,1.3558332,5.7343993,6.921838
461,1663243312643,1.2672987,5.825327,6.6224356
462,1663243312643,1.2385849,5.9042897,6.285048
463,1663243312648,1.221835,5.9521465,6.033502
464,1663243312648,1.2385849,5.997909,5.7559347
465,1663243312652,1.2649059,6.0457654,5.554639
466,1663243312652,1.3486546,6.050551,5.389534
467,1663243312657,1.4228321,6.0457654,5.281857
468,1663243312657,1.5496517,6.0290155,5.2196436
469,1663243312663,1.6788642,6.0026946,5.210072
470,1663243312663,1.8346968,5.966503,5.293821
471,1663243312667,1.9639091,5.901897,5.4110694
472,1663243312667,2.0715861,5.892326,5.5713882
473,1663243312673,2.1744776,5.858826,5.710471
474,1663243312673,2.2558336,5.866005,5.9114685
475,1663243312678,2.3279173,5.861219,6.1268225
476,1663243312678,2.3973093,5.8396835,6.328119
477,1663243312682,2.4882364,5.8157554,6.5578294
478,1663243312682,2.507379,5.8037915,6.811768
479,1663243312688,2.588735,5.7631135,7.039086
480,1663243312688,2.6772695,5.7009,7.2879395
481,1663243312692,2.7849464,5.660222,7.568199
482,1663243312692,2.900101,5.602794,7.8050885
483,1663243312697,3.0197423,5.51426,8.003992
484,1663243312697,3.101098,5.471189,8.188239
485,1663243312704,3.1728828,5.4257255,8.3174515
486,1663243312704,3.2183464,5.3273206,8.413164
487,1663243312707,3.2542388,5.274678,8.49482
488,1663243312707,3.2542388,5.2316074,8.5067835
489,1663243312712,3.2350962,5.1909294,8.523534
490,1663243312712,3.1728828,5.1622157,8.504391
491,1663243312716,3.1465619,5.135895,8.475677
492,1663243312716,3.089134,5.0880384,8.451749
493,1663243312721,3.07717,5.0545387,8.425129
494,1663243312721,3.0388846,5.0066824,8.410771
495,1663243312727,3.0005996,4.968397,8.370093
496,1663243312727,2.9623144,4.9253263,8.331808
497,1663243312732,2.9503503,4.8990054,8.26481
498,1663243312732,2.861816,4.887041,8.188239
499,1663243312736,2.8232317,4.872684,8.154739
500,1663243312736,2.7251258,4.846064,8.106883
501,1663243312742,2.603092,4.831707,8.097312
502,1663243312742,2.495415,4.819743,8.051848
503,1663243312746,2.33031,4.829314,8.020741
504,1663243312747,2.207977,4.8412786,7.9920278
505,1663243312751,2.0117657,4.8750772,8.001599
506,1663243312751,1.899303,4.903791,8.020741
507,1663243312756,1.762912,4.942076,8.059027
508,1663243312756,1.6381862,4.98754,8.056634
509,1663243312762,1.5089738,5.0306106,8.030313
510,1663243312762,1.4060824,5.0880384,8.025527
511,1663243312767,1.3390833,5.1119666,7.9920278
512,1663243312767,1.262513,5.1406803,7.9226356
513,1663243312771,1.2050853,5.1382875,7.783553
514,1663243312771,1.1712867,5.1382875,7.6136627
515,1663243312777,1.1688938,5.1239305,7.431808
516,1663243312777,1.1811571,5.1119666,7.2376904
517,1663243312781,1.1907284,5.1287165,7.0869427
518,1663243312781,1.2266207,5.17418,6.88116
519,1663243312786,1.3342978,5.2483573,6.6966133
520,1663243312786,1.4395819,5.3105707,6.5578294
521,1663243312791,1.4036896,5.2770715,6.3951178
522,1663243312791,1.1282159,5.109574,6.0598235
523,1663243312796,1.2146566,5.2770715,6.4549384
524,1663243312796,1.1787642,5.2794642,6.852446
525,1663243312801,1.2888341,5.375177,7.216155
526,1663243312801,1.4276178,5.4999027,7.4916286
527,1663243312806,1.5999011,5.6099725,7.714161
528,1663243312806,1.7844474,5.7343993,7.8720875
529,1663243312810,1.9902302,5.820541,8.02792
530,1663243312811,2.224727,5.9042897,8.169097
531,1663243312816,2.4212375,5.9377894,8.276773
532,1663243312816,2.5815566,5.966503,8.386844
533,1663243312820,2.7729824,5.973682,8.480463
534,1663243312820,2.9048867,5.8947186,8.652746
535,1663243312825,3.0939198,5.8420763,8.8681
536,1663243312825,3.249453,5.7391853,9.038289
537,1663243312830,3.35713,5.6410794,9.234501
538,1663243312830,3.4507494,5.5669017,9.294321
539,1663243312835,3.496213,5.471189,9.356535
540,1663243312835,3.4914274,5.454439,9.351749
541,1663243312840,3.4097722,5.4592247,9.253643
542,1663243312840,3.3092737,5.454439,9.124431
543,1663243312845,3.1657043,5.4496536,9.009576
544,1663243312846,2.9383862,5.430511,8.872886
545,1663243312850,2.7299116,5.4376893,8.746066
546,1663243312850,2.483451,5.4376893,8.57139
547,1663243312855,2.2701905,5.42094,8.415557
548,1663243312855,1.9878374,5.4086766,8.274381
549,1663243312860,1.7315062,5.372784,8.1020975
550,1663243312860,1.4850456,5.3416777,7.9561353
551,1663243312865,1.250549,5.2794642,7.8146596
