"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.433031800E-1,-1.539623976E0,2.433150768E0,-6.856174469E-1
9.630727640E-1,-5.662500858E-1,2.436423302E0,-6.951427460E-2
9.828440140E-1,-1.066643953E0,2.145244598E0,-1.381855011E-1
1.002613597E0,-2.107763290E0,1.917766094E0,-6.297140121E-1
1.022384847E0,-3.187803268E0,1.575722694E0,-1.104340553E0
1.042154430E0,-2.770269394E0,1.573528767E0,-1.366743565E0
1.061925680E0,-2.682870865E0,1.803185463E0,-1.706823349E0
1.081695264E0,-3.473236322E0,1.934991837E0,-2.036280632E0
1.101466514E0,-3.805531502E0,2.017749786E0,-1.760219574E0
1.121236097E0,-3.673297167E0,1.704179764E0,2.471265793E-1
1.141007347E0,-4.212346077E0,7.241439819E-1,2.283011436E0
1.160776930E0,-3.625707865E0,2.543463707E-1,1.207815170E0
1.180548180E0,-2.344350100E0,3.544139862E-1,-1.240674019E0
1.200317764E0,-2.257696390E0,4.879808426E-2,-2.147093773E0
1.220089014E0,-2.596135378E0,-2.557401657E-1,-1.650742531E0
1.239858597E0,-1.655780911E0,-1.115522385E-1,-1.809240341E0
1.259629847E0,-1.146413326E0,4.348754883E-3,-3.788930893E0
1.279399430E0,-2.052801847E0,-1.840782166E-2,-5.623530388E0
1.299170680E0,-1.375975609E0,-3.662562370E-1,-4.949559212E0
1.318940264E0,-9.417067766E-1,-6.745502949E-1,-3.501416206E0
1.338711514E0,-1.743113756E0,-5.339088440E-1,-2.816523552E0
1.358481097E0,-1.965557814E0,-1.389272213E-1,-2.225737572E0
1.378252347E0,-2.691737652E0,1.507561207E-1,-4.320983887E-1
1.398021930E0,-3.095877171E0,2.481317520E-1,2.963439941E0
1.417793180E0,-2.587294102E0,4.603559971E-1,2.693799973E0
1.437562764E0,-1.440054059E0,5.284652710E-1,8.395671844E-2
1.457333961E0,-4.639524221E-1,5.677621365E-1,-2.499495983E0
1.477103597E0,6.706491709E-1,3.842542171E-1,-4.433235645E0
1.496874795E0,1.232457995E0,2.439504862E-1,-3.329726219E0
1.516644430E0,-9.650112391E-1,-1.412081718E-1,-2.132683754E0
1.536415628E0,-4.901293278E0,-1.040703058E0,9.559822083E-2
1.556185264E0,-6.458899498E0,-8.710387945E-1,3.344821930E0
1.575956461E0,-5.515189648E0,1.083391666E0,3.685412407E0
1.595726045E0,-3.454053402E0,3.577227116E0,1.775256157E0
1.615497295E0,-6.194470525E-1,4.939738274E0,9.566717148E-1
1.635266878E0,6.454631686E-2,5.441586971E0,1.204784393E0
1.655038128E0,-2.323096275E0,4.585985661E0,3.244401932E0
1.674807711E0,-4.519570351E0,3.326134205E0,6.273455620E0
1.694578909E0,-4.140712738E0,2.481545448E0,8.144511223E0
1.714348545E0,-1.251024365E0,1.806382298E0,4.910012245E0
1.734119743E0,2.122831583E0,9.261078835E-1,8.300904274E0
1.753889378E0,7.661288261E0,2.491301298E-2,1.223170853E1
1.773660576E0,-1.227202654E0,1.637198687E0,1.930745125E0
1.793430159E0,-1.293159604E0,-6.848855019E-1,-4.922185898E0
1.813201409E0,7.999047756E0,-2.995564938E-1,-7.703646660E0
1.832970993E0,6.026931763E0,4.740555763E0,-2.002495766E0
1.852742191E0,1.758619547E0,2.081727505E0,-2.350310802E0
1.872511826E0,1.216352224E0,1.096616745E0,-2.788726807E0
1.892283024E0,-1.049966335E0,3.598588467E0,-3.185859680E0
1.912052659E0,-1.807302237E0,3.208544970E0,3.359725952E0
1.931823857E0,1.314560413E0,5.283437967E-1,3.229567528E0
1.951593441E0,4.344394684E0,-3.635636568E-1,6.999759674E-1
1.971364691E0,2.591274261E0,-4.148967743E0,1.927603722E0
1.991134274E0,4.235289574E0,-3.014447212E0,-5.927388191E0
2.010905472E0,4.023065090E0,-4.356987953E0,-3.661179543E-1
2.030675107E0,4.704361916E0,-3.432101250E0,-3.096750736E0
2.050446305E0,3.631599426E0,1.255635023E0,-4.717877865E0
2.070215941E0,-1.069788933E-1,2.472452641E0,1.881113529E0
2.089987139E0,1.169889450E0,5.924942493E-1,-1.921091080E-1
2.109756722E0,5.008692741E0,3.826678991E-1,-5.580997467E0
2.129527972E0,8.681804657E0,1.110490561E-1,-6.512846947E0
2.149297555E0,8.223447800E0,-5.055227876E-1,-9.945960045E0
2.169068753E0,4.302750111E0,-4.775114536E0,-4.384533405E0
2.188838389E0,-1.255495071E0,-6.947164536E0,4.333123207E0
2.208609586E0,-5.043838978E0,-4.778097153E0,2.941664696E0
2.228379222E0,-7.933702469E0,-1.532659769E0,-1.764954090E0
2.248150420E0,-8.106227875E0,1.600571990E0,-7.982251644E-1
2.267920003E0,-5.857444763E0,-6.148018837E-1,3.595511913E0
2.287691253E0,-8.536071777E0,-2.196033716E0,4.427957535E0
2.307460836E0,-1.174071884E1,-1.485308647E0,1.498007059E0
2.327232034E0,-1.056984615E1,-1.707421303E0,-1.796202064E0
2.347001670E0,-6.867888451E0,-1.352201939E0,-3.668816090E0
2.366772868E0,-4.336074829E0,-1.948094368E-1,-3.364015102E0
2.386542451E0,-2.317845345E0,5.610628128E-1,-2.745544910E0
2.406313701E0,-5.191898346E-1,1.215800285E0,-9.809155464E-1
2.426083284E0,-8.812012672E-1,-2.126460075E-1,2.559568882E-1
2.445854534E0,-2.023407459E0,-8.474564552E-1,-3.167459726E0
2.465624118E0,5.468139648E-1,-3.044404984E-1,-4.643390656E0
2.485395316E0,-6.891031265E-1,-1.839337349E-1,7.697851658E-1
2.505164951E0,-7.180133343E0,6.449584961E-1,4.834095478E0
2.524936149E0,-8.920463562E0,2.644950867E0,5.470640182E0
2.544705732E0,-5.216711998E0,3.078909397E0,2.577814102E0
2.564476982E0,9.124360085E-1,2.074884892E0,3.119209766E0
2.584246566E0,7.651710510E-1,2.017170906E0,1.248464584E0
2.604017764E0,5.291223526E-1,1.064463139E0,-1.721879482E0
2.623787399E0,2.426441669E0,1.020930290E0,-5.903825760E0
2.643558597E0,4.448294163E0,8.975892067E-1,-7.582385540E0
2.663328232E0,2.330079079E0,1.015033722E0,-3.792341948E0
2.683099430E0,-6.803566933E0,-4.942183495E-1,2.334582329E0
2.702869014E0,-1.193694305E1,2.524125576E0,-1.124463081E-1
2.722640264E0,-1.269177437E0,2.771231651E0,-9.258980751E-1
2.742409847E0,-5.862390518E0,2.419404030E0,-2.592363596E0
2.762181045E0,-2.050330162E0,3.820896149E-1,-6.382273674E0
2.781950680E0,1.370058060E-1,4.176607132E-1,-6.440090179E0
2.801721878E0,2.980346680E-1,1.495089531E-1,-6.149567604E0
2.821491514E0,-8.266588211E0,-1.553515911E0,-6.970539093E0
2.841262711E0,-4.144441605E0,-1.232612133E0,-3.438325405E0
2.861032295E0,1.225253963E1,-4.751115799E0,2.007439137E-1
2.880803493E0,1.182990932E1,-5.572405815E0,3.065967798E0
2.900573128E0,-5.215811729E-1,-3.673918724E0,9.563277245E0
2.920344326E0,-3.163265228E0,-1.593064785E0,9.397413254E0
2.940113909E0,-6.503079414E0,-8.470845222E-1,-2.845664501E0
2.959885159E0,-2.867014885E0,-1.715360641E0,8.071255684E-2
2.979654743E0,-6.572084427E-1,2.351410389E0,-2.271744013E-1
2.999425941E0,-1.701507568E-1,1.837083340E0,-4.306093693E0
3.019195576E0,1.393981934E0,1.863613129E-1,-6.397702694E0
3.038966774E0,1.227691746E1,-1.281559467E0,2.620273113E0
3.058736409E0,1.067230511E1,3.308993816E0,1.253431320E0
3.078507607E0,8.287199020E0,4.878195286E0,-1.489644051E-1
3.098277191E0,8.941821098E0,4.800264835E0,2.796335697E0
3.118048389E0,4.979133606E-1,1.715098858E0,-5.925836563E-1
3.137818024E0,-5.048099518E0,-9.297814369E-1,-6.712387562E0
3.157589222E0,-1.752331734E0,1.695367813E0,-2.145689964E0
3.177358805E0,3.991631269E0,3.416451454E0,4.766959667E0
3.197130055E0,4.318757057E0,3.008220673E0,-2.138417721E0
3.216899639E0,-4.782710075E-1,1.432795525E0,-3.439111233E0
3.236670836E0,7.373110294E0,7.469704151E0,-6.826337814E0
3.256440472E0,1.476139545E0,7.270741940E0,1.517152023E1
3.276211670E0,-1.314613342E1,-1.634063721E-1,4.735574722E0
3.295981253E0,-6.413435459E0,3.935871124E0,-5.671215057E0
3.315752451E0,-5.416953564E0,-2.235245705E0,-5.056292534E0
3.335522086E0,-6.246081352E0,-5.334294319E0,2.769430161E0
3.355293284E0,-7.869335651E0,-2.308381081E0,1.659506559E0
3.375062868E0,-4.889730453E0,1.998774529E0,-4.719986916E0
3.394834066E0,2.843997002E0,-3.576086044E0,-1.753721237E0
3.414603701E0,1.149420547E1,-4.644827843E0,-8.164421082E0
3.434374899E0,1.352467537E0,-5.976783752E0,9.225205421E0
3.454144482E0,-4.326055527E0,-9.676601410E0,-3.317971706E0
3.473915680E0,1.020556927E0,-7.351722717E0,-1.422752857E1
3.493685316E0,9.869026184E0,-2.940836906E0,1.082595158E1
3.513456514E0,9.152273178E0,-1.914888382E0,-3.317800760E-1
3.533226097E0,1.601892829E0,-2.623156548E0,-1.038225651E1
3.552997347E0,-5.838411331E0,-6.976699829E-2,-3.656436443E0
3.572766930E0,-6.437362671E0,6.153000832E0,3.266785860E0
3.592538128E0,2.806576729E0,3.279532433E0,4.089027345E-1
3.612307711E0,3.317019939E0,-3.022805214E0,-3.630545437E-1
3.632078961E0,1.177160025E0,1.198032379E0,8.321489692E-1
3.651848545E0,-1.393123269E-1,4.600309372E0,4.270454049E-1
3.671619743E0,-1.627587199E0,1.032674122E1,-3.296988010E-1
3.691389378E0,-2.076889753E0,1.286367607E1,1.640870452E0
3.711160576E0,-2.347615510E-1,7.076107979E0,-2.064161301E0
3.730930159E0,-7.037054747E-2,1.047798157E0,1.940148354E0
3.750701357E0,-7.401347160E-1,-1.299014759E1,1.625051260E0
3.770470993E0,-5.535372257E0,-1.707648468E1,2.524356842E0
3.790242191E0,-5.709002614E-1,-7.385402679E0,5.730493546E0
3.810011774E0,5.137811184E0,-1.789507866E0,7.231133461E0
3.829782972E0,1.114286661E0,-1.404986382E0,6.577523232E0
3.849552607E0,-2.113148451E0,-3.219016075E0,7.429762840E0
3.869323805E0,-3.851057529E0,-1.898148537E0,7.033583641E0
3.889093389E0,-5.413929939E0,-3.263979912E0,5.725585938E0
3.908864639E0,-4.312420845E0,-5.374657631E0,1.453317404E0
3.928634222E0,1.017871857E0,-6.791539192E0,-5.451557636E-1
3.948405420E0,6.856523037E0,-4.913831711E0,-2.317355156E0
3.968175055E0,1.020259476E1,-3.130217552E0,-2.837193251E0
3.987946253E0,1.102974606E1,-7.521281242E0,-2.187531710E0
4.007715836E0,6.781512737E0,-1.366593266E1,-3.202903748E0
4.027487086E0,-3.725560665E0,-1.076646996E1,-1.109692097E0
4.047256670E0,-2.300278664E0,-6.493115425E0,-8.286966085E-1
4.067027868E0,1.333916664E0,-3.175529480E0,-1.477939367E0
4.086797503E0,2.149733543E0,-4.805059433E-1,-4.022343636E0
4.106568701E0,2.961067200E0,3.479180813E0,-7.685544968E0
4.126338284E0,3.957317352E0,6.265702724E0,-7.187602997E0
4.146109534E0,3.237624168E0,6.742447376E0,-5.710836411E0
4.165879118E0,1.881959677E0,6.195770741E0,-5.740911484E0
4.185650316E0,5.030126572E-1,4.539311409E0,-6.348192215E0
4.205419951E0,-5.670509338E-1,3.108589172E0,-5.697628021E0
4.225191149E0,-2.273241520E0,2.558472157E0,-3.033812046E0
4.244960732E0,-5.302101135E0,3.416636944E0,-9.438080788E-1
4.264731982E0,-6.190903664E0,3.962666512E0,1.581279278E0
4.284501566E0,-4.276937485E0,3.722769260E0,3.470063686E0
4.304272764E0,6.857888699E-1,4.166292191E0,4.142920971E0
4.324042399E0,2.618538618E0,5.536623955E0,3.684673786E0
4.343813597E0,8.758921623E-1,5.386344433E0,2.498056889E0
4.363583232E0,-5.302777290E-1,4.109948635E0,-4.236040115E-1
4.383354430E0,6.266835690E0,1.672720909E0,-1.055283546E-1
4.403124066E0,1.118386841E1,1.635290146E0,4.591165543E0
4.422895264E0,5.699687481E0,7.742959976E0,-7.579933643E0
4.442664847E0,2.948597670E0,1.183176899E1,-1.195285606E1
4.462436045E0,9.096332550E0,-7.905729771E0,1.280303955E1
4.482205680E0,-3.891757011E0,-4.315829086E1,-1.770596981E0
4.501976878E0,-1.183639336E1,-6.525128365E0,-8.696994781E0
4.521746514E0,5.012268066E0,1.305529404E1,7.216974258E0
4.541517711E0,-7.725815773E0,8.440715790E0,-2.200368500E1
4.561287347E0,-1.002548218E1,-6.202259064E0,-5.302409172E0
4.581058545E0,-1.285375834E0,-1.948977661E1,1.625708103E0
4.600828180E0,-3.398782253E0,-1.084667015E1,-3.920884609E0
4.620599378E0,8.891245127E-1,1.175372124E0,-2.693079233E0
4.640368961E0,6.737685680E0,6.209207535E0,-2.003336191E0
4.660140211E0,5.060849190E0,5.823191166E0,-8.430070281E-1
4.679909795E0,7.100844383E-2,2.206370354E0,-4.583605528E-1
4.699681045E0,-2.317004204E0,-1.061878204E-1,7.146385908E-1
4.719450628E0,-2.835009575E0,-2.056913376E-1,1.815163255E0
4.739221878E0,-2.441950321E0,8.297100067E-1,2.963037491E0
4.758991461E0,-3.285914660E0,1.398514748E0,4.368643761E0
4.778762711E0,-5.078447819E0,1.489055634E0,3.553401470E0
4.798532295E0,-5.116055489E0,1.452809334E0,2.668645859E0
4.818303493E0,-2.958884239E0,2.224955082E0,3.962046146E0
4.838073128E0,-3.540540934E-1,1.670582771E0,4.092755318E0
4.857844326E0,-2.574181557E-1,-2.164887428E0,6.962251186E0
4.877613961E0,-9.166128635E-1,-3.953913689E0,4.618730545E0
4.897385159E0,-3.986120224E-3,-3.907521248E0,3.936212063E0
4.917154795E0,-9.644503593E-1,-3.934742928E0,3.734174967E0
4.936925993E0,-2.012345076E0,-2.688964844E0,5.701072693E0
4.956695628E0,-1.709171653E0,-2.028353691E0,7.188026428E0
4.976466826E0,3.084077835E-1,-2.832026482E0,7.417550564E0
4.996236409E0,-1.778294444E0,-3.700727463E0,4.817340851E0
5.016007659E0,-6.615055084E0,-5.850979805E0,8.345366716E-1
5.035777243E0,-8.469449043E0,-8.553534508E0,-2.038022757E0
5.055548493E0,-8.371864319E0,-8.973822594E0,-7.473328114E0
5.075318076E0,-3.082916260E0,-6.331596375E0,-6.171034813E0
5.095089326E0,-8.327102661E-2,-7.473490715E0,-2.115157604E0
5.114858909E0,-4.236068726E-1,-1.063195038E1,-3.164139748E0
5.134630159E0,-6.088581562E0,-1.059874725E1,-2.188201427E0
5.154399743E0,-1.025000191E1,-1.004286575E1,-2.430021048E0
5.174170941E0,-6.591127396E0,-8.096309662E0,-4.725596428E0
5.193940576E0,-1.568241835E0,-2.138120651E0,-7.847862244E0
5.213711774E0,-2.062638760E0,4.291955948E0,-9.543901443E0
5.233481409E0,-8.921282291E-1,8.770134926E0,-9.969781876E0
5.253252607E0,4.781861305E-1,1.033143616E1,-8.003784180E0
5.273022243E0,2.347150087E0,5.401820183E0,-7.514890671E0
5.292793441E0,3.821343660E0,1.274974346E0,-8.625469208E0
5.312563024E0,4.093255043E0,5.434436798E-1,-8.697364807E0
5.332334274E0,2.751791000E0,3.604815960E0,-7.778385639E0
5.352103857E0,7.309315205E-1,6.445528984E0,-6.035603046E0
5.371875055E0,-9.595785141E-1,5.318752289E0,-2.247200489E0
5.391644691E0,-2.986900806E0,4.473456383E0,3.107679844E0
5.411415889E0,-5.625829220E0,4.993929863E0,7.116687775E0
5.431185524E0,-8.647808075E0,2.764994621E0,1.099691772E1
5.450956722E0,-8.394200325E0,-1.325522423E0,1.340895462E1
5.470726357E0,-6.419338703E0,-2.523231506E-2,4.016252995E0
5.490497555E0,-5.301069736E0,7.780498505E0,-2.006886482E0
5.510267139E0,4.220258713E0,4.938778877E0,-1.815721321E1
5.530038389E0,4.268939590E1,-3.708564377E1,1.490160942E1
5.549807972E0,-2.862531424E0,-3.165479279E1,-3.961662769E0
5.569579222E0,7.974742413E0,1.046502972E1,-1.294631767E1
5.589348805E0,-6.503008366E0,1.942394638E1,7.442526817E-1
5.609120003E0,-1.190335846E1,1.283898354E0,-2.827180481E1
5.628889639E0,-7.415538788E0,-1.320086670E1,3.235697508E0
5.648660836E0,-5.430713654E0,-2.373008728E1,-5.713534355E-2
5.668430472E0,-4.342108727E0,-1.006220341E1,-7.223551273E-1
5.688201670E0,-3.193466663E-1,3.293330669E0,-7.190980911E-1
5.707971253E0,2.680253029E0,8.918296814E0,5.960493088E-1
5.727742503E0,1.407927036E0,7.167685986E0,1.216331720E-1
5.747512086E0,-2.773953676E0,1.859202862E0,4.599690437E-3
5.767283336E0,-3.970852137E0,-1.510649681E0,1.871411681E0
5.787052920E0,-3.798117161E0,-8.020973206E-1,2.421776772E0
5.806824118E0,-1.826100230E0,1.654787064E0,2.612990856E0
5.826593753E0,-1.160658598E0,3.413888931E0,4.121723175E0
5.846364951E0,-2.709703922E0,2.385855198E0,4.661529541E0
5.866134534E0,-5.061625481E0,9.214324951E-1,4.190435410E0
5.885905784E0,-6.696740150E0,2.479743958E-2,2.690220833E0
5.905675368E0,-6.818052769E0,-2.376465797E0,1.623069167E0
5.925446566E0,-5.631855011E0,-4.254667282E0,3.063196898E0
5.945216201E0,-2.076192856E0,-3.920440674E0,5.181379795E0
5.964987399E0,-1.832246780E-2,-3.582921982E0,6.527465820E0
5.984757034E0,-2.683417797E-1,-4.170005798E0,5.690190315E0
6.004528232E0,-1.718072891E-1,-2.856132507E0,5.600642681E0
6.024297816E0,-2.033421278E0,-4.027557373E-1,6.349241257E0
6.044069066E0,-5.604570389E0,-1.302804947E0,3.976481676E0
6.063838649E0,-9.195049286E0,-5.900212288E0,-1.046311855E0
6.083609847E0,-5.943690300E0,-6.241170883E0,-5.553853989E0
6.103379482E0,5.912158012E0,-3.963975906E0,-6.526701927E0
6.123150680E0,8.951402664E0,-8.415318489E0,-4.519709587E0
6.142920264E0,7.004240990E0,-1.529924679E1,-1.392925262E0
6.162691514E0,-2.914575577E0,-1.273890018E1,1.070818901E-1
6.182461097E0,-7.792818069E0,-5.997653008E0,-8.295481205E-1
6.202232295E0,-2.741585255E0,-3.281565666E0,-2.678437948E0
6.222001930E0,4.890282154E-1,-1.917964935E0,-4.515732288E0
6.241773128E0,8.625967503E-1,4.268693924E-1,-5.998826981E0
6.261542764E0,1.730943680E0,3.197028160E0,-7.417335987E0
6.281313961E0,1.217296124E0,5.640939713E0,-8.311784744E0
6.301083545E0,3.444185257E-1,8.235034943E0,-9.073139191E0
6.320854743E0,1.428580284E-1,1.135268021E1,-8.219398499E0
6.340624378E0,8.198463917E-1,7.909657955E0,-7.213943005E0
6.360395576E0,2.052068710E-2,4.760923386E0,-6.135904312E0
6.380165211E0,-6.816585064E-1,3.524693966E0,-4.297788143E0
6.399936409E0,-1.126123905E0,2.266553879E0,-2.712555408E0
6.419705993E0,-8.247756958E-2,2.400036812E0,-1.567191601E0
6.439477243E0,2.128582478E0,4.977688789E0,1.026210785E-1
6.459246826E0,7.576489449E-1,4.429162979E0,2.557973862E0
6.479018024E0,-2.740108967E0,1.860546112E0,5.128087521E0
6.498787659E0,-5.943083763E0,3.951330185E-1,6.199217319E0
6.518558857E0,-4.657504559E0,2.402136803E0,3.183923244E0
6.538328493E0,1.273636341E0,5.159892082E0,-2.394315720E0
6.558099691E0,1.237420750E1,-8.558156013E0,1.204246807E1
6.577869274E0,2.131964874E1,-5.361249542E1,-7.357044220E-1
6.597640524E0,-1.881063700E0,7.627556801E0,-3.533583069E1
6.617410107E0,2.399834251E1,1.904756165E1,1.973915482E1
6.637181357E0,-9.971419334E0,1.036885834E1,-2.331944275E1
6.656950941E0,-5.127851009E0,-1.316305542E1,-1.525757599E1
6.676722191E0,-5.100788116E0,-2.593673706E1,4.822260380E0
6.696491774E0,-6.159346581E0,-1.537880516E1,3.200674057E0
6.716263024E0,-1.344114423E0,-1.925784111E0,-5.383491516E-1
6.736032607E0,1.622806191E0,6.342669487E0,1.241397142E0
6.755803805E0,3.498521566E0,8.667312622E0,-1.041385412E0
6.775573441E0,3.038902044E0,5.457893372E0,9.377725124E-1
6.795344639E0,1.854669452E-1,-1.668267250E0,4.484497070E0
6.815114274E0,-3.191514015E0,-3.235014915E0,3.747939110E0
6.834885472E0,-2.904487610E0,1.891916275E0,4.157180309E0
6.854655107E0,-2.404721260E0,7.040074825E0,4.116839409E0
6.874426305E0,-5.088659286E0,6.360648155E0,1.151934266E0
6.894195941E0,-5.857575893E0,1.475072861E0,4.134058475E0
6.913967139E0,-3.376034498E0,8.019790649E-1,8.268776894E0
6.933736774E0,-1.658154726E-1,2.327403069E0,3.848341227E0
6.953507972E0,2.587620020E-1,9.659709930E-1,4.455085754E0
6.973277607E0,-1.556924105E0,-1.474785805E0,6.148947716E0
6.993048805E0,-2.587921858E0,-3.888155937E0,4.609658718E0
7.012818441E0,-2.096399307E0,-2.528008461E0,6.378222466E0
7.032589639E0,-3.942630291E0,-2.612383842E0,4.890119553E0
7.052359274E0,-6.509337902E0,-4.476876259E0,2.425594330E0
7.072130524E0,-4.799103260E0,-9.259870529E0,7.454118729E-1
7.091900107E0,6.069229126E0,-9.416505814E0,-1.937564611E0
7.111671357E0,1.393622112E1,-4.746611595E0,-4.501300812E0
7.131440941E0,1.238316727E1,-4.307652473E0,-2.241548061E0
7.151212191E0,7.672514915E0,-1.100704765E1,-2.197684288E0
7.170981774E0,9.377705455E-1,-1.669062996E1,-1.717891693E0
7.190753024E0,-6.724071026E0,-1.205963898E1,-5.116020441E-1
7.210522607E0,-2.690478086E0,-7.695100784E0,-2.351843357E0
7.230293857E0,3.569731236E0,-4.478603363E0,-5.094230175E0
7.250063441E0,3.832425356E0,5.006542206E-1,-6.882707596E0
7.269834691E0,4.787480354E0,4.915950775E0,-6.578796387E0
7.289604326E0,4.096583843E0,8.726438522E0,-7.919813633E0
7.309375524E0,3.325491428E0,1.153288078E1,-7.702331066E0
7.329145107E0,1.892094612E0,1.204664993E1,-6.544655800E0
7.348916357E0,5.116816759E-1,8.591751099E0,-5.904191971E0
7.368685993E0,-1.434494019E0,6.095518112E0,-6.185922146E0
7.388457191E0,-3.209337234E0,4.288380623E0,-4.800718784E0
7.408226826E0,-4.464970112E0,3.092304230E0,-3.261841774E0
7.427998024E0,-3.144527435E0,3.647210121E0,-1.406067133E0
7.447767659E0,2.700586319E-1,3.897786140E0,1.535245419E0
7.467538857E0,3.006354094E0,2.774106026E0,2.933745384E0
7.487308493E0,3.905548334E0,2.354474545E0,2.664789677E0
7.507079691E0,4.260759354E0,2.341525078E0,3.465500832E0
7.526849326E0,3.699034691E0,8.231544495E-1,5.031433582E0
7.546620524E0,2.469687223E0,-1.284066200E0,5.649128437E0
7.566390159E0,1.130805016E0,5.246629715E-1,4.475800037E0
7.586161357E0,-6.295459270E-1,2.440359116E0,7.038012981E0
7.605930993E0,6.456270218E0,-1.464331627E0,-5.716434479E0
7.625702191E0,2.266622066E0,-8.725754738E0,-1.044595242E1
7.645471826E0,1.299283743E0,-2.102217293E1,1.051855659E1
7.665243024E0,-5.398674011E0,-7.718410492E-1,-1.767108154E1
7.685012659E0,4.694534302E0,3.214903831E0,1.951837540E0
7.704783857E0,-3.534658909E0,-3.384375572E0,-2.149557114E1
7.724553493E0,2.955935001E0,-5.431529045E0,1.955890656E-1
7.744324691E0,2.522227764E0,-4.195856094E0,-3.778109550E0
7.764094326E0,1.544620275E0,-2.491837502E0,-4.102195740E0
7.783865524E0,4.380731285E-1,-7.386760712E-1,-1.845911145E0
7.803635159E0,-1.808852077E0,1.427121162E0,-8.446174860E-2
7.823406357E0,-2.021340370E0,2.507931709E0,1.557378888E0
7.843175993E0,-1.384724379E0,2.842704773E0,1.632128358E0
7.862947191E0,-1.641786456E0,2.122988701E0,1.552928686E0
7.882716826E0,-2.317707062E0,1.282715797E0,1.506169438E0
7.902488024E0,-1.508594751E0,1.328228951E0,3.581591129E0
7.922257659E0,-1.670552135E0,2.048155785E0,6.352988243E0
7.942028857E0,-3.417571783E0,3.642941475E0,6.160242558E0
7.961798441E0,-4.416429043E0,3.112280846E0,3.437795162E0
7.981569691E0,-2.400452614E0,1.426495552E0,1.673843384E0
8.001339274E0,1.525390863E0,8.089399338E-1,4.045877457E0
8.021110524E0,3.729358673E0,-1.882405281E0,6.573563576E0
8.040880107E0,1.816511154E-2,-3.020240784E0,4.227441788E0
8.060651357E0,-6.798260212E-1,-2.439593315E0,3.075954914E0
8.080420941E0,1.589305401E-1,-2.840043068E0,3.333941698E0
8.100192191E0,1.703950167E-1,-2.414735794E0,3.420955181E0
8.119961774E0,6.363687515E-1,-1.049645424E0,4.255081654E0
8.139732972E0,-9.225751162E-1,-1.875874519E0,4.926303864E0
