"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.014470377E0,-1.061800003E0,1.099999994E-1,1.751099944E0
4.034323502E0,2.065799952E0,1.700599909E0,2.998699903E0
4.054175064E0,3.941499949E0,2.492499828E0,2.706499815E0
4.074028189E0,3.003599882E0,2.018800020E0,1.708499908E0
4.093879752E0,1.068300009E0,4.884999990E-1,3.339999914E-2
4.113732877E0,-2.085799932E0,-1.093899965E0,-1.912099957E0
4.133586002E0,-3.238799810E0,-1.260999918E0,-2.195999861E0
4.153437564E0,-2.744299889E0,-1.088199973E0,-2.355299950E0
4.173290689E0,-2.150899887E0,-9.444999695E-1,-2.004099846E0
4.193143814E0,-1.799699903E0,-7.125999928E-1,1.349999942E-2
4.212996939E0,-1.187600017E0,-5.512999892E-1,1.493299961E0
4.232848502E0,-5.464999676E-1,-4.289999902E-1,3.032699823E0
4.252701627E0,1.758999974E-1,-7.059999704E-1,3.514699936E0
4.272554752E0,8.506999612E-1,-8.932999969E-1,1.437899947E0
4.292406314E0,1.056900024E0,-8.215999603E-1,-1.170099974E0
4.312259439E0,9.386000037E-1,-6.269999743E-1,-2.339499950E0
4.332111002E0,9.817000031E-1,-1.446999907E-1,-1.698300004E0
4.351964127E0,1.526799917E0,-1.172999963E-1,-5.133000016E-1
4.371817252E0,1.808599949E0,-1.529999916E-2,1.090600014E0
4.391668814E0,2.488399982E0,-6.669999659E-2,1.503999949E0
4.411521939E0,1.864899993E0,4.561999738E-1,1.570500016E0
4.431375064E0,1.247699976E0,-3.660999835E-1,6.642999649E-1
4.451228189E0,-2.960000038E-1,-2.856699944E0,-7.020999789E-1
4.471079752E0,-2.787699938E0,-3.550599813E0,-2.242699862E0
4.490932877E0,-2.838999987E0,-4.363899708E0,-1.991099954E0
4.510786002E0,-1.137199998E0,-5.011799812E0,-1.106799960E0
4.530637564E0,1.933899999E0,-3.347100019E0,5.920000002E-2
4.550490689E0,3.205499887E0,-3.526099920E0,8.913999796E-1
4.570343814E0,2.693500042E0,-5.236000061E0,3.655000031E-1
4.590196939E0,6.344000101E-1,-5.418299675E0,-4.178999960E-1
4.610048502E0,-1.721699953E0,-3.261999846E0,-6.626999974E-1
4.629901627E0,-3.431699991E0,-1.195500016E0,-7.339999825E-2
4.649754752E0,-1.947199941E0,-3.562999964E-1,1.398100019E0
4.669612564E0,1.515000015E-1,-2.366999984E-1,9.971999526E-1
4.689459439E0,1.396799922E0,-1.102999970E-1,-2.228000015E-1
4.709312564E0,1.739099979E0,3.691999912E-1,-1.453199983E0
4.729164127E0,1.144599915E0,1.131699920E0,-1.154699922E0
4.749017252E0,6.437000036E-1,1.774899960E0,-4.360999763E-1
4.768870377E0,1.840000004E-1,2.339099884E0,6.019999981E-1
4.788723502E0,-1.810999960E-1,2.650699854E0,1.212099910E0
4.808575064E0,-6.219999790E-1,3.474399805E0,9.251999855E-1
4.828428189E0,-1.059000015E0,4.722099781E0,8.653999567E-1
4.848281314E0,-1.525299907E0,5.404500008E0,7.364000082E-1
4.868132877E0,-1.828099966E0,5.536399841E0,4.910999835E-1
4.887986002E0,-1.706699967E0,4.782599926E0,1.377999932E-1
4.907839127E0,-1.196599960E0,2.794399977E0,3.057000041E-1
4.927690689E0,-2.656999826E-1,6.276999712E-1,1.607100010E0
4.947543814E0,3.283999860E-1,-9.111999869E-1,1.784500003E0
4.967396939E0,-2.063999921E-1,-1.911599994E0,2.481199980E0
4.987250064E0,-6.694999933E-1,-2.897399902E0,2.018300056E0
5.007107877E0,1.623699903E0,-6.589599609E0,-4.559999704E-2
5.026954752E0,4.232899666E0,-1.537500000E1,-5.758899689E0
5.046807877E0,3.368299961E0,-1.386389923E1,-5.661099911E0
5.066659439E0,1.106099963E0,-2.251999855E0,-4.717199802E0
5.086512564E0,4.924999774E-1,4.158299923E0,-3.262099981E0
5.106365689E0,-8.107999563E-1,4.712299824E0,-2.855000019E0
5.126217252E0,-7.437999845E-1,1.992299914E0,-1.970099926E0
5.146070377E0,-5.478000045E-1,-1.478799939E0,-1.966999918E-1
5.165923502E0,-9.050999880E-1,-2.617499828E0,1.098699927E0
5.185776627E0,-1.063300014E0,-1.734200001E0,1.363699913E0
5.205628189E0,-5.699999928E-1,-6.367999911E-1,1.475600004E0
5.225481314E0,3.434000015E-1,1.105000004E-1,2.736299992E0
5.245334439E0,1.297500014E0,-3.120000064E-1,4.118799686E0
5.265186002E0,1.405900002E0,-1.292400002E0,4.872299671E0
5.285039127E0,6.826999784E-1,-1.847499967E0,2.518899918E0
5.304892252E0,-8.935999870E-1,-1.673099995E0,-4.734999835E-1
5.324745377E0,-1.630199909E0,-1.259899974E0,-2.515100002E0
5.344596939E0,-1.852099895E0,-8.536999822E-1,-3.134299994E0
5.364454752E0,-1.259400010E0,-5.296999812E-1,-2.753299952E0
5.384303189E0,-7.103999853E-1,-7.669999599E-1,-1.558699965E0
5.404154752E0,4.373999834E-1,-1.020699978E0,-5.248999596E-1
5.424007877E0,1.449899912E0,-4.846999943E-1,7.174999714E-1
5.443859439E0,1.674600005E0,3.199999928E-1,1.981499910E0
5.463712564E0,2.052700043E0,5.992999673E-1,2.753899813E0
5.483565689E0,1.764299989E0,1.014599919E0,2.568899870E0
5.503417252E0,1.146799922E0,6.651999950E-1,1.151899934E0
5.523270377E0,-2.737999856E-1,7.419999689E-2,6.775999665E-1
5.543123502E0,-3.538999856E-1,-1.350700021E0,4.736000001E-1
5.562976627E0,6.298999786E-1,-1.196799994E0,1.230700016E0
5.582829752E0,7.970000058E-2,-6.768000126E-1,1.496699929E0
5.602681314E0,-1.569399953E0,-2.349900007E0,-6.132000089E-1
5.622534439E0,-4.194099903E0,-4.744199753E0,-2.797199965E0
5.642386002E0,-5.452799797E0,-6.935899734E0,-2.887099981E0
5.662239127E0,-2.639400005E0,-9.090899467E0,-1.011099935E0
5.682090689E0,1.797899961E0,-8.996899605E0,1.435000002E-1
5.701945377E0,2.421099901E0,-8.215099335E0,-1.982499957E0
5.721796939E0,1.576599956E0,-6.280099869E0,-1.871599913E0
5.741650064E0,-1.265499949E0,-2.947199821E0,8.709999919E-2
5.761501627E0,-2.485999823E0,-1.516000032E-1,7.542999983E-1
5.781354752E0,-1.519099951E0,8.776999712E-1,2.721199989E0
5.801207877E0,-7.509999722E-2,7.462999821E-1,1.398999929E0
5.821059439E0,8.750999570E-1,3.619000018E-1,-6.818000078E-1
5.840912564E0,1.400900006E0,3.709999919E-1,-1.860199928E0
5.860765689E0,1.242399931E0,1.078599930E0,-2.100999832E0
5.880617252E0,1.118899941E0,1.795699954E0,-1.199299932E0
5.900470377E0,1.062699914E0,2.109099865E0,1.880999953E-1
5.920323502E0,1.061800003E0,1.958299994E0,1.616799951E0
5.940176627E0,1.210299969E0,2.017799854E0,2.743199825E0
5.960028189E0,1.169700027E0,2.402199984E0,2.909899950E0
5.979881314E0,8.003000021E-1,2.973899841E0,2.160599947E0
5.999734439E0,-2.011999935E-1,2.680599928E0,9.086999893E-1
6.019586002E0,-1.221599936E0,2.047399998E0,-5.573999882E-1
6.039439127E0,-1.904399991E0,1.430699944E0,-1.180799961E0
6.059296939E0,-2.200199842E0,1.142199993E0,-1.436900020E0
6.079145377E0,-1.541999936E0,1.373099923E0,-1.193099976E0
6.098996939E0,-1.041299939E0,1.663499951E0,-3.916999996E-1
6.118850064E0,-1.042500019E0,1.936100006E0,4.512999952E-1
6.138703189E0,-1.192899942E0,1.699199915E0,1.264500022E0
6.158554752E0,-1.431800008E0,5.550000072E-1,2.721499920E0
6.178407877E0,-2.128999949E0,-7.882999778E-1,3.839399815E0
6.198261002E0,-3.815399885E0,-1.571900010E0,2.659799814E0
6.218112564E0,-3.260599852E0,-2.563799858E0,2.398999929E-1
6.237965689E0,-4.421999753E-1,-1.068209934E1,8.036199570E0
6.257818814E0,-2.426999956E-1,-1.678940010E1,-6.282799721E0
6.277671939E0,2.866400003E0,-2.328999996E0,-1.203959942E1
6.297523502E0,6.973899841E0,5.997699738E0,-2.265699863E0
6.317376627E0,9.063199997E0,6.433300018E0,1.488899946E0
6.337229752E0,6.751699924E0,2.277799845E0,-2.356199980E0
6.357081314E0,1.747999936E-1,-2.162699938E0,-3.622099876E0
6.376934439E0,-3.708299875E0,-3.325500011E0,-2.558199883E0
6.396787564E0,-3.972599983E0,-3.086799860E0,-2.603999972E-1
6.416640689E0,-3.693399906E0,-3.776000023E0,3.486799955E0
6.436492252E0,-3.987799883E0,-4.947499752E0,4.199199677E0
6.456345377E0,-4.453899860E0,-4.333399773E0,3.268800020E0
6.476196939E0,-3.360499859E0,-1.492399931E0,5.740999579E-1
6.496050064E0,-6.638999581E-1,7.146999836E-1,-1.140999943E-1
6.515903189E0,8.730999827E-1,1.864499927E0,2.570999861E-1
6.535762564E0,1.479399920E0,1.246599913E0,2.025000006E-1
6.555607877E0,1.774500012E0,2.229999937E-2,-7.042999864E-1
6.575461002E0,1.509699941E0,-5.755999684E-1,-2.198699951E0
6.595314127E0,1.233099937E0,-3.659999967E-1,-1.902599931E0
6.615165689E0,9.652999640E-1,2.773000002E-1,-6.897999644E-1
6.635018814E0,1.068799973E0,4.309999943E-1,1.745999902E-1
6.654871939E0,1.678200006E0,-3.380999863E-1,1.049700022E0
6.674729752E0,2.090899944E0,-1.475099921E0,1.852699995E0
6.694576627E0,1.746500015E0,-1.510999918E0,4.316599846E0
6.714429752E0,9.254999757E-1,-8.233000040E-1,5.655099869E0
6.734281314E0,-6.304000020E-1,-3.856000006E-1,3.024999857E0
6.754140689E0,-1.905499935E0,-1.360899925E0,-1.729499936E0
6.773987564E0,-2.340800047E0,-4.457099915E0,-5.417399883E0
6.793839127E0,-3.594099998E0,-6.581699848E0,-6.452899933E0
6.813692252E0,-2.648900032E0,-7.194999695E0,-5.539399624E0
6.833543814E0,8.041999936E-1,-4.932399750E0,-1.690299988E0
6.853396939E0,4.832399845E0,-2.882200003E0,2.269899845E0
6.873250064E0,5.943899632E0,-2.217200041E0,2.568099976E0
6.893103189E0,4.169399738E0,-2.769500017E0,2.012500048E0
6.912954752E0,2.253200054E0,-4.363100052E0,3.077999949E-1
6.932807877E0,-3.594999909E-1,-2.882900000E0,-6.644999981E-1
6.952661002E0,-2.066499949E0,-5.048999786E-1,-1.628600001E0
6.972514127E0,-1.970899940E0,5.379999802E-2,-7.034999728E-1
6.992365689E0,-4.805999994E-1,3.170000017E-2,3.014999926E-1
7.012218814E0,1.538999975E-1,5.697999597E-1,4.214999974E-1
7.032070377E0,5.009999871E-2,8.908999562E-1,-1.017999947E-1
7.051923502E0,-3.477999866E-1,1.029299974E0,-1.755999923E-1
7.071776627E0,-1.023699999E0,1.089900017E0,6.870000064E-2
7.091629752E0,-6.273999810E-1,1.115399957E0,7.400000095E-1
7.111481314E0,-4.891999960E-1,1.560499907E0,1.354099989E0
7.131334439E0,6.359999776E-1,1.952799916E0,1.707499981E0
7.151187564E0,1.042799950E0,3.140599966E0,1.154699922E0
7.171039127E0,5.430999994E-1,4.503699780E0,4.359999895E-1
7.190892252E0,-2.728999853E-1,5.053599834E0,-5.992999673E-1
7.210745377E0,-1.282899976E0,4.690599918E0,-1.191100001E0
7.230598502E0,-2.335799932E0,3.899299860E0,-1.405599952E0
7.250450064E0,-2.734899998E0,3.156999826E0,-1.372299910E0
7.270303189E0,-2.668299913E0,2.803499937E0,-1.164499998E0
7.290156314E0,-1.662099957E0,2.373699903E0,-5.697999597E-1
7.310007877E0,-4.731999934E-1,1.489899993E0,6.139999628E-1
7.329861002E0,2.666999996E-1,-2.933000028E-1,2.741499901E0
7.349714127E0,2.245199919E0,-5.241399765E0,9.069700241E0
7.369565689E0,7.508199692E0,-1.679119873E1,3.670799971E0
7.389418814E0,3.724900007E0,-2.238329887E1,-6.341499805E0
7.409271939E0,-2.797399998E0,-6.849799633E0,-9.120800018E0
7.429125064E0,-3.396699905E0,3.992399931E0,-8.517299652E0
7.448982877E0,-9.906999469E-1,7.633399963E0,-3.798599958E0
7.468829752E0,2.230200052E0,3.626699924E0,-1.637300014E0
7.488682877E0,2.442399979E0,-2.492300034E0,8.096999526E-1
7.508534439E0,-5.041999817E-1,-6.303799629E0,1.741400003E0
7.528387564E0,-1.531000018E0,-6.417699814E0,1.517099977E0
7.548240689E0,-1.574499965E0,-3.965799809E0,1.199999928E0
7.568092252E0,-1.649399996E0,-1.198199987E0,4.994999766E-1
7.587945377E0,-8.409999609E-1,8.290999532E-1,2.730700016E0
7.607798502E0,6.354999542E-1,1.261899948E0,3.227499962E0
7.627651627E0,1.452099919E0,1.037599921E0,2.098399878E0
7.647509439E0,1.034299970E0,8.185999990E-1,-1.070000008E-1
7.667356314E0,8.899999410E-2,3.194999993E-1,-2.202199936E0
7.687209439E0,-8.772999644E-1,-2.612999976E-1,-3.368199825E0
7.707061002E0,-9.740999937E-1,-2.137999982E-1,-2.595999956E0
7.726914127E0,-1.133499980E0,2.123999894E-1,-7.448999882E-1
7.746767252E0,-1.287799954E0,1.926999986E-1,1.307899952E0
7.766620377E0,-1.238299966E0,-4.699999932E-3,2.449100018E0
7.786471939E0,-2.431999892E-1,-1.108999997E-1,1.695500016E0
7.806325064E0,1.338699937E0,1.474999934E-1,8.470000029E-1
7.826178189E0,2.295399904E0,7.626999617E-1,1.431999952E-1
7.846029752E0,2.701599836E0,1.467199922E0,-1.101999953E-1
7.865882877E0,1.837299943E0,1.343899965E0,6.751999855E-1
7.885736002E0,1.160999984E-1,4.064999819E-1,9.623000026E-1
