"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.490316190E-1,-1.452518463E0,-1.762141585E0,2.721019030E0
7.679291190E-1,-1.291254759E0,-1.801846743E0,3.337363958E0
7.868266190E-1,-1.505662084E0,-1.526965380E0,3.763735294E0
8.057241190E-1,-1.022481918E0,-1.610040665E0,3.698374748E0
8.246216190E-1,5.810684562E-1,-2.205005884E0,3.335531473E0
8.435191190E-1,1.966470003E0,-2.620382071E0,2.899386406E0
8.624166190E-1,2.338475943E0,-2.128649950E0,2.670318842E0
8.813141190E-1,1.751451850E0,-8.128086329E-1,2.661767006E0
9.002116190E-1,9.842276573E-1,4.223245382E-1,2.336796284E0
9.191091190E-1,7.472189069E-1,8.193752170E-1,1.790622354E0
9.380066190E-1,1.015991688E0,6.813237667E-1,1.129685640E0
9.569041190E-1,1.591409802E0,2.830513418E-1,3.893387616E-1
9.758016190E-1,1.885227323E0,8.574768156E-2,1.706554592E-1
9.946991190E-1,9.243646264E-1,-5.006656647E-1,4.559211135E-1
1.013596566E0,-9.540670514E-1,-9.844567180E-1,7.613447309E-1
1.032494119E0,-1.000491500E0,-6.478798985E-1,8.835142255E-1
1.051391619E0,1.326302141E-1,-8.983272314E-1,8.633562326E-1
1.070288806E0,6.653653979E-1,-1.191610336E0,6.703284979E-1
1.089186619E0,6.164975762E-1,-4.517979026E-1,7.246938944E-1
1.108084119E0,5.651864409E-1,1.083490327E-1,5.426614285E-1
1.126981619E0,4.178958833E-1,-1.298813969E-1,1.114032716E-1
1.145879119E0,1.680593491E-1,-4.426352084E-1,-1.836359501E-1
1.164776619E0,-2.833567858E-1,-7.492805123E-1,-2.544942498E-1
1.183674119E0,-6.950678229E-1,-4.878378808E-1,-2.115058713E-2
1.202571619E0,-9.198595881E-1,9.674293548E-2,3.251998127E-1
1.221469119E0,-8.691592813E-1,8.480850458E-1,8.328138590E-1
1.240366619E0,-9.094752073E-1,1.093034863E0,6.465054750E-1
1.259264119E0,-8.477796316E-1,5.964159966E-1,-2.312820405E-1
1.278161619E0,-5.331932902E-1,-3.031329438E-2,-1.158624530E0
1.297059119E0,-5.851153135E-1,3.392492831E-1,-1.172674060E0
1.315956619E0,-8.435037136E-1,1.077763677E0,-7.603521347E-1
1.334854119E0,-1.404872298E0,1.137015820E0,-3.784962296E-1
1.353751619E0,-5.924454927E-1,5.060105920E-1,-5.800758004E-1
1.372649119E0,1.674485058E-1,-1.087689877E0,-1.123195410E0
1.391546671E0,2.383067906E-1,-1.347987175E0,-1.218487620E0
1.410444119E0,4.650074616E-2,-8.531245589E-1,-9.723161459E-1
1.429341671E0,1.472905427E-1,-9.923977256E-1,-8.189934492E-1
1.448239171E0,7.502731681E-1,-1.935622215E0,-1.002247691E0
1.467136671E0,1.682426095E0,-2.995442152E0,-1.361425877E0
1.486034171E0,2.036106586E0,-3.091956139E0,-1.462215662E0
1.504931671E0,1.809482336E0,-2.520813942E0,-1.340656996E0
1.523829171E0,1.750840902E0,-2.404752970E0,-1.300951958E0
1.542726671E0,1.943257809E0,-2.511040449E0,-1.470767498E0
1.561624171E0,1.888892412E0,-2.054737568E0,-1.349208832E0
1.580521671E0,2.372683525E0,-2.046796560E0,-6.503996253E-1
1.599419171E0,3.273759604E0,-2.609997511E0,2.292967886E-1
1.618316671E0,3.587124109E0,-2.082836390E0,7.717291713E-1
1.637214171E0,2.370851040E0,-5.281538367E-1,8.419765830E-1
1.656111723E0,1.190083146E0,2.781645656E-1,-1.262163222E-1
1.675009223E0,8.620582223E-1,1.273234725E0,-1.352263093E0
1.693906723E0,-6.822400093E-1,2.165758848E0,-1.295454383E0
1.712804223E0,-2.497143507E0,2.186527729E0,4.858526289E-1
1.731701723E0,-3.453730345E0,2.510887623E0,1.859648108E0
1.750599223E0,-4.216678619E0,3.488243341E0,2.174310923E0
1.769496723E0,-4.173308372E0,4.907317638E0,2.514552832E0
1.788394223E0,-2.470266342E0,3.245736837E0,2.267770529E0
1.807291723E0,-4.855472147E-1,1.176720858E0,1.884692907E0
1.826189223E0,1.869956106E-1,1.446715355E0,2.835247517E0
1.845086723E0,3.550549597E-2,1.619661450E0,4.190106869E0
1.863984223E0,-3.157316744E-1,8.096016645E-1,5.346517086E0
1.882881723E0,-7.152257562E-1,-1.763057858E-1,5.966526985E0
1.901779275E0,-7.140040994E-1,-6.796439290E-1,4.668400288E0
1.920676775E0,-4.122455418E-1,1.040501952E0,1.445493698E0
1.939574275E0,-1.757331252E0,1.506578445E0,-6.711684465E-1
1.958471775E0,-3.478775024E0,2.245169163E0,-6.167266369E-1
1.977369275E0,-3.776257753E0,3.647063494E0,-1.318055630E0
1.996266775E0,-2.706053257E0,1.409453750E0,-1.178171635E0
2.015164275E0,-2.027936459E0,5.276193097E-2,-9.252808690E-1
2.034061775E0,-2.102459908E0,-4.609606266E-1,-1.074938416E0
2.052959275E0,-2.371309042E0,-1.016220808E0,-9.998042583E-1
2.071856775E0,-2.340766668E0,-1.730377555E0,-6.308525205E-1
2.090754275E0,-2.172096491E0,-4.358929634E0,-3.937674165E-1
2.109651827E0,-1.461681128E0,-8.047302246E0,2.592283189E-1
2.128549327E0,3.103867769E-1,-8.967848778E0,1.733813643E0
2.147446827E0,5.535803437E-1,-4.718718529E0,2.656269312E0
2.166344327E0,-2.412083149E-1,-1.647913218E0,2.631835461E0
2.185241827E0,1.674485058E-1,-2.263036489E0,3.053930759E0
2.204139327E0,8.528954983E-1,-2.702846527E0,2.904273272E0
2.223036827E0,1.449082375E0,-2.685742617E0,1.669063807E0
2.241934014E0,2.228523493E0,-1.449387789E0,3.398601413E-1
2.260831879E0,2.660392523E0,4.115583375E-2,-2.416664511E-1
2.279729379E0,9.268079996E-1,-2.392230630E-1,-2.019613683E-1
2.298626879E0,-1.522155046E0,-1.833610773E0,5.506024361E-1
2.317524379E0,-1.285757065E0,-1.860488057E0,1.402734399E0
2.336421879E0,3.917058185E-2,-4.707341790E-1,1.723429203E0
2.355319379E0,2.114295065E-1,2.794320822E0,1.091813087E0
2.374216931E0,5.291464329E-1,4.320293427E0,6.544464827E-1
2.393114431E0,1.468018651E0,3.605525970E0,9.134457111E-1
2.412011931E0,2.273726225E0,1.550559402E0,3.435252309E-1
2.430909431E0,2.700097561E0,-6.491015553E-1,-3.100813329E-1
2.449806931E0,3.045226336E0,-1.401741743E0,-5.330405831E-1
2.468704431E0,3.378214359E0,-8.940513134E-1,-5.086066723E-1
2.487601931E0,4.222405434E0,-2.813715041E-1,-3.491755724E-1
2.506499483E0,4.984131813E0,8.086090535E-2,-9.933903813E-2
2.525396983E0,3.246882200E0,1.360585928E0,2.806079686E-1
2.544294483E0,7.343910933E-1,2.081462145E0,5.835881829E-1
2.563191983E0,-1.966164559E-1,2.261051178E0,3.251998127E-1
2.582089483E0,6.184828468E-3,2.009382010E0,-2.306711972E-1
2.600986983E0,6.445965767E-1,1.228642941E0,-5.971795321E-1
2.619884535E0,1.208408594E0,2.964899838E-1,-6.271874309E-1
2.638782035E0,1.504058719E0,-6.222242713E-1,-4.829511046E-1
2.657679535E0,1.337297320E0,-1.940203607E-1,-3.601708114E-1
2.676577035E0,4.728721380E-1,1.267126322E0,-2.416664511E-1
2.695474535E0,-1.727934182E-1,6.636092067E-1,-1.805817187E-1
2.714372035E0,-8.605311066E-2,1.138466597E-1,3.077143058E-2
2.733269587E0,-2.363215387E-1,-2.893125415E-1,1.236202121E-1
2.752167087E0,-9.571213126E-1,-6.106181741E-1,-2.691545784E-1
2.771064587E0,-1.723123789E0,-7.993699908E-1,-9.912523627E-1
2.789962087E0,-2.007167816E0,-6.539883614E-1,-1.347987175E0
2.808859587E0,-2.256469727E0,-2.520508468E-1,-1.250862479E0
2.827757087E0,-3.086000443E0,-6.973584890E-1,-9.949174523E-1
2.846654639E0,-3.893540382E0,-1.386470556E0,-6.913263798E-1
2.865552139E0,-3.758543253E0,-8.500702977E-1,-3.791070879E-1
2.884449639E0,-2.955279112E0,-8.040276915E-2,-2.263952643E-1
2.903347139E0,-1.917984009E0,-1.665322334E-1,-1.469851285E-1
2.922244639E0,-1.293087244E0,-9.740723372E-1,-1.390441060E-1
2.941142139E0,-1.607673645E0,-1.505585790E0,-2.770955861E-1
2.960039691E0,-2.392077923E0,-1.354706526E0,-3.100813329E-1
2.978937191E0,-2.471487999E0,-1.226428628E0,-1.738623977E-1
2.997834691E0,-1.766493917E0,-1.690061688E0,-2.880908251E-1
3.016732191E0,-8.514447212E-1,-2.650924444E0,-8.684720993E-1
3.035629691E0,-1.367534250E-1,-3.465794563E0,-1.564837933E0
3.054527244E0,5.499152541E-1,-3.526268482E0,-2.017475843E0
3.073424744E0,1.433200359E0,-2.542804480E0,-2.002815485E0
3.092322244E0,2.074589968E0,-1.070586205E0,-1.753589749E0
3.111219744E0,2.508291483E0,1.541625708E-1,-1.254527569E0
3.130117244E0,2.820434570E0,8.224294782E-1,-5.611395836E-1
3.149014744E0,2.061762094E0,1.023398280E0,-7.673768699E-2
3.167912296E0,-1.447020769E0,-1.967997193E0,1.327829212E-1
3.186809796E0,-2.357259512E0,-6.918608546E-1,1.834603429E0
3.205707296E0,-6.254312396E-1,2.716132402E0,3.789391041E0
3.224604796E0,6.464291215E-1,3.289717913E0,3.412498236E0
3.243502296E0,1.457023382E0,1.203598142E0,1.390517473E0
3.262399796E0,2.056264639E0,-1.561172843E0,-1.773136854E0
3.281297348E0,2.498517990E0,-1.981435776E0,-3.253830671E0
3.300194848E0,2.558381081E0,-4.316399395E-1,-3.227564096E0
3.319092348E0,2.383678675E0,1.534066558E0,-2.701013803E0
3.337989848E0,2.209587336E0,3.290328741E0,-2.193399906E0
3.356887348E0,2.443541765E0,5.171203613E0,-1.621646762E0
3.375784900E0,2.858917952E0,4.898155212E0,-9.967499971E-1
3.394682400E0,1.717244387E0,1.989224076E0,-4.707341790E-1
3.413579900E0,4.007921517E-1,4.278221428E-1,7.536327839E-2
3.432477400E0,-2.124984860E-1,6.361210346E-1,2.470113635E-1
3.451374900E0,-3.474193811E-2,1.292781830E0,1.028514057E-1
3.470272400E0,4.918083847E-1,1.667918444E0,-4.046862945E-3
3.489169587E0,8.797727823E-1,1.535899043E0,3.810159862E-2
3.508067452E0,1.053864241E0,6.599441171E-1,-9.544488043E-3
3.526964952E0,1.067913771E0,-3.003077805E-1,-2.428881377E-1
3.545862452E0,6.580352187E-1,-5.593070388E-1,-5.226562023E-1
3.564759952E0,-1.459161341E-1,-6.574243307E-2,-5.641937852E-1
3.583657452E0,-7.249993682E-1,1.977618039E-2,-5.812975168E-1
3.602555004E0,-1.288200498E0,-7.694385052E-1,-9.191724062E-1
3.621452504E0,-1.717626095E0,-5.874059796E-1,-1.479319334E0
3.640350004E0,-1.827578664E0,2.060845941E-1,-1.721825719E0
3.659247504E0,-2.236922741E0,-6.985802054E-1,-1.563005447E0
3.678145004E0,-2.819060087E0,-1.536128163E0,-1.183669329E0
3.697042556E0,-3.042019367E0,-1.098150611E0,-8.580876589E-1
3.715940056E0,-2.966274261E0,-6.387171745E-1,-6.583406329E-1
3.734837556E0,-2.621145487E0,-3.058054149E-1,-3.424562514E-1
3.753735056E0,-2.292509794E0,-1.170536056E-1,9.613208473E-2
3.772632556E0,-2.094518900E0,-2.575484812E-1,3.282540441E-1
3.791530108E0,-1.971127748E0,-1.038822174E0,2.305184901E-1
3.810427608E0,-1.905156255E0,-2.017475843E0,-3.031329438E-2
3.829325108E0,-1.951580644E0,-3.099897146E0,-4.719558656E-1
3.848222608E0,-1.745114207E0,-3.903848410E0,-8.776348233E-1
3.867120108E0,-9.882745147E-1,-3.938055992E0,-1.206881523E0
3.886017608E0,-8.727480471E-2,-3.373556614E0,-1.311947227E0
3.904915160E0,5.517477989E-1,-2.726058722E0,-1.065775752E0
3.923812660E0,1.063637733E0,-2.001593828E0,-6.784985662E-1
3.942710160E0,1.431367874E0,-1.167176366E0,-4.139253795E-1
3.961607660E0,1.810703993E0,-1.524827480E-1,-3.546731770E-1
3.980505212E0,2.270672083E0,1.353866577E0,-2.263952643E-1
3.999402712E0,1.734958887E0,2.277544022E0,-5.141043067E-1
4.018300212E0,3.360423446E-1,1.218258500E0,-7.359182239E-1
4.037197712E0,-3.352024406E-2,-5.092175603E-1,2.164690048E-1
4.056095212E0,-3.535278514E-2,-1.493979692E0,2.525089979E-1
4.074992712E0,-9.901070595E-1,-1.082192302E0,-7.182036638E-1
4.093890264E0,-8.911498189E-1,2.482330501E-1,-1.008356094E0
4.112787764E0,2.181488276E-1,1.381354690E0,6.251258254E-1
4.131685264E0,5.602996349E-1,1.416172981E0,1.075320244E0
4.150582764E0,6.928535104E-1,1.261017799E0,1.138237476E0
4.169480316E0,1.083184958E0,2.003273487E0,1.570106506E0
4.188377816E0,1.425259352E0,3.650117874E0,2.465684891E0
4.207275316E0,1.582247138E0,4.371604919E0,3.163883448E0
4.226172816E0,9.768974781E-1,2.190192938E0,2.311751366E0
4.245070369E0,6.678087711E-1,-7.737144232E-1,-2.459423840E-1
4.263967869E0,1.226123214E0,-8.885536790E-1,-1.751757264E0
4.282865369E0,1.962194085E0,4.174377322E-1,-1.623479247E0
4.301762869E0,3.223670006E0,3.634235859E0,-4.505762160E-1
4.320660421E0,2.215084791E0,4.215151310E0,2.402920425E-1
4.339557921E0,9.530744553E-1,2.201798916E0,1.488940232E-2
4.358455421E0,1.136939451E-1,7.546254396E-1,-6.940752268E-2
4.377352921E0,1.473669056E-2,7.784484625E-1,-7.711946499E-3
4.396250473E0,5.548020005E-1,1.204819918E0,1.370588541E-1
4.415147973E0,1.020267606E0,1.242081523E0,3.618506491E-1
4.434045473E0,1.303700805E0,4.540885687E-1,4.272113144E-1
4.452942973E0,1.235285878E0,-2.343362868E-1,3.856737018E-1
4.471840525E0,4.911975563E-1,-1.317139417E-1,3.545204699E-1
4.490738025E0,-3.352787793E-1,3.172588050E-1,2.262425572E-1
4.509635525E0,-4.672217965E-1,5.286119580E-1,-1.146102175E-1
4.528533025E0,-3.657447919E-2,8.541935086E-1,-2.630461156E-1
4.547430577E0,3.598653972E-1,6.440621018E-1,-1.604237556E-1
4.566328077E0,3.184041381E-2,-2.807606757E-1,-1.518719047E-1
4.585225577E0,-7.439355850E-1,-1.090133309E0,-6.351284385E-1
4.604123077E0,-1.225894094E0,-1.748703003E0,-1.319277406E0
4.623020629E0,-1.220396519E0,-1.627755284E0,-1.550177574E0
4.641918129E0,-1.239943624E0,-1.077305555E0,-1.440225124E0
4.660815629E0,-1.999226689E0,-1.778023601E0,-1.201994658E0
4.679713129E0,-2.762251377E0,-2.040688038E0,-9.191724062E-1
4.698610681E0,-2.922904253E0,-1.168398142E0,-8.586985469E-1
4.717508181E0,-2.782409191E0,-8.763367534E-1,-8.177717924E-1
4.736405681E0,-2.441556454E0,-1.254527569E0,-6.051205397E-1
4.755303233E0,-2.143997431E0,-1.519024372E0,-5.336514115E-1
4.774200733E0,-1.864229441E0,-1.661962628E0,-6.093965173E-1
4.793098233E0,-1.366388917E0,-2.079171419E0,-6.583406329E-1
4.811995733E0,-4.922665358E-1,-2.873883724E0,-7.438592315E-1
4.830893285E0,1.570640951E-1,-3.500002146E0,-9.827005267E-1
4.849790785E0,2.700708508E-1,-4.066333771E0,-1.352263093E0
4.868688285E0,3.256579340E-1,-3.830546856E0,-1.508029222E0
4.887585785E0,5.169295073E-1,-2.860445023E0,-1.459161401E0
4.906483337E0,7.582141757E-1,-1.839719176E0,-1.314390540E0
4.925380837E0,1.086239100E0,-8.036459088E-1,-1.136023164E0
4.944278337E0,1.497950196E0,8.758022636E-2,-9.118422270E-1
4.963175837E0,1.833916187E0,8.657996058E-1,-6.381826997E-1
4.982073389E0,2.019613743E0,1.483977079E0,-3.986541927E-1
5.000970889E0,2.006175041E0,2.130329847E0,-2.783172727E-1
5.019868389E0,1.480235577E0,2.226232767E0,-2.447206825E-1
5.038765889E0,6.201626658E-1,9.989643097E-1,1.779856235E-1
5.057663441E0,8.987089992E-2,-2.850365937E-1,5.127299428E-1
5.076560941E0,-2.803025246E-1,-2.960318625E-1,1.223985180E-1
5.095458441E0,-5.619031191E-1,9.623134732E-1,-1.188861504E-1
5.114355941E0,-6.071057916E-1,1.325156808E0,4.272113144E-1
5.133253494E0,-6.712448001E-1,4.149943590E-1,4.424824715E-1
5.152150994E0,-3.279486299E-1,4.259895980E-1,5.799230933E-1
5.171048494E0,1.344627589E-1,6.666634083E-1,8.413657546E-1
5.189946046E0,6.977402568E-1,1.878049850E0,1.427779078E0
5.208843546E0,1.072189689E0,3.251234531E0,2.147433519E0
5.227741046E0,1.329967141E0,4.671530724E0,2.808370352E0
5.246638546E0,8.962656260E-1,4.448571682E0,2.948254347E0
5.265536098E0,-2.467059344E-1,1.241470695E0,1.640353918E0
5.284433598E0,-2.277696729E-1,-8.323557377E-1,-6.351284385E-1
5.303331098E0,7.038487792E-1,-2.239518762E-1,-1.758476496E0
5.322228650E0,2.377570152E0,2.268381357E0,-1.184890985E0
5.341126150E0,2.830818892E0,4.183387280E0,-1.921878159E-1
5.360023650E0,1.125944257E0,4.243861198E0,-1.555369794E-1
5.378921150E0,-3.407764137E-1,1.942799687E0,-6.124507189E-1
5.397818702E0,-3.163425326E-1,1.116247058E0,-5.947361588E-1
5.416716202E0,5.438067913E-1,1.045388699E0,-9.139802307E-2
5.435613702E0,7.191199064E-1,6.978166103E-1,1.254527569E-1
5.454511254E0,4.533250332E-1,3.844519854E-1,9.613208473E-2
5.473408754E0,5.731274486E-1,3.514662385E-1,1.126249656E-1
5.492306254E0,8.412894011E-1,5.408288836E-1,1.608818918E-1
5.511203806E0,7.771504521E-1,5.689278841E-1,1.095707268E-1
5.530101306E0,4.380538464E-1,5.365529656E-1,-1.097234413E-1
5.548998806E0,8.437328041E-2,6.544464827E-1,-2.893125415E-1
5.567896306E0,-3.290939704E-2,4.565319717E-1,-2.783172727E-1
5.586793858E0,-5.551074445E-2,1.733279042E-2,-2.984752357E-1
5.605691358E0,-2.106659412E-1,-6.057314277E-1,-5.202127695E-1
5.624588858E0,-4.647783935E-1,-1.302173615E0,-1.077381849E0
5.643486410E0,-6.443675160E-1,-1.255138397E0,-1.534295559E0
5.662383910E0,-1.012097597E0,-1.303395391E0,-1.639361382E0
5.681281410E0,-2.110400915E0,-2.357106924E0,-1.320499063E0
5.700178962E0,-2.968106747E0,-2.124984980E0,-6.093965173E-1
5.719076462E0,-3.363935947E0,-7.193490267E-1,-4.463002682E-1
5.737973962E0,-3.351718903E0,-1.689756215E-1,-6.687250137E-1
5.756871514E0,-2.846548319E0,-8.140303493E-1,-5.984012485E-1
5.775769014E0,-2.264410734E0,-2.089555740E0,-3.913240135E-1
5.794666514E0,-2.095129728E0,-2.914810419E0,-2.807606757E-1
5.813564066E0,-2.005335093E0,-2.939855099E0,-1.732515544E-1
5.832461566E0,-1.705409169E0,-2.489660740E0,-2.115058713E-2
5.851359066E0,-1.341344237E0,-2.354052544E0,-1.443126611E-2
5.870256619E0,-9.656731486E-1,-2.935579300E0,-1.207186878E-1
5.889154119E0,-5.942780375E-1,-3.410207510E0,-3.308501542E-1
5.908051671E0,-2.216611952E-1,-3.157927513E0,-5.122717619E-1
5.926949171E0,2.731250823E-1,-2.399255276E0,-4.365267158E-1
5.945846671E0,8.284615874E-1,-1.271020412E0,-2.593810260E-1
5.964744223E0,1.364785433E0,-4.334724844E-1,-1.286597103E-1
5.983641723E0,1.670209169E0,2.036412060E-1,3.443651274E-2
6.002539223E0,1.762447000E0,1.140680909E0,2.494547516E-1
6.021436775E0,1.687923670E0,1.383798122E0,1.932567954E-1
6.040334275E0,1.088071704E0,5.292227864E-1,1.077381819E-1
6.059231775E0,1.869956106E-1,-6.301652789E-1,2.964899838E-1
6.078129327E0,-1.250327945E0,-1.687007427E0,2.830513418E-1
6.097026827E0,-1.416478395E0,6.703284979E-1,6.177956462E-1
6.115924327E0,-3.829248846E-1,2.126053810E0,1.049664617E0
6.134821879E0,2.157054394E-1,2.804705143E0,1.057605624E0
6.153719379E0,3.305447102E-1,3.744799137E0,1.502302527E0
6.172616879E0,3.604762256E-1,3.732582092E0,2.428423166E0
6.191514431E0,8.486195803E-1,1.589119196E0,2.541429996E0
6.210411931E0,1.496117592E0,7.475243509E-2,5.799230933E-1
6.229309483E0,1.809482336E0,5.398362502E-2,-2.844257653E-1
6.248206983E0,2.168660402E0,9.965209365E-1,-8.528954536E-2
6.267104535E0,2.973757267E0,2.184084415E0,-2.970244735E-2
6.286002035E0,3.633548498E0,3.421660900E0,-8.590039611E-2
6.304899535E0,2.737359285E0,3.204810143E0,6.864395738E-2
6.323797087E0,6.806365848E-1,1.966622710E0,1.523300409E-1
6.342694587E0,-5.533512831E-1,1.394182563E0,-2.176143415E-2
6.361592087E0,-8.465579152E-1,1.647149682E0,-3.275668249E-2
6.380489639E0,-5.063160062E-1,1.900040388E0,2.649549954E-2
6.399387139E0,5.566345528E-2,1.657534003E0,-1.198787708E-2
6.418284691E0,6.299362183E-1,1.121744633E0,-2.214321401E-3
6.437182191E0,1.136328578E0,5.432722569E-1,1.211768240E-1
6.456079691E0,1.334243178E0,2.543415129E-1,2.769428790E-1
6.474977244E0,1.179698825E0,2.170798481E-1,3.478011489E-1
6.493874744E0,7.850914598E-1,4.259895980E-1,1.859266311E-1
6.512772244E0,2.022667974E-1,7.833352685E-1,-8.322793990E-3
6.531669796E0,-4.152997732E-1,5.707604289E-1,2.672456671E-3
6.550567296E0,-6.852942705E-1,3.321481869E-2,8.780929260E-3
6.569464848E0,-7.225559354E-1,-4.493545294E-1,-1.353790164E-1
6.588362348E0,-8.355627060E-1,-1.425564766E0,-6.888830066E-1
6.607259848E0,-9.424609542E-1,-2.480498075E0,-1.563005447E0
6.626157400E0,-1.003545642E0,-2.383984089E0,-1.765195847E0
6.645054900E0,-1.216120481E0,-1.884311080E0,-1.250862479E0
6.663952452E0,-1.855066776E0,-2.124374151E0,-7.047650218E-1
6.682849952E0,-2.600376844E0,-1.723047376E0,-3.332935274E-1
6.701747452E0,-2.998649120E0,-8.121978045E-1,-5.018873811E-1
6.720645004E0,-2.862430334E0,-4.890595973E-1,-8.189934492E-1
6.739542504E0,-2.253415585E0,-9.923977256E-1,-9.032903910E-1
6.758440056E0,-1.779321671E0,-2.168354988E0,-8.611419201E-1
6.777337556E0,-1.410369992E0,-3.002161503E0,-6.815528274E-1
6.796235056E0,-7.842515111E-1,-3.026595354E0,-4.084277451E-1
6.815132608E0,-2.051683217E-1,-2.786532402E0,-3.864372373E-1
6.834030108E0,-7.933378965E-2,-2.842730522E0,-7.957812548E-1
6.852927660E0,-2.985516004E-2,-3.064467907E0,-1.288124204E0
6.871825160E0,2.218139172E-1,-3.143878222E0,-1.559951186E0
6.890722348E0,5.731274486E-1,-2.682688475E0,-1.547734261E0
6.909620212E0,1.028208613E0,-1.662573576E0,-1.233758807E0
6.928517712E0,1.519329786E0,-5.477009416E-1,-7.682931423E-1
6.947415212E0,1.810703993E0,3.777326643E-1,-4.182012975E-1
6.966312764E0,1.997012377E0,1.395404220E0,-1.201078445E-1
6.985210264E0,2.008618593E0,1.998386860E0,2.329618782E-1
7.004107816E0,1.722131133E0,1.028285027E0,3.465794623E-1
7.023005316E0,1.259108901E0,-8.467870206E-2,4.980695844E-1
7.041902816E0,8.046385646E-1,-1.225512326E-1,5.060105920E-1
7.060800369E0,2.334200144E-1,8.273162842E-1,3.343625069E-1
7.079697869E0,-3.969743550E-1,8.822925091E-1,1.449998617E-1
7.098595369E0,-1.434727460E-1,4.192702770E-1,5.591543317E-1
7.117492921E0,3.067216873E-1,5.310553312E-1,1.062492490E0
7.136390421E0,1.918824017E-1,2.470113635E-1,6.312342882E-1
7.155287973E0,3.207711577E-1,3.997231722E-1,4.162160456E-1
7.174185473E0,5.041016936E-1,1.047221303E0,4.925719500E-1
7.193083025E0,7.130114436E-1,2.004495382E0,1.055773139E0
7.211980525E0,8.107470274E-1,2.920766115E0,1.812002063E0
7.230878025E0,5.890094638E-1,2.956806183E0,2.338017941E0
7.249775577E0,3.928511441E-1,6.068003774E-1,1.536509871E0
7.268673077E0,7.240067124E-1,-1.714190096E-1,-3.204657435E-1
7.287570629E0,1.307365894E0,4.094967246E-1,-9.668185115E-1
7.306468129E0,2.054432154E0,1.357531667E0,-6.069530845E-1
7.325365681E0,2.952377558E0,2.912214279E0,-1.443126611E-2
7.344263181E0,2.019002914E0,2.617785931E0,5.115845706E-3
7.363160681E0,2.480803430E-1,1.302555442E0,-3.229091465E-1
7.382058233E0,-6.663579941E-1,7.998281121E-1,-3.907131851E-1
7.400955733E0,-3.609343767E-1,1.519406199E0,-2.697654068E-1
7.419853285E0,2.364742458E-1,1.696628213E0,-8.345700800E-2
7.438750785E0,3.671955466E-1,9.293277264E-1,1.370588541E-1
7.457648337E0,3.274904788E-1,2.054737508E-1,2.671693265E-1
7.476545837E0,6.427640319E-1,2.561740577E-1,2.525089979E-1
7.495443337E0,1.056918502E0,7.973847389E-1,2.885489762E-1
7.514340889E0,9.952229261E-1,9.097806215E-1,2.018086612E-1
7.533238389E0,2.725142241E-1,5.121190548E-1,2.160872146E-2
