"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.976653871E0,-2.950123787E0,-8.580341339E-1,-7.252106071E-1
2.996425277E0,1.104109049E0,-3.714438438E0,-9.209268689E-1
3.016195069E0,1.441794872E0,-3.719383240E0,1.214088559E0
3.035966475E0,-3.774183989E0,5.556812286E-1,6.751217842E-1
3.055736319E0,-5.574128151E0,1.376693726E0,-1.828162551E0
3.075507725E0,-3.948772669E0,-1.217746735E-2,6.896171570E-1
3.095277517E0,-3.780647039E0,8.930110931E-2,2.976581812E0
3.115048923E0,-1.963355064E0,-1.127267838E0,1.120875835E0
3.134818715E0,-6.751554012E-1,-2.186199188E0,6.261863708E-1
3.154590121E0,-3.650014400E-1,-2.430950165E0,2.122298241E0
3.174359913E0,1.141738892E-2,6.188528061E0,3.838265896E0
3.194131371E0,-1.876762867E0,1.396952057E1,-4.739628315E0
3.213901163E0,3.602838516E-1,6.329834938E0,-4.160322666E0
3.233672569E0,2.755338907E0,-4.835345268E0,2.854105711E0
3.253442360E0,3.282409430E0,-1.265603352E1,3.256889343E0
3.273213767E0,-4.657624960E-1,-5.041193008E0,2.842433929E0
3.292983610E0,-4.924181104E-1,1.461571693E0,-1.229945421E-1
3.312755017E0,-2.134175777E0,1.219054222E0,1.760988712E0
3.332524808E0,-4.860251427E0,-2.602533340E0,1.390573502E0
3.352296215E0,-8.077567101E0,-5.343293190E0,1.658296824E0
3.372066006E0,-1.111487103E1,-2.139699173E1,1.556980610E-1
3.391837465E0,-8.070055008E0,-1.317190170E1,-6.235778332E-1
3.411607256E0,8.407105207E-1,-3.353182793E0,-3.530900717E0
3.431378663E0,2.227843285E0,9.516048431E-2,-3.720148563E0
3.451148454E0,-6.676320732E-2,1.610742569E0,-3.783393621E0
3.470919913E0,-2.153890610E0,2.673772335E0,-4.218450069E0
3.490689704E0,-2.328862190E0,3.456583023E0,-5.587211132E0
3.510461110E0,-2.377979517E0,2.187543869E0,-4.832413673E0
3.530230954E0,-9.198560715E-1,7.502641678E-1,-4.298571587E0
3.550002360E0,1.610443354E0,3.792686462E-1,-3.597695112E0
3.569772152E0,2.193536282E0,1.712131023E0,-2.893270016E0
3.589543610E0,1.404866219E0,4.013412952E0,-2.537791014E0
3.609313402E0,2.270071745E0,4.303428173E0,-2.585545778E0
3.629084808E0,2.264078856E0,3.574169159E0,-2.481367826E0
3.648854652E0,1.421862721E0,2.518324375E0,-1.848476887E0
3.668626058E0,9.770421982E-1,2.744796753E0,-5.282301903E-1
3.688395850E0,-1.853395700E-1,2.344753265E0,2.580790997E0
3.708167308E0,-2.432260990E0,2.097944736E0,5.978748322E0
3.727937100E0,-6.601007462E0,2.055757046E0,7.434747696E0
3.747708558E0,-8.579024315E0,2.862289429E0,4.404787540E0
3.767478350E0,-7.199326992E0,4.947219372E0,1.589727402E-2
3.787249756E0,-1.391274929E0,3.522017002E0,-6.194367886E0
3.807019600E0,1.546504974E1,-1.653572464E1,1.099814415E0
3.826791006E0,2.437101126E0,-3.384484482E1,1.109731674E0
3.846560850E0,8.237599373E0,2.444476128E0,-1.683237457E1
3.866332256E0,1.409854126E1,1.516048336E1,2.339659691E0
3.886102100E0,-5.426136017E0,8.932862282E0,-1.685562325E1
3.905873506E0,-5.958316326E0,-7.799265862E0,-7.836220741E0
3.925643350E0,-5.247163296E0,-1.647430801E1,4.588290215E0
3.945414756E0,-4.892838478E0,-6.964115143E0,-9.348074198E-1
3.965184600E0,-1.493593693E0,3.260939598E0,-2.872029781E0
3.984956058E0,1.991003871E0,4.820595741E0,-1.229783535E0
4.004725850E0,7.651553154E-1,3.530384064E0,6.612765789E-2
4.024497308E0,-1.851168394E0,7.337493896E-1,-1.531239748E-1
4.044267152E0,-1.798754692E0,-9.766416550E-1,1.220618188E-1
4.064038558E0,1.144987226E0,-8.816442490E-1,1.780803561E0
4.083808402E0,1.723108053E0,1.183173180E0,2.732577801E0
4.103579860E0,2.354274504E-3,2.683979988E0,1.913078070E0
4.123349756E0,-2.060814619E0,2.448921204E0,1.400861382E0
4.143121110E0,-2.714850187E0,1.610954285E0,2.851447105E0
4.162890954E0,-1.834128857E0,1.692536354E0,4.934412003E0
4.182662413E0,-2.239936829E0,1.341796875E0,4.710266113E0
4.202432256E0,-3.404919147E0,4.432859421E-1,3.243010521E0
4.222203715E0,-4.455043316E0,-4.164218903E-1,2.208892345E0
4.241973610E0,-6.112750053E0,-1.877201080E0,1.890239000E0
4.261744965E0,-6.268364429E0,-3.484052658E0,3.106107950E0
4.281514808E0,-2.497132063E0,-3.115913391E0,5.163886070E0
4.301286267E0,2.688590527E0,-8.309364319E-1,6.498914242E0
4.321056110E0,2.100043774E0,-3.994398117E-1,6.278588295E0
4.340827569E0,-3.342267990E0,-2.243467331E0,4.587883472E0
4.360597413E0,-6.086948872E0,-6.043093681E0,2.837027907E-1
4.380368871E0,-7.731342316E-1,-8.854659081E0,-4.182639599E0
4.400138715E0,1.054503632E1,-5.154808044E0,-5.859085560E0
4.419910173E0,1.290669537E1,-4.787938118E0,-3.682096004E0
4.439680017E0,6.643043995E0,-9.449133873E0,-2.975599289E0
4.459451475E0,9.046654105E-1,-1.253476238E1,-1.245794654E0
4.479221423E0,-4.638756752E0,-6.713514328E0,5.018270016E-1
4.498992829E0,5.866815448E-1,-5.010774612E0,-2.991173267E0
4.518762725E0,4.369663239E0,-4.591948509E0,-5.298739433E0
4.538534131E0,5.544708729E0,-1.368788719E0,-1.073787594E1
4.558303975E0,6.533510685E0,2.784445763E0,-9.178518295E0
4.578075433E0,5.636675358E0,6.621198177E0,-7.420487404E0
4.597845277E0,3.795524836E0,7.819068432E0,-5.590995312E0
4.617616735E0,1.570929050E0,6.135570526E0,-4.999574661E0
4.637386631E0,-9.580415487E-1,4.647211075E0,-5.332017899E0
4.657158090E0,-3.667685032E0,4.265340805E0,-5.145598412E0
4.676927933E0,-3.731377125E0,5.737107754E0,-4.120590210E0
4.696699392E0,-2.059404850E0,7.397402763E0,-2.301379442E0
4.716469340E0,-1.082659960E0,6.898087978E0,5.128030777E-1
4.736240798E0,6.505578756E-1,4.305943489E0,4.401897907E0
4.756010590E0,3.179117918E0,8.434495926E-1,9.052150726E0
4.775782100E0,4.109598160E0,-2.788704872E0,9.967962265E0
4.795551996E0,3.125524521E0,-4.995936394E0,5.520838261E0
4.815323402E0,2.102594376E0,-3.032230377E0,1.500553608E0
4.835093350E0,1.842703581E0,4.285367966E0,2.083475113E0
4.854864756E0,5.234813690E0,7.963694572E0,-1.769060850E0
4.874634600E0,1.499459457E1,-1.013244629E0,-1.474306297E1
4.894406058E0,7.763172150E0,-1.939473724E1,1.854607391E1
4.914176006E0,-1.948509026E1,-1.994657707E1,-2.073386765E1
4.933947413E0,-3.254614830E0,3.270519257E0,-8.845199585E0
4.953717256E0,7.753054142E0,6.769588470E0,-2.096993208E0
4.973488715E0,-5.868676901E-1,1.164388657E0,-1.168122387E1
4.993258663E0,-1.357989788E0,-7.346586227E0,-4.182269573E0
5.013030069E0,-3.971675038E-1,-1.079684639E1,-3.589809656E0
5.032799913E0,-1.252979755E0,-5.752878189E0,-1.217170238E0
5.052571423E0,-2.075052261E-1,1.607484818E-1,-7.745258808E-1
5.072341267E0,3.457832336E-2,4.174332142E0,-9.995024204E-1
5.092112725E0,9.996111393E-1,4.010446548E0,2.836346030E-1
5.111882673E0,-1.555029988E0,1.836413383E0,-4.550389349E-1
5.131654079E0,-2.438972235E0,1.979999542E-1,-6.697887182E-1
5.151423923E0,-1.596369028E0,6.822805405E-1,1.613727689E0
5.171195433E0,-3.544164300E-1,1.172552109E0,3.827731609E0
5.190965277E0,-8.771737218E-1,2.121395588E0,5.101400375E0
5.210736735E0,-3.068342686E0,2.950626850E0,4.609361649E0
5.230506683E0,-5.325973511E0,3.516818047E0,2.065435171E0
5.250278090E0,-4.508566856E0,1.726988792E0,4.620500565E0
5.270047933E0,-8.856903315E-1,-1.133376122E0,4.965803146E0
5.289819444E0,1.739247799E0,-2.065917969E0,5.250669003E0
5.309589288E0,3.858959198E0,-1.570903778E0,5.271226883E0
5.329360746E0,3.394751310E0,-2.598237038E0,4.514787197E0
5.349130694E0,2.422396421E0,-2.899580956E0,4.588799477E0
5.368902100E0,2.762212753E0,-2.198466301E0,4.479188442E0
5.388671944E0,1.980530262E0,-2.140252113E0,4.635572910E0
5.408443454E0,-3.681089878E0,-4.963785172E0,2.020719767E0
5.428213298E0,-8.614712715E0,-6.491541862E0,7.691099048E-1
5.447984756E0,-6.953144550E0,-4.716387749E0,4.519487023E-1
5.467754704E0,-5.683883190E0,-3.688745499E0,-1.468085647E0
5.487526110E0,-3.880650520E0,-6.212926865E0,-1.323930025E0
5.507295954E0,-2.193588734E0,-9.584051132E0,-2.510194063E0
5.527067413E0,-2.639489174E-1,-1.034371471E1,-4.158152580E0
5.546837360E0,-1.490134954E0,-9.103937149E0,-4.070650101E0
5.566608767E0,-3.491571188E0,-8.161656380E0,-1.941066265E0
5.586378610E0,-3.885090590E0,-5.654260635E0,-2.201546192E0
5.606150069E0,-3.813765764E0,-1.525358200E0,-4.247842312E0
5.625920017E0,-4.147244453E0,2.514790535E0,-6.596759796E0
5.645691423E0,-3.696317196E0,5.680474758E0,-7.306131840E0
5.665461267E0,-2.227581501E0,6.334477901E0,-7.046330929E0
5.685232777E0,-3.690767288E-2,5.495097160E0,-6.056136131E0
5.705002673E0,1.777655125E0,5.316027164E0,-6.598199844E0
5.724774079E0,1.657144904E0,5.274433136E0,-7.756340504E0
5.744543923E0,6.135461330E-1,5.419983387E0,-7.515480518E0
5.764315381E0,1.985349178E0,4.886702061E0,-6.500858307E0
5.784085329E0,3.187309742E0,4.585443497E0,-4.737272739E0
5.803856735E0,3.358227015E0,4.255068779E0,-2.814316034E0
5.823626579E0,2.880594254E0,3.495122433E0,-1.478586197E-1
5.843398038E0,2.474374771E0,1.711434364E0,2.435113907E0
5.863167881E0,1.757161975E0,1.219103813E0,7.105252743E0
5.882939392E0,-3.063541889E0,3.191471100E-1,1.171230984E1
5.902709288E0,-1.036455059E1,-1.120440483E0,9.132238388E0
5.922480694E0,-1.107605743E1,-9.331922531E-1,7.463506222E0
5.942250538E0,-5.513403416E0,-9.379464149E0,5.284437180E0
5.962021996E0,1.080537438E0,-2.341511917E1,-1.711894417E1
5.981791840E0,1.603670120E1,-2.801043510E0,-8.966034889E0
6.001563298E0,1.622541428E1,9.298757553E0,-1.543986559E0
6.021333246E0,-9.122567177E0,6.497007370E0,-7.665383816E0
6.041104652E0,-9.737293243E0,-6.827997208E0,-2.068005371E1
6.060874496E0,-2.447482824E0,-1.337369347E1,3.205145836E0
6.080645954E0,-3.854316235E0,-9.716667175E0,2.150964499E0
6.100415798E0,-2.275663376E0,-1.021285057E0,-4.127133369E0
6.120187256E0,5.690515637E-1,3.817791462E0,-8.005954027E-1
6.139957100E0,1.616007805E0,4.375185013E0,2.434937954E-1
6.159728610E0,-2.235737562E0,1.397289276E0,-4.203326702E-1
6.179498506E0,-5.335467339E0,-2.863359451E0,6.012473106E-1
6.199269913E0,-3.912047386E0,-2.687592506E0,1.520211697E0
6.219039756E0,-1.308293343E0,1.696108818E0,2.304275990E0
6.238811215E0,1.617799520E0,4.616322517E0,3.266058445E0
6.258581058E0,1.399079204E0,4.420168877E0,3.480934858E0
6.278352517E0,-4.032191634E-1,2.443688393E0,2.322556496E0
6.298122360E0,-1.875103235E0,1.059827805E0,1.442244768E0
6.317893819E0,-1.793292046E0,5.094881058E-1,2.129319191E0
6.337663767E0,-2.135416985E0,3.186149597E-1,3.939053535E0
6.357435121E0,-3.308919430E0,4.794483185E-1,5.081652641E0
6.377205069E0,-3.167228222E0,5.929203033E-1,5.308309555E0
6.396976475E0,-1.308212042E0,-2.440156937E-1,5.821756363E0
6.416746319E0,-9.508002996E-1,-1.185970306E0,4.309352875E0
6.436517777E0,-2.930370569E0,-2.227625847E0,3.377490044E0
6.456287621E0,-1.264462471E0,-2.460083008E0,4.649761677E0
6.476059079E0,1.829249859E0,-8.859481812E-1,5.475750446E0
6.495828923E0,-1.308134437E0,-1.145827293E0,3.662594318E0
6.515600381E0,-6.548712730E0,-5.254948616E0,1.069177032E0
6.535370225E0,-1.063561153E1,-8.222069740E0,-8.980422616E-1
6.555141683E0,-6.958862305E0,-6.525774002E0,-7.744240284E0
6.574911527E0,4.822602749E0,-6.679496765E0,-7.190921307E0
6.594682985E0,5.844460011E0,-1.039772320E1,-3.666718960E0
6.614452933E0,5.463292599E-1,-1.275446510E1,-2.124718904E0
6.634224288E0,-3.217631578E0,-9.427239418E0,-3.503115177E-1
6.653994235E0,-2.622863054E0,-4.549705505E0,-1.116689801E0
6.673765642E0,-7.586249113E-1,-2.842941284E0,-3.117815256E0
6.693535538E0,-2.816680074E-1,-2.116896629E0,-6.165772438E0
6.713306944E0,5.266523361E-1,1.357727051E-1,-8.276089668E0
6.733076840E0,1.061217546E0,3.924139500E0,-8.623712540E0
6.752848246E0,1.008180141E0,8.121147156E0,-8.168767929E0
6.772618090E0,4.270050526E-1,9.857229233E0,-7.203466415E0
6.792389548E0,6.779286861E-1,7.902367592E0,-7.132243633E0
6.812159392E0,1.613709450E0,4.799448013E0,-7.762000084E0
6.831930850E0,2.611159325E0,3.093129635E0,-7.243876934E0
6.851700694E0,2.549656391E0,3.125275135E0,-5.461781979E0
6.871472152E0,2.435112000E0,3.164913177E0,-3.403187752E0
6.891241996E0,2.285598755E0,3.219018936E0,-9.918141365E-1
6.911013454E0,9.418250918E-1,2.891666412E0,1.618669033E0
6.930783298E0,-6.033802032E-1,1.497805595E0,4.542147160E0
6.950554756E0,-2.365887165E0,-9.637832642E-1,7.798058510E0
6.970324600E0,-3.094343185E0,-3.345143318E0,9.114232063E0
6.990096058E0,-3.910993576E0,-3.481970787E0,7.046492100E0
7.009865902E0,-3.488002300E0,2.242460251E-1,3.994616985E0
7.029637360E0,-3.382342577E0,6.237870216E0,3.926870823E0
7.049407204E0,-2.241286755E0,9.184614182E0,1.063592911E0
7.069178663E0,4.561914444E0,1.578536034E0,-1.873637772E1
7.088948506E0,1.257592010E1,-2.367950439E1,4.957808018E0
7.108719965E0,1.867722869E-1,-3.614556122E1,6.810817242E0
7.128489860E0,4.639073372E0,9.575633049E0,-2.267676163E1
7.148261267E0,1.380328369E1,1.653139496E1,3.039868355E0
7.168031163E0,-6.700700760E0,6.646720886E0,-1.524773407E1
7.187802569E0,-1.017093468E1,-8.562767029E0,-9.907992363E0
7.207572465E0,-4.311336517E0,-1.718737984E1,5.179171562E0
7.227343871E0,-3.164599419E0,-6.318897247E0,-4.113981724E-1
7.247113767E0,4.602997899E-1,4.720980644E0,-1.704899788E0
7.266885121E0,2.770835876E0,6.968272209E0,-9.194706678E-1
7.286655069E0,1.920493364E0,4.952434540E0,-3.860744834E-1
7.306426423E0,-2.256553650E0,5.670795441E-1,-4.689783752E-1
7.326196267E0,-2.332009077E0,-2.271175385E0,1.648845375E-1
7.345967725E0,6.684848666E-1,-1.150529861E0,1.712625146E0
7.365737569E0,2.125278234E0,1.689126015E0,2.764837742E0
7.385509027E0,2.555880308E0,2.995015621E0,3.510157108E0
7.405278871E0,-1.677625179E-1,3.553739548E0,3.563180923E0
7.425050329E0,-2.920268059E0,2.880636692E0,2.468113184E0
7.444820173E0,-4.093543530E0,1.430333138E0,5.759009123E-1
7.464591631E0,-2.843355656E0,9.819240570E-1,8.036061525E-1
7.484361475E0,-5.323795676E-1,1.171545982E0,4.240587234E0
7.504132933E0,1.718058467E0,1.413345337E-2,4.464253426E0
7.523902777E0,2.789142847E0,-1.324774742E0,3.568487883E0
7.543674235E0,1.074200273E0,-1.454411507E0,4.050761223E0
7.563444079E0,-1.776595592E0,-1.785190582E0,4.514836311E0
7.583215538E0,-2.610954046E0,-2.338912010E0,4.197723866E0
7.602985381E0,-1.147273421E0,-2.858734131E0,4.444282532E0
7.622756840E0,-9.779047966E-1,-3.979726791E0,4.714074135E0
7.642526735E0,-2.220986605E0,-6.184669495E0,2.625385761E0
7.662298142E0,-1.494644880E0,-4.506220818E0,1.778596640E0
7.682068038E0,1.691454947E-1,-3.594915390E0,8.283740282E-2
7.701839392E0,2.746460438E0,-3.692875862E0,-2.265819788E0
7.721609235E0,1.772168159E0,-5.931601524E0,-9.876345396E-1
7.741380694E0,-1.831502914E-1,-8.202119827E0,-2.541938543E0
7.761150538E0,-1.314159155E0,-8.646730423E0,-2.387174368E0
7.780921996E0,-2.316219807E0,-8.084540367E0,-2.671660900E0
7.800691840E0,-6.713743210E-1,-6.870535851E0,-3.448325634E0
7.820463298E0,1.705156088E0,-4.614137650E0,-3.995386124E0
7.840233142E0,2.182900906E0,-1.701599121E0,-5.266881943E0
7.860004600E0,1.435896039E0,1.007794380E0,-5.795385838E0
7.879774496E0,4.633501172E-1,3.817341805E0,-5.826050758E0
7.899545902E0,7.204569578E-1,6.170657635E0,-6.287115574E0
7.919315798E0,7.526866198E-1,7.234277248E0,-6.360570908E0
7.939087152E0,3.453863263E-1,7.079852581E0,-7.086563587E0
7.958856996E0,8.715862036E-1,7.169191360E0,-7.118551254E0
7.978628454E0,3.856990933E-1,7.313697815E0,-6.720756531E0
7.998398298E0,1.263419390E-1,6.944825172E0,-5.635912418E0
8.018169756E0,5.225563645E-1,6.315583229E0,-3.879245996E0
8.037939600E0,6.255605817E-1,5.139888287E0,-1.058977842E0
