"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.243691306E0,-6.100837141E-2,-1.891335845E-1,1.183516532E-2
1.262588597E0,-1.404185146E-1,-1.298813969E-1,2.672456671E-3
1.281485889E0,-3.933092654E-1,1.061347127E-2,-9.926267667E-4
1.300383129E0,-3.157316744E-1,3.077143058E-2,-2.786990628E-2
1.319280420E0,-4.879142344E-2,-4.657710437E-3,-9.200886637E-2
1.338177712E0,2.260898352E-1,-1.030041203E-1,-1.268271655E-1
1.357075004E0,3.348206580E-1,-1.439308822E-1,-1.188861504E-1
1.375972295E0,2.187596709E-1,-6.879667193E-2,-1.005607322E-1
1.556723806E0,-7.627955079E-2,6.497887522E-2,-9.872818738E-2
1.575621046E0,-7.689040154E-2,7.475243509E-2,-7.918107510E-2
1.594518338E0,-4.268295318E-2,2.710634656E-2,-6.513158977E-2
1.613415577E0,-9.086352773E-3,-2.786990628E-2,-5.474718660E-2
1.632312869E0,-6.642963737E-3,-1.992889121E-2,-5.902311578E-2
1.651210109E0,-7.864658721E-3,2.283041552E-2,-5.474718660E-2
1.670107400E0,2.267770469E-2,2.649549954E-2,-5.230379477E-2
1.689004640E0,4.405735806E-2,5.726693198E-3,-5.474718660E-2
1.707901931E0,2.267770469E-2,8.780929260E-3,-4.924955964E-2
1.726799223E0,-1.885990985E-2,3.321481869E-2,-3.397838026E-2
1.745696463E0,-3.535278514E-2,1.733279042E-2,-2.115058713E-2
1.764593754E0,-2.191414498E-2,-4.436278343E-2,-2.115058713E-2
1.783490994E0,-2.435753495E-2,-1.213295385E-1,-2.542651631E-2
1.802388286E0,-7.383616269E-2,-1.818034202E-1,-2.359397523E-2
1.821285577E0,-1.202605516E-1,-2.099023908E-1,-9.544488043E-3
1.840182817E0,-1.129303873E-1,-1.915769726E-1,6.337540224E-3
1.859080109E0,-1.465269923E-1,-1.103342846E-1,3.382566571E-2
1.877977400E0,-4.140780866E-1,1.663795263E-1,6.253548712E-2
1.896874640E0,-2.277696729E-1,3.258106709E-1,1.366770733E-2
1.915771931E0,1.387386769E-1,1.419456303E-1,-1.341573298E-1
1.934669171E0,2.529671192E-1,-4.497363046E-2,-1.420983374E-1
2.108679336E0,-1.091507673E0,-3.546731770E-1,-5.116609335E-1
2.127576523E0,-1.026147008E0,-6.368846297E-1,-6.565080881E-1
2.146473711E0,-3.933092654E-1,-5.275429487E-1,-7.487460375E-1
2.165370950E0,2.340308577E-1,-2.544942498E-1,-8.128849864E-1
2.184268138E0,4.081223309E-1,-2.355579734E-1,-8.800781965E-1
2.203165325E0,3.122956678E-2,-4.731775522E-1,-8.874083757E-1
2.222062565E0,-6.535302401E-1,-7.859313488E-1,-8.489249945E-1
2.240959752E0,-1.116552472E0,-9.930085540E-1,-7.023216486E-1
2.259856992E0,-1.106778860E0,-1.035767913E0,-4.572955370E-1
2.278754179E0,-7.842515111E-1,-8.946621418E-1,-3.839938641E-1
2.297651419E0,-3.872008026E-1,-5.073850155E-1,-6.503996253E-1
2.316548606E0,3.061871976E-2,-1.023932695E-1,-1.115865231E0
2.335445846E0,1.204132661E-1,-2.966426909E-1,-1.212989926E0
2.354343034E0,-1.984490007E-1,-5.550310612E-1,-9.796462655E-1
2.373240273E0,-4.287384152E-1,-5.214344859E-1,-7.768449783E-1
2.392137461E0,-3.236726820E-1,-3.931565583E-1,-7.475243211E-1
2.411034700E0,-7.864658721E-3,-2.526617050E-1,-8.061656952E-1
2.429931888E0,6.360447407E-2,-2.105132341E-1,-8.715263009E-1
2.448829127E0,-2.338781506E-1,-3.100813329E-1,-8.073873520E-1
2.467726315E0,-5.289173722E-1,-6.106181741E-1,-6.656708121E-1
2.486623554E0,-6.962895393E-1,-1.080359697E0,-5.055524707E-1
2.505520742E0,-8.935931921E-1,-1.844606042E0,-2.954210043E-1
2.524417981E0,-6.211553216E-1,-3.139602184E0,-5.596888065E-2
2.543315169E0,1.882173121E-1,-4.940456390E0,3.594072461E-1
2.562212409E0,6.274928451E-1,-6.694274902E0,9.745304585E-1
2.581109648E0,-2.241045833E-1,-6.850041389E0,1.642797351E0
2.600006836E0,-2.065198183E0,-4.766975880E0,2.088181257E0
2.618904075E0,-3.236879587E0,-2.152472973E0,2.030685425E0
2.637801263E0,-2.842272282E0,-1.384638071E0,1.807115316E0
2.656698502E0,-1.506883860E0,-2.782867432E0,1.796730876E0
2.675595742E0,-8.972582817E-1,-4.366260052E0,2.199966431E0
2.694492929E0,-1.811085820E0,-4.051673412E0,2.937258959E0
2.713390169E0,-2.512414694E0,-2.773093939E0,3.329422951E0
2.732287409E0,-1.636994243E0,-2.065732718E0,3.323314428E0
2.751184596E0,3.122956678E-2,-2.088334084E0,3.280555248E0
2.770081836E0,9.127585292E-1,-1.963110328E0,3.361797810E0
2.788979075E0,4.734829962E-1,-8.238039017E-1,3.554214716E0
2.807876263E0,-6.956022978E-2,4.113292694E-1,3.336142302E0
2.826773502E0,8.192989230E-2,7.521820664E-1,2.917101145E0
2.845670690E0,7.447755337E-1,5.072323084E-1,2.632446289E0
2.864567929E0,1.433811188E0,-2.074590027E-1,2.286095858E0
2.883465169E0,1.687923670E0,-9.288696051E-1,2.096122265E0
2.902362356E0,1.562089205E0,-1.379751205E0,1.889579654E0
2.921259596E0,2.328855172E-2,-2.265479803E0,6.489488482E-1
2.940156627E0,-2.591825008E0,-1.369366884E0,4.192702770E-1
2.959054023E0,-2.139721632E0,1.220090985E0,5.701495409E-1
2.977951263E0,-2.027249336E-1,9.207758904E-1,-3.155789673E-1
2.996848502E0,8.962656260E-1,-1.029048562E0,-6.198572516E-1
3.015745690E0,1.463131905E0,-2.555632114E0,-4.572955370E-1
3.034642929E0,1.949977160E0,-3.764575243E0,-2.074590027E-1
3.053540169E0,2.058707952E0,-3.561086893E0,-2.233410329E-1
3.072437356E0,1.334243178E0,-2.101772785E0,-3.485647142E-1
3.091334596E0,7.716528177E-1,-9.349780679E-1,-1.259872504E-2
3.110231836E0,1.043479800E0,-1.282015681E0,6.287909150E-1
3.129129023E0,1.858350039E0,-2.947796106E0,6.287909150E-1
3.148026263E0,1.650051117E0,-3.160981894E0,3.416926861E-1
3.166923502E0,4.814240038E-1,-1.774969459E0,2.573957741E-1
3.185820690E0,-4.183540046E-1,-3.620033562E-1,1.183516532E-2
3.204717929E0,-9.852202535E-1,2.366269529E-1,-5.299863815E-1
3.223615169E0,-3.114557564E-1,-1.646996886E-1,-1.012632012E0
3.242512200E0,6.751389503E-1,-1.386470556E0,-9.680401683E-1
3.261409596E0,1.030652046E0,-2.117043972E0,-7.438592315E-1
3.280306836E0,1.223679781E0,-2.705900669E0,-2.905342281E-1
3.299204023E0,9.115368128E-1,-2.396201134E0,3.655157387E-1
3.318101263E0,6.390989423E-1,-1.832389116E0,5.634302497E-1
3.336998502E0,7.374453545E-1,-1.872704983E0,5.951942801E-1
3.355895690E0,6.904101372E-1,-2.048629045E0,6.813237667E-1
3.374792929E0,4.832565486E-1,-1.658908486E0,7.729508281E-1
3.393690169E0,5.218162537E-1,-6.869741082E-1,4.437041879E-1
3.412587356E0,6.055023521E-2,-2.367796749E-1,-1.504211407E-2
3.431484596E0,-1.266209960E0,-3.577579737E0,6.208499074E-1
3.450381836E0,-1.538647890E0,-4.415127754E0,1.763134241E0
3.469279023E0,-7.811209559E-2,-2.734610558E0,1.838879347E0
3.488176263E0,3.494809866E-1,-2.695516348E0,1.524903774E0
3.507073450E0,1.716022611E0,-3.642176837E-2,8.560260534E-1
3.525970690E0,2.305490255E0,-6.600968242E-1,2.012359858E0
3.544867929E0,2.437433243E0,-2.636874914E0,3.375847340E0
3.563765117E0,3.456402779E0,-3.140823841E0,2.862124920E0
3.582662356E0,2.904120684E0,-3.318580389E0,1.487642169E0
3.601559596E0,1.163205862E0,-1.316223145E0,1.283619165E0
3.620456784E0,-4.977641702E-1,1.303166270E0,2.358175755E0
3.639354023E0,-1.355317384E-1,3.851697445E0,3.063093662E0
3.658251263E0,1.285986185E0,3.966536760E0,3.072256327E0
3.677148450E0,1.880951405E0,1.562776327E0,1.862091541E0
3.696045690E0,3.328735828E0,2.510887623E0,-1.378224194E-1
3.714942929E0,4.179035187E0,3.371571541E0,-1.177560806E0
3.733840117E0,3.615833998E0,2.515774488E0,-4.108711481E-1
3.752737356E0,1.982962966E0,6.776586771E-1,3.991123140E-1
3.771634596E0,9.848384857E-1,4.565319717E-1,1.227421165E0
3.790531784E0,8.932114244E-1,1.460154057E0,1.095478177E0
3.809429023E0,8.101361990E-1,1.673416018E0,6.436803192E-2
3.828326211E0,9.909469485E-1,1.221312761E0,-2.037939131E-1
3.847223450E0,9.542961121E-1,9.916341901E-1,2.710634656E-2
3.866120690E0,9.836167693E-1,2.427354306E-1,1.462215632E-1
3.885017877E0,1.482068181E0,-4.475219846E-1,6.375718117E-2
3.903915117E0,1.601183414E0,-8.040276915E-2,-2.123457789E-1
3.922812356E0,1.119835734E0,8.780165911E-1,-6.595623493E-1
3.941709544E0,6.965186000E-1,1.185883641E0,-9.008470178E-1
3.960606784E0,4.808131456E-1,3.245889544E-1,-1.220320106E0
3.979504023E0,2.694599926E-1,-2.612135708E-1,-1.597823739E0
3.998401211E0,-7.946359515E-1,-6.081748009E-1,-1.769471765E0
4.017298450E0,-1.938141942E0,-1.384027123E0,-2.127428293E0
4.036195690E0,-2.115898609E0,-1.596602082E0,-2.514705420E0
4.055092877E0,-1.967462659E0,-1.242310643E0,-2.693683624E0
4.073990117E0,-1.995561600E0,-1.010723114E0,-2.490882397E0
4.092887304E0,-2.356037855E0,-1.391968250E0,-1.778023601E0
4.111784544E0,-2.924736738E0,-1.258192658E0,-8.562551737E-1
4.130681784E0,-3.011476994E0,-1.252694964E0,-1.207186878E-1
4.149578971E0,-2.881366491E0,-1.603321314E0,1.333937645E-1
4.168476211E0,-3.154415131E0,-1.845216870E0,4.665346071E-2
4.187373450E0,-3.253372431E0,-2.048018217E0,3.382566571E-2
4.206270638E0,-2.800123930E0,-2.603278399E0,1.443890184E-1
4.225167877E0,-2.161101341E0,-3.121887684E0,1.083490327E-1
4.244065117E0,-1.582628846E0,-3.712576866E0,-2.459423840E-1
4.262962304E0,-9.797226191E-1,-4.153074265E0,-8.745805621E-1
4.281859544E0,-3.340570927E-1,-3.965543985E0,-1.307671309E0
4.300756784E0,3.189386129E-1,-3.264825821E0,-1.259414315E0
4.319653971E0,1.136939406E0,-2.314958334E0,-8.464815617E-1
4.338551211E0,1.938371062E0,-1.320499063E0,-5.079958439E-1
4.357448398E0,2.382457018E0,-1.335464865E-1,-4.939463735E-1
4.376345638E0,2.618855000E0,1.038669467E0,-6.839962006E-1
4.395242877E0,2.697654247E0,1.708234310E0,-7.817317843E-1
4.414140065E0,1.635390878E0,1.316604853E0,-9.185615778E-1
4.433037304E0,5.010474920E-1,-2.557159364E-1,-7.185091078E-2
4.451934492E0,-3.224509954E-1,-2.002815485E0,8.676321507E-1
4.470831731E0,-1.839795589E0,-2.112157106E0,1.083872080E0
4.489728971E0,-3.236268759E0,-1.768250108E0,7.448518872E-1
4.508626159E0,-1.027979612E0,-1.600878000E0,6.135197282E-1
4.527523398E0,4.624877274E-1,1.928750277E0,7.570688128E-1
4.546420586E0,5.389199853E-1,4.226757526E0,1.458932281E0
4.565317825E0,-2.686964273E-1,5.821145535E0,2.346569777E0
4.584215065E0,-4.098021686E-1,6.443598747E0,3.290939569E0
4.603112252E0,9.323056340E-1,3.531002522E0,2.154763699E0
4.622009492E0,2.326259136E0,1.816965222E0,-1.338824511E0
4.640906731E0,2.375126839E0,1.818186879E0,-1.266133666E0
4.659803919E0,2.515010834E0,2.763778448E0,2.283041552E-2
4.678701159E0,3.057443142E0,3.734414816E0,1.181225851E-1
4.697598346E0,2.370239973E0,2.588465214E0,6.009209901E-2
4.716495586E0,9.891144037E-1,2.443694353E0,2.323510200E-1
4.735392825E0,-1.208714023E-1,2.784547329E0,-5.841226876E-2
4.754290013E0,-4.189648628E-1,3.275668383E0,-2.214321401E-3
4.773187252E0,-3.474193811E-2,3.446094751E0,1.902025640E-1
4.792084440E0,5.285356045E-1,2.706358671E0,2.555632293E-1
4.810981679E0,1.006218195E0,1.551781058E0,2.732777894E-1
4.829878867E0,1.386775970E0,7.992172837E-1,2.512872815E-1
4.848776106E0,1.877286315E0,5.695387125E-1,1.248419061E-1
4.867673138E0,1.754505992E0,3.032093048E-1,-1.152210608E-1
4.886570534E0,1.387386769E-1,-1.494285166E-1,-2.496074587E-1
4.905467773E0,-1.092118502E0,5.231143236E-1,-3.424562514E-1
4.924364961E0,-1.029812098E0,1.030117512E0,-2.508291602E-1
4.943262200E0,-6.498651505E-1,3.801760674E-1,-1.512610465E-1
4.962159388E0,-1.055467725E0,-1.606375575E0,-4.939463735E-1
4.981056627E0,-1.836130500E0,-3.459686279E0,-1.486649513E0
4.999953867E0,-2.415290117E0,-2.828680992E0,-2.312515020E0
5.018851054E0,-2.568612814E0,-1.682120681E0,-1.969829679E0
5.037748294E0,-2.637638569E0,-1.711441278E0,-9.955283403E-1
5.056645481E0,-2.908854723E0,-1.745037913E0,-4.835619628E-1
5.075542721E0,-3.012698650E0,-1.577665806E0,-4.224772453E-1
5.094439909E0,-2.593657494E0,-1.680898905E0,-5.849626064E-1
5.113337148E0,-2.068863392E0,-2.748659849E0,-6.607840061E-1
5.132234336E0,-1.625388145E0,-3.463351250E0,-5.110501051E-1
5.151131575E0,-1.075625658E0,-3.923395634E0,-5.757998824E-1
5.170028763E0,-4.837146699E-1,-4.336328506E0,-1.040120125E0
5.188926002E0,1.277434379E-1,-4.442615986E0,-2.010145664E0
5.207823242E0,6.769714952E-1,-4.481099129E0,-2.749881744E0
5.226720429E0,1.234675050E0,-4.507976532E0,-2.661308765E0
5.245617669E0,1.946312070E0,-4.219656467E0,-2.085279942E0
5.264514856E0,2.422772884E0,-3.497558594E0,-1.409682751E0
5.283412096E0,2.423994541E0,-2.168354988E0,-8.299887180E-1
5.302309284E0,2.259065866E0,-7.236249447E-1,-5.580853224E-1
5.321206523E0,1.954863906E0,3.569638729E-1,-3.033620119E-1
5.340103711E0,1.776496530E0,1.375246286E0,-1.304922402E-1
5.359000898E0,1.863847733E0,2.218291759E0,-1.860793531E-1
5.377898138E0,1.650051117E0,1.879882455E0,-2.428881377E-1
5.396795325E0,7.001836896E-1,1.443890184E-1,2.221956849E-2
5.415692565E0,1.711135954E-1,-6.949151158E-1,2.958791554E-1
5.434589752E0,-6.455891728E-1,-6.087856293E-1,1.450762269E-3
5.453486992E0,-1.202071071E0,7.558471560E-1,1.376696974E-1
5.472384179E0,-4.953207672E-1,3.080960810E-1,6.055787206E-1
5.491281419E0,6.042806506E-1,-9.933903813E-2,9.354362488E-1
5.510178606E0,1.475348830E0,5.292227864E-1,9.201650620E-1
5.529075846E0,1.428313613E0,1.671583533E0,1.436330914E0
5.547973034E0,8.052493930E-1,4.432078838E0,2.564031363E0
5.566870273E0,8.315158486E-1,5.663546562E0,3.520007372E0
5.585767461E0,1.381278396E0,4.771709919E0,3.204810143E0
5.604664700E0,1.805817246E0,7.448518872E-1,6.422295570E-1
5.623561888E0,1.694032192E0,-1.614316583E0,-1.391968250E0
5.642459127E0,1.570030212E0,-1.565296017E-2,-1.090820551E0
5.661356315E0,2.717812061E0,4.053277016E0,-3.589491248E-1
5.680253554E0,2.422772884E0,6.283556461E0,1.798181683E-1
5.699150742E0,7.282826304E-1,4.089927673E0,-3.882697821E-1
5.718047981E0,-1.654632539E-1,1.777260065E0,-7.114843726E-1
5.736945169E0,-1.702736691E-2,1.991667509E0,-3.100813329E-1
5.755842409E0,2.512109280E-2,2.048476219E0,1.590493619E-1
5.774739596E0,-2.070008665E-1,1.209706664E0,2.384594977E-1
5.793636836E0,-1.233147904E-1,3.129828572E-1,2.011978179E-1
5.812534023E0,5.847335458E-1,3.050418496E-1,1.804290116E-1
5.831431263E0,1.189472318E0,8.829033375E-1,1.657686681E-1
5.850328450E0,1.038593054E0,4.986804426E-1,-3.092414327E-2
5.869225638E0,2.657949030E-1,-1.687465608E-2,-2.703762650E-1
5.888122877E0,-2.974062562E-1,-4.041518271E-1,-5.599178672E-1
5.907020065E0,-5.002075434E-1,-1.059590936E0,-9.472714067E-1
5.925917304E0,-5.686224699E-1,-1.239867210E0,-1.502531528E0
5.944814492E0,-1.056689382E0,-1.277739763E0,-1.760919929E0
5.963711731E0,-1.894771814E0,-2.429186821E0,-1.664406061E0
5.982608919E0,-2.538681269E0,-2.757822752E0,-1.221541762E0
6.001506159E0,-2.724378824E0,-1.779245377E0,-9.924740791E-1
6.020403346E0,-2.603430986E0,-1.150072694E0,-9.930849075E-1
6.039300586E0,-2.384136915E0,-1.600267053E0,-8.122741580E-1
6.058197773E0,-2.406127453E0,-2.493325710E0,-6.546755433E-1
6.077095013E0,-2.516690731E0,-2.665584803E0,-5.635829568E-1
6.095992200E0,-2.510582209E0,-2.374821424E0,-5.434249640E-1
6.114889388E0,-2.131780624E0,-2.804247141E0,-5.586961508E-1
6.133786627E0,-1.216120481E0,-3.972874165E0,-6.381826997E-1
6.152683815E0,-2.839676142E-1,-4.892810345E0,-1.122584581E0
6.171581054E0,1.320193708E-1,-4.407186508E0,-1.883700252E0
6.190478242E0,4.911975563E-1,-3.122498512E0,-2.320456028E0
6.209375481E0,1.215127945E0,-1.801846743E0,-2.156749010E0
6.228272669E0,2.001899242E0,-1.105480790E0,-1.685174823E0
6.247169856E0,2.413610220E0,-4.236989319E-1,-1.290567517E0
6.266067096E0,2.734305143E0,7.283589840E-1,-9.912523627E-1
6.284964284E0,3.163730621E0,2.323968410E0,-5.904602408E-1
6.303861523E0,2.511345863E0,2.908549309E0,-4.395809472E-1
6.322758711E0,7.905890942E-1,7.460735440E-1,-5.104392171E-1
6.341655950E0,4.692070484E-1,-1.010112286E0,7.353074104E-2
6.360553138E0,5.523586273E-1,-1.129303813E0,1.724879891E-1
6.379450377E0,-5.795413256E-2,-5.904602408E-1,-3.265742064E-1
6.398347565E0,-1.109833121E0,-4.408026636E-1,-4.475219846E-1
6.417244752E0,-1.234445930E0,-1.781383306E-1,8.102125525E-1
6.436141992E0,-8.606074452E-1,-2.312820405E-1,1.563998103E0
6.455039179E0,-3.572692871E-1,8.438091278E-1,1.742976308E0
6.473936419E0,4.099548757E-1,1.986169815E0,1.922565341E0
6.492833606E0,6.928535104E-1,3.571318388E0,2.416206360E0
6.511730846E0,8.638907075E-1,5.113784313E0,2.995289564E0
6.530628034E0,1.323858738E0,5.855352879E0,3.119291544E0
6.549525221E0,1.690367103E0,4.476059437E0,1.962881327E0
6.568422461E0,1.685480356E0,2.341835648E-1,-7.896727920E-1
6.587319648E0,1.215738773E0,-6.784222126E-1,-1.813452840E0
6.606216888E0,1.121668339E0,1.280564904E0,-1.145796776E0
6.625114075E0,1.970745921E0,5.359955788E0,-2.740413547E-1
6.644011263E0,1.618287086E0,7.211510181E0,-4.741701856E-2
6.662908502E0,1.234675050E-1,4.616554737E0,-8.611419201E-1
6.681805690E0,-2.778591514E-1,2.069245100E0,-9.533798695E-1
6.700702929E0,2.224247605E-1,1.571328163E0,-1.060583517E-1
6.719600117E0,-3.901786730E-2,1.170612454E0,6.070294604E-2
6.738497304E0,-2.772482932E-1,1.017900586E0,-4.046862945E-3
6.757394544E0,1.908897655E-3,5.506024361E-1,4.115583375E-2
6.776291731E0,2.798444033E-1,3.343625069E-1,4.970769584E-2
6.795188971E0,3.836884201E-1,6.312342882E-1,-3.336753324E-2
6.814086159E0,-1.410293579E-1,7.924979329E-1,-2.887016833E-1
6.832983346E0,-3.187859058E-1,5.310553312E-1,-4.554629922E-1
6.851880586E0,1.039203927E-1,-3.642176837E-2,-4.756209552E-1
6.870777773E0,8.192989230E-2,-7.786011696E-1,-6.589514613E-1
6.889674961E0,-5.112028122E-1,-1.943563223E0,-1.252084136E0
6.908572200E0,-1.115941644E0,-1.831778169E0,-1.986322522E0
6.927469388E0,-1.752444386E0,-1.560562015E0,-1.989987612E0
6.946366575E0,-2.241198540E0,-1.837886691E0,-1.333326817E0
6.965263815E0,-2.709718466E0,-1.186112642E0,-6.528429985E-1
6.984161002E0,-2.775689840E0,-8.378533721E-1,-3.479538560E-1
7.003058190E0,-2.651077032E0,-1.401741743E0,-1.873010397E-1
7.021955429E0,-2.954668283E0,-1.774969459E0,-1.127776727E-1
7.040852617E0,-3.351108074E0,-2.007702112E0,-2.062373012E-1
7.059749804E0,-3.087832928E0,-2.799971104E0,-3.723877668E-1
7.078647044E0,-2.366422176E0,-2.744994879E0,-1.769166440E-1
7.097544231E0,-1.338289976E0,-2.798138618E0,1.169008911E-1
7.116441419E0,-5.747309327E-1,-3.543982983E0,1.621035933E-1
7.135338659E0,-4.886014462E-1,-4.224543095E0,-1.604237556E-1
7.154235846E0,-3.493282795E-1,-3.860478401E0,-5.409815907E-1
7.173133034E0,3.671955466E-1,-3.175642252E0,-7.438592315E-1
7.192030273E0,1.186418056E0,-2.314958334E0,-6.650599241E-1
7.210927461E0,1.788102627E0,-1.206270576E0,-5.141043067E-1
7.229824648E0,2.188207626E0,1.517191827E-1,-5.061632991E-1
7.248721888E0,2.320761442E0,1.643484592E0,-4.438568950E-1
7.267619075E0,2.354357958E0,2.930539608E0,-1.274380088E-1
7.286516263E0,1.690977931E0,2.699028730E0,3.993413970E-2
7.305413502E0,1.080741525E0,4.858526289E-1,6.373427510E-1
7.324310690E0,6.030589342E-1,-1.041876316E0,5.420506001E-1
7.343207877E0,5.199837312E-2,-1.234980464E0,-1.304922402E-1
7.362105117E0,-5.295282006E-1,-6.246677041E-1,-4.224772453E-1
7.381002304E0,-1.228337526E0,9.491039068E-2,-3.186331987E-1
7.399899492E0,-1.707852602E0,3.932329267E-2,6.294017434E-1
7.418796679E0,-1.356004596E0,-3.192440569E-1,1.025230765E0
7.437693919E0,-3.713187873E-1,9.146674275E-1,1.330043554E0
7.456591106E0,5.602996349E-1,2.454689741E0,1.504745841E0
7.475488294E0,8.877137899E-1,4.116805077E0,1.920122027E0
7.494385534E0,7.081246972E-1,5.491287708E0,2.567085505E0
7.513282721E0,8.400676847E-1,5.721577168E0,3.308043242E0
7.532179909E0,1.147934675E0,2.669097185E0,2.437586069E0
7.551077148E0,9.872818589E-1,-3.442887962E-1,-4.627931416E-1
7.569974336E0,1.073411345E0,-3.153498843E-2,-9.961391687E-1
7.588871523E0,1.650662065E0,1.776038408E0,-3.406237066E-1
7.607768763E0,3.396539927E0,5.284821510E0,3.606289625E-1
7.626665950E0,2.586479902E0,5.039260864E0,3.985014856E-1
7.645563138E0,4.650074616E-2,2.518828630E0,-3.265742064E-1
7.664460377E0,-1.086620927E0,1.138848305E0,-6.063422561E-1
7.683357565E0,-4.488963783E-1,2.318470716E0,-3.357369304E-1
7.702254752E0,4.362213016E-1,2.725905895E0,-4.863871261E-2
7.721151992E0,5.822901726E-1,1.958681703E0,1.504974961E-1
7.740049179E0,3.531460762E-1,8.059365749E-1,2.335727215E-1
7.758946367E0,2.285332382E-1,2.366269529E-1,2.964899838E-1
7.777843606E0,1.833305359E-1,2.201340795E-1,3.337516785E-1
7.796740794E0,2.981698215E-1,4.235462248E-1,2.457896620E-1
7.815637981E0,2.810660899E-1,9.000070691E-1,1.205659807E-1
7.834535221E0,-3.474193811E-2,8.957311511E-1,-9.567394853E-2
